,date,CO,NO_2,NOx,O_3,PM10,PM25,SO_2,city,year,population,month,quarter
405,2008-07-22,0.3527777769680445,53.530681859363206,71.92711034997717,74.52177368305824,29.20027067213494,13.262983427192625,7.4038961115595585,madrid,2008,6327594,2008-07,2008Q3
406,2008-07-22,,13,25,21,18,,17,hong kong,2008,6964000,2008-07,2008Q3
407,2008-07-23,,10,22,17,16,,10,hong kong,2008,6964000,2008-07,2008Q3
408,2008-07-23,0.34623263872668353,64.74710606915392,87.14932506720736,63.36323276676325,54.57327733721052,24.605185171283743,8.164340831842454,madrid,2008,6327594,2008-07,2008Q3
409,2008-07-24,0.3098437501790209,45.38822115995945,62.4969392709243,70.56708326101302,25.717516601483027,11.647736871556232,7.35939102830031,madrid,2008,6327594,2008-07,2008Q3
410,2008-07-24,,17,39,18,17,,21,hong kong,2008,6964000,2008-07,2008Q3
411,2008-07-25,0.19522569488940966,27.972419880521603,37.531522477284454,60.08545002937317,23.645225401513763,12.460684185279042,6.876842958040727,madrid,2008,6327594,2008-07,2008Q3
412,2008-07-25,,26,56,20,24,,42,hong kong,2008,6964000,2008-07,2008Q3
413,2008-07-26,,33,75,18,24,,48,hong kong,2008,6964000,2008-07,2008Q3
414,2008-07-26,0.2111805555695254,27.392051284129803,38.21727563479008,50.47393324693044,15.63580003698667,9.020263155510552,6.857214163274965,madrid,2008,6327594,2008-07,2008Q3
415,2008-07-27,,53,74,39,44,,37,hong kong,2008,6964000,2008-07,2008Q3
416,2008-07-27,0.2556597223350157,33.03482366295961,43.54181085947232,58.67185002247493,17.64619999150435,9.608631578244662,7.112211541105539,madrid,2008,6327594,2008-07,2008Q3
417,2008-07-28,0.26954861016323167,38.4054808035875,57.5141184987166,50.07141899863547,23.310934901038475,11.651204186584312,7.127596153662755,madrid,2008,6327594,2008-07,2008Q3
418,2008-07-28,,67,81,95,112,,63,hong kong,2008,6964000,2008-07,2008Q3
419,2008-07-29,0.33055555502263206,51.4413140744735,73.84666652633594,53.21164997577667,25.909983344388525,11.45617803166674,7.6150320420662565,madrid,2008,6327594,2008-07,2008Q3
420,2008-07-29,,38,60,56,67,,17,hong kong,2008,6964000,2008-07,2008Q3
421,2008-07-30,,20,30,,22,,12,hong kong,2008,6964000,2008-07,2008Q3
422,2008-07-30,0.36669565084187883,62.735746482402135,89.38012857268748,48.98869584794826,37.739582700203975,17.760582053787495,8.09130017064739,madrid,2008,6327594,2008-07,2008Q3
423,2008-07-31,,22,43,,18,,10,hong kong,2008,6964000,2008-07,2008Q3
424,2008-07-31,0.3507118051121425,58.5503366301075,93.48565696141658,46.5015333477656,36.06986662785212,16.757447883486748,8.470432711335329,madrid,2008,6327594,2008-07,2008Q3
425,2008-08-01,0.2778819440993377,43.400576951794136,63.55060904148297,49.47474112295746,24.260050040055596,11.905872997152743,7.562820508311956,madrid,2008,6327594,2008-08,2008Q3
426,2008-08-01,,26,57,14,18,,9,hong kong,2008,6964000,2008-08,2008Q3
427,2008-08-02,0.2829166666100112,43.68094554772744,56.008541783461204,78.78948324282965,29.504433308442433,13.268638737226656,7.747900628508666,madrid,2008,6327594,2008-08,2008Q3
428,2008-08-02,,32,61,16,22,,10,hong kong,2008,6964000,2008-08,2008Q3
429,2008-08-03,0.295885416213423,45.26985582021567,63.559166730214386,64.99931662638983,33.38538332502047,16.271736831727782,7.958477574281203,madrid,2008,6327594,2008-08,2008Q3
430,2008-08-03,,33,47,36,27,,11,hong kong,2008,6964000,2008-08,2008Q3
431,2008-08-04,0.3571478258850782,60.2681380014741,88.1204334996868,56.95071787826207,38.7597658977062,17.4769633496619,8.452339777579674,madrid,2008,6327594,2008-08,2008Q3
432,2008-08-04,,44,67,53,48,,29,hong kong,2008,6964000,2008-08,2008Q3
433,2008-08-05,,35,60,19,35,,12,hong kong,2008,6964000,2008-08,2008Q3
434,2008-08-05,0.38718749929426444,66.99855761497449,98.08248398548517,49.09821368179258,50.174648838298374,21.540677023430664,8.985361156647317,madrid,2008,6327594,2008-08,2008Q3
435,2008-08-06,,7,11,46,19,,4,hong kong,2008,6964000,2008-08,2008Q3
436,2008-08-06,0.3220804187736207,57.847467783189586,79.2975806543904,56.39900835902751,42.62540399907815,16.99593755664925,8.395161278786198,madrid,2008,6327594,2008-08,2008Q3
437,2008-08-07,,22,41,24,17,,6,hong kong,2008,6964000,2008-08,2008Q3
438,2008-08-07,0.24579861145725268,39.128718055975746,53.298108961337654,64.47793336073558,26.242266661723455,12.301510433355967,7.381669338786583,madrid,2008,6327594,2008-08,2008Q3
439,2008-08-08,,34,81,6,18,,9,hong kong,2008,6964000,2008-08,2008Q3
440,2008-08-08,0.27279999983699427,44.299583465625076,56.62100966312946,73.92811043366142,25.559499988953274,12.45094735183214,7.19203524176891,madrid,2008,6327594,2008-08,2008Q3
441,2008-08-09,0.2317881942791347,34.8332852545457,44.555384632486565,81.09073344389597,30.752666591008506,14.437760397791862,7.2530608994838515,madrid,2008,6327594,2008-08,2008Q3
442,2008-08-09,,54,151,,40,,45,hong kong,2008,6964000,2008-08,2008Q3
443,2008-08-10,0.28619546257934647,41.85969450389457,53.144774880056595,69.71906199607018,23.08362416333,10.980157861584111,7.875852083469894,madrid,2008,6327594,2008-08,2008Q3
444,2008-08-10,,59,151,,42,,60,hong kong,2008,6964000,2008-08,2008Q3
445,2008-08-11,0.24040280237480763,39.32636076701436,54.543542679189294,54.97035238726827,30.427956517617307,11.610520836586753,7.335491137036187,madrid,2008,6327594,2008-08,2008Q3
446,2008-08-11,,32,87,,16,,17,hong kong,2008,6964000,2008-08,2008Q3
447,2008-08-12,0.20416666665631863,23.52318908770879,34.904455062670586,49.3460167614619,15.858350015878678,6.841937171227021,6.83035256770941,madrid,2008,6327594,2008-08,2008Q3
448,2008-08-12,,21,47,14,25,,11,hong kong,2008,6964000,2008-08,2008Q3
449,2008-08-13,,19,43,18,24,,14,hong kong,2008,6964000,2008-08,2008Q3
450,2008-08-13,0.3191319444578969,44.34866986977748,60.433237256147926,68.82145006497701,22.092500019073487,8.366718780249357,7.158445504995493,madrid,2008,6327594,2008-08,2008Q3
451,2008-08-14,,19,40,24,23,,13,hong kong,2008,6964000,2008-08,2008Q3
452,2008-08-14,0.34159722176587415,57.13080115119616,82.59245195449927,47.04413333813349,36.64405680498814,15.379421114294152,7.934423066102541,madrid,2008,6327594,2008-08,2008Q3
453,2008-08-15,0.21524305540111122,24.656490361843353,32.122483981725495,71.28184981664022,13.312433342933655,5.998157880494469,6.7790544885091295,madrid,2008,6327594,2008-08,2008Q3
454,2008-08-15,,15,40,20,20,,21,hong kong,2008,6964000,2008-08,2008Q3
455,2008-08-16,0.2702272725193859,47.776370960666284,63.34195170248709,47.36931213196492,29.21369126139071,13.222670181259435,7.860225806697723,madrid,2008,6327594,2008-08,2008Q3
456,2008-08-16,,13,28,24,17,,14,hong kong,2008,6964000,2008-08,2008Q3
457,2008-08-17,,13,24,28,18,,9,hong kong,2008,6964000,2008-08,2008Q3
458,2008-08-17,0.225381944858883,31.761794917858563,41.12817306396289,57.17190001964569,12.815883340438207,7.205978832232258,7.003766033320855,madrid,2008,6327594,2008-08,2008Q3
459,2008-08-18,,16,33,22,16,,9,hong kong,2008,6964000,2008-08,2008Q3
460,2008-08-18,0.3745312502400743,66.71891027612564,100.7113141020139,42.1471167866389,30.99562603125787,15.39952629867353,8.91761217934963,madrid,2008,6327594,2008-08,2008Q3
461,2008-08-19,0.35902608649238293,61.16494384929418,93.07324250896325,48.869347796790976,32.64732438345817,16.652578914792915,8.886125405501707,madrid,2008,6327594,2008-08,2008Q3
462,2008-08-19,,21,45,18,17,,13,hong kong,2008,6964000,2008-08,2008Q3
463,2008-08-20,0.291180555566421,49.762900676482765,65.0087979894418,61.21894651113146,30.44636054866899,14.032178792207601,7.763910248493537,madrid,2008,6327594,2008-08,2008Q3
464,2008-08-20,,42,66,56,48,,45,hong kong,2008,6964000,2008-08,2008Q3
465,2008-08-21,,55,88,26,50,,37,hong kong,2008,6964000,2008-08,2008Q3
466,2008-08-21,0.33654513796662083,57.41942312090825,78.83766022095314,52.7323168238004,35.36792645087609,15.286190415422121,8.185016021896631,madrid,2008,6327594,2008-08,2008Q3
467,2008-08-22,0.24510416612287778,41.59552887846262,58.10754810388271,52.5472167189916,27.959181945590622,11.34225132858566,7.531474346151719,madrid,2008,6327594,2008-08,2008Q3
468,2008-08-22,,10,16,37,16,,14,hong kong,2008,6964000,2008-08,2008Q3
469,2008-08-23,,24,43,29,18,,26,hong kong,2008,6964000,2008-08,2008Q3
470,2008-08-23,0.20208333341482407,26.179070495642147,35.1015063570096,60.91320532669806,18.97818328221639,8.896614590349296,6.998733974802188,madrid,2008,6327594,2008-08,2008Q3
471,2008-08-24,,22,47,21,21,,18,hong kong,2008,6964000,2008-08,2008Q3
472,2008-08-24,0.2655902777138787,36.242067282016464,46.14508025004314,60.90792989492019,22.396366636753083,10.23302082810551,7.334583342075348,madrid,2008,6327594,2008-08,2008Q3
473,2008-08-25,,20,46,22,27,,13,hong kong,2008,6964000,2008-08,2008Q3
474,2008-08-25,0.3816666664141748,62.25849362825736,94.62102560660777,47.3609333618482,26.53420696075452,12.437395816668868,8.439439101861073,madrid,2008,6327594,2008-08,2008Q3
475,2008-08-26,0.35848958323347485,59.19770840574534,92.94924663427548,49.13624999205271,42.0532550291727,18.943052560404727,8.376939108356451,madrid,2008,6327594,2008-08,2008Q3
476,2008-08-26,,28,78,17,27,,55,hong kong,2008,6964000,2008-08,2008Q3
477,2008-08-27,,30,82,16,22,,36,hong kong,2008,6964000,2008-08,2008Q3
478,2008-08-27,0.2798780483300781,42.44374994054819,58.04065692959688,60.3530499625206,38.05086358841219,17.737724879431347,7.656858979891508,madrid,2008,6327594,2008-08,2008Q3
479,2008-08-28,0.3148691096061915,48.57834938627023,65.66871781838246,57.11591670831044,26.56577887926469,14.113350756505397,7.705176284679999,madrid,2008,6327594,2008-08,2008Q3
480,2008-08-28,,25,67,12,18,,33,hong kong,2008,6964000,2008-08,2008Q3
481,2008-08-29,,19,49,18,14,,34,hong kong,2008,6964000,2008-08,2008Q3
482,2008-08-29,0.29145833384892383,44.40987178836114,58.64043267109455,65.33431665658951,31.857866675853728,12.622578950932152,7.834711553194584,madrid,2008,6327594,2008-08,2008Q3
483,2008-08-30,0.22278745628841454,32.53208328974553,42.56961544507589,60.71966668526331,32.463033259709675,15.17394740205062,7.431826929633434,madrid,2008,6327594,2008-08,2008Q3
484,2008-08-30,,21,63,13,16,,43,hong kong,2008,6964000,2008-08,2008Q3
485,2008-08-31,,14,35,17,11,,15,hong kong,2008,6964000,2008-08,2008Q3
486,2008-08-31,0.25592013901849797,36.45766024253307,45.94681087976847,64.52519989490509,21.230350588717325,12.218157886203967,7.140448707418564,madrid,2008,6327594,2008-08,2008Q3
487,2008-09-01,,18,35,23,14,,12,hong kong,2008,6964000,2008-09,2008Q3
488,2008-09-01,0.34212653755303635,57.82686085531241,79.26037215723575,51.56548063509782,27.90695435383598,14.131189212283573,7.7957767032110965,madrid,2008,6327594,2008-09,2008Q3
489,2008-09-02,0.39220070367364185,67.64300329267205,104.87595796275448,35.830996647879886,35.69157625739857,15.213152103449987,8.959123363742581,madrid,2008,6327594,2008-09,2008Q3
490,2008-09-02,,54,117,8,42,,31,hong kong,2008,6964000,2008-09,2008Q3
491,2008-09-03,0.2851909718139925,45.57270838740544,64.98551287712195,46.657579304976935,25.102799999316534,10.069578933402111,7.858910249211849,madrid,2008,6327594,2008-09,2008Q3
492,2008-09-03,,29,93,17,25,,34,hong kong,2008,6964000,2008-09,2008Q3
493,2008-09-04,,22,56,15,16,,21,hong kong,2008,6964000,2008-09,2008Q3
494,2008-09-04,0.2463888888855258,39.35211540261904,57.96572122054222,45.50068331241608,27.735766698519388,11.526596856366902,7.820096146983978,madrid,2008,6327594,2008-09,2008Q3
495,2008-09-05,,32,129,6,27,,38,hong kong,2008,6964000,2008-09,2008Q3
496,2008-09-05,0.24210434733525565,34.87543266553145,50.068445461682785,44.24123334089915,21.091183363993963,8.8494270980979,7.362035259986535,madrid,2008,6327594,2008-09,2008Q3
497,2008-09-06,,41,151,6,31,,33,hong kong,2008,6964000,2008-09,2008Q3
498,2008-09-06,0.23282986152399746,27.748060889351063,40.48451933570397,43.54788326899211,15.978316675027212,7.669166672353943,6.988637815683316,madrid,2008,6327594,2008-09,2008Q3
499,2008-09-07,,31,45,26,26,,17,hong kong,2008,6964000,2008-09,2008Q3
500,2008-09-07,0.2795138892057973,41.953109038945954,57.58807685742011,46.38833335081736,12.764266687631608,7.782552051978807,7.2464262919548235,madrid,2008,6327594,2008-09,2008Q3
501,2008-09-08,0.27977430544302073,50.81459943911968,74.8263139877564,36.635350019137064,32.465286156143804,15.705260433256626,7.628812201715778,madrid,2008,6327594,2008-09,2008Q3
502,2008-09-08,,36,46,46,34,,17,hong kong,2008,6964000,2008-09,2008Q3
503,2008-09-09,,28,38,55,,,12,hong kong,2008,6964000,2008-09,2008Q3
504,2008-09-09,0.20934027759358287,31.726121825285446,43.93126603349661,40.25826668341954,56.062821395409124,22.52910996107531,7.1299679565888185,madrid,2008,6327594,2008-09,2008Q3
505,2008-09-10,,54,70,53,44,,37,hong kong,2008,6964000,2008-09,2008Q3
506,2008-09-10,0.344666667125727,50.47616506548761,81.93035606890435,31.97615130488612,41.75341788282249,20.46363639767795,7.668009703599133,madrid,2008,6327594,2008-09,2008Q3
507,2008-09-11,0.35932055754320963,49.34270104104683,84.95782964099259,33.961340055992856,28.122474880322166,13.983437534111241,8.045330122857086,madrid,2008,6327594,2008-09,2008Q3
508,2008-09-11,,62,88,49,62,,40,hong kong,2008,6964000,2008-09,2008Q3
509,2008-09-12,0.3058638740818538,38.9017069765911,57.8603060103461,46.3198992869998,13.284949634299183,7.587566144882687,7.361645174795582,madrid,2008,6327594,2008-09,2008Q3
510,2008-09-12,,86,110,64,87,,39,hong kong,2008,6964000,2008-09,2008Q3
511,2008-09-13,0.23223958363653058,32.830625048814674,45.56697113697346,47.4213000424703,10.390500841833315,7.026858651201138,7.128990386158992,madrid,2008,6327594,2008-09,2008Q3
512,2008-09-13,,69,88,70,85,,31,hong kong,2008,6964000,2008-09,2008Q3
513,2008-09-14,0.2609632227002217,36.33958001976445,49.30731826067356,50.403596601366,10.88133221452594,7.542419343545872,7.085323632727935,madrid,2008,6327594,2008-09,2008Q3
514,2008-09-14,,66,81,86,97,,47,hong kong,2008,6964000,2008-09,2008Q3
515,2008-09-15,0.4517013887460861,78.03486343065387,126.5968220727593,33.94276671131452,27.532854764409773,14.317748678916411,9.581803544515957,madrid,2008,6327594,2008-09,2008Q3
516,2008-09-15,,53,67,64,65,,27,hong kong,2008,6964000,2008-09,2008Q3
517,2008-09-16,0.4628521724757941,82.20865168808743,131.04455855110868,35.02143568546824,30.291554834955843,15.159583313390613,8.976693426625113,madrid,2008,6327594,2008-09,2008Q3
518,2008-09-16,,81,106,61,72,,41,hong kong,2008,6964000,2008-09,2008Q3
519,2008-09-17,0.5734201377490535,88.75509628528951,158.63731490070796,29.30483325600624,43.69850484887887,22.82836847681748,9.975585854551,madrid,2008,6327594,2008-09,2008Q3
520,2008-09-17,,65,76,98,105,,39,hong kong,2008,6964000,2008-09,2008Q3
521,2008-09-18,0.44263525348137184,74.20355877592176,121.67716607110704,30.018525978228954,41.92264523775347,20.716806295030405,9.255564643591399,madrid,2008,6327594,2008-09,2008Q3
522,2008-09-18,,44,72,57,76,,20,hong kong,2008,6964000,2008-09,2008Q3
523,2008-09-19,0.4426215276471339,72.01551289894643,119.66347770660352,39.00376662810643,41.02269669826685,20.873612626060766,9.431057694630745,madrid,2008,6327594,2008-09,2008Q3
524,2008-09-19,,34,59,24,39,,14,hong kong,2008,6964000,2008-09,2008Q3
525,2008-09-20,0.3460069438377913,58.922019177522415,86.31910230868903,49.522799948851265,33.59817305398293,18.568219937267102,8.771842937820997,madrid,2008,6327594,2008-09,2008Q3
526,2008-09-20,,,,15,24,,13,hong kong,2008,6964000,2008-09,2008Q3
527,2008-09-21,0.45267360975008664,75.5122436162753,121.73277237782112,25.16116860712908,41.82605135459961,24.351562470197678,9.400737165640562,madrid,2008,6327594,2008-09,2008Q3
528,2008-09-21,,,,28,24,,26,hong kong,2008,6964000,2008-09,2008Q3
529,2008-09-22,0.36584070737646746,62.42364367397792,96.48205456802589,18.930167180239955,27.526805796554346,17.38963355069385,8.245778502086193,madrid,2008,6327594,2008-09,2008Q3
530,2008-09-22,,,,41,97,,60,hong kong,2008,6964000,2008-09,2008Q3
531,2008-09-23,0.3767863551231646,55.65761219996672,89.30596119012588,26.789116667906445,21.467179495936787,14.070364588250717,7.990781761147689,madrid,2008,6327594,2008-09,2008Q3
532,2008-09-23,,43,57,37,60,,26,hong kong,2008,6964000,2008-09,2008Q3
533,2008-09-24,0.3468672571852144,48.9009294020824,68.341554525571,50.45420689813681,17.214879596788276,12.235555592983488,7.501843402669636,madrid,2008,6327594,2008-09,2008Q3
534,2008-09-24,,18,28,43,30,,8,hong kong,2008,6964000,2008-09,2008Q3
535,2008-09-25,0.310937499989652,48.71836538039721,69.89684290457994,49.14174996137619,21.488349345250008,12.641302093242606,7.57543269258279,madrid,2008,6327594,2008-09,2008Q3
536,2008-09-25,,28,47,17,23,,10,hong kong,2008,6964000,2008-09,2008Q3
537,2008-09-26,0.3504340280520005,54.60655448604853,78.44810887789114,51.7135166478157,17.059310929897503,10.740526319491236,7.728862175192589,madrid,2008,6327594,2008-09,2008Q3
538,2008-09-26,,33,48,30,25,,13,hong kong,2008,6964000,2008-09,2008Q3
539,2008-09-27,0.25819444467520547,41.855368718886986,53.85738779031313,56.145666697820026,21.733509596723778,12.829947970807552,7.38194221593021,madrid,2008,6327594,2008-09,2008Q3
540,2008-09-27,,32,42,39,33,,13,hong kong,2008,6964000,2008-09,2008Q3
541,2008-09-28,,46,59,50,47,,15,hong kong,2008,6964000,2008-09,2008Q3
542,2008-09-28,0.26229166663122466,39.72935896729812,50.48493589346226,51.86740001042684,12.164903820325167,7.8365625177199645,7.168461545919761,madrid,2008,6327594,2008-09,2008Q3
543,2008-09-29,,66,85,51,72,,22,hong kong,2008,6964000,2008-09,2008Q3
544,2008-09-29,0.43095486040692776,64.50793276154079,102.00637822120618,46.217963233415986,22.630080135969017,12.563593765410284,8.620977570231144,madrid,2008,6327594,2008-09,2008Q3
545,2008-09-30,0.40146086950664933,69.56778488649029,99.60654905634554,48.30883134466181,29.701784528336724,16.58895832921068,8.76407705264145,madrid,2008,6327594,2008-09,2008Q3
546,2008-09-30,,71,86,76,87,,26,hong kong,2008,6964000,2008-09,2008Q3
547,2008-10-01,0.45416666713491494,79.89362199795552,122.47179505458244,35.39621668100357,30.21152238280345,16.309791635721922,9.11142627780254,madrid,2008,6327594,2008-10,2008Q4
548,2008-10-01,,50,62,59,73,,18,hong kong,2008,6964000,2008-10,2008Q4
549,2008-10-02,0.5355034709985679,89.24048080199805,156.65567336479822,31.695652120886837,41.379903482854175,21.172395802413423,10.345336547646767,madrid,2008,6327594,2008-10,2008Q4
550,2008-10-02,,38,45,79,67,,15,hong kong,2008,6964000,2008-10,2008Q4
551,2008-10-03,0.29822299639833927,44.485787733574774,66.58258835372435,44.253628715623584,18.14059597332746,9.05197917856276,7.6870739459991455,madrid,2008,6327594,2008-10,2008Q4
552,2008-10-03,,37,44,68,62,,12,hong kong,2008,6964000,2008-10,2008Q4
553,2008-10-04,,21,33,34,24,,9,hong kong,2008,6964000,2008-10,2008Q4
554,2008-10-04,0.2823784717087013,44.182788473673355,65.39113789491164,36.603666644493735,13.514770024882873,6.916562519346674,7.738060894302833,madrid,2008,6327594,2008-10,2008Q4
555,2008-10-05,,20,31,33,18,,13,hong kong,2008,6964000,2008-10,2008Q4
556,2008-10-05,0.4536111105311041,68.63062503704658,116.2517628623889,29.337709103738984,25.07203337788582,13.525364534308514,9.39839743421628,madrid,2008,6327594,2008-10,2008Q4
557,2008-10-06,0.6391145831051593,97.56395826125757,182.49727570246426,23.96918328791857,39.18808334549268,21.692812516043585,11.146698731642504,madrid,2008,6327594,2008-10,2008Q4
558,2008-10-06,,50,73,30,25,,28,hong kong,2008,6964000,2008-10,2008Q4
559,2008-10-07,0.6011284715625353,100.86548948823736,205.65311385042978,13.776342329862933,55.46869558953122,26.38979177425305,12.21894232623088,madrid,2008,6327594,2008-10,2008Q4
560,2008-10-07,,46,69,24,26,,15,hong kong,2008,6964000,2008-10,2008Q4
561,2008-10-08,0.3844347818778909,54.34785365127936,100.65313833283216,22.08018422486195,18.67866673429807,12.420052091901502,8.25451612587898,madrid,2008,6327594,2008-10,2008Q4
562,2008-10-08,,38,46,57,40,,13,hong kong,2008,6964000,2008-10,2008Q4
563,2008-10-09,,33,41,66,42,,13,hong kong,2008,6964000,2008-10,2008Q4
564,2008-10-09,0.2878956523537636,41.80446947809201,66.34263671249438,36.65260428498703,16.327280418292897,8.140208342423042,7.7224558574621405,madrid,2008,6327594,2008-10,2008Q4
565,2008-10-10,0.30146086892356044,47.76583328002538,71.2651602602922,37.71326088028209,23.859381268455035,13.366979107260704,7.809439109495053,madrid,2008,6327594,2008-10,2008Q4
566,2008-10-10,,33,42,61,39,,13,hong kong,2008,6964000,2008-10,2008Q4
567,2008-10-11,0.22834782647049945,37.39871592850785,51.41202249572901,42.774190331142215,29.43564271827373,16.10057292195658,7.445361151932522,madrid,2008,6327594,2008-10,2008Q4
568,2008-10-11,,30,38,84,58,,15,hong kong,2008,6964000,2008-10,2008Q4
569,2008-10-12,0.2639756944263354,40.12831730949573,58.94206736026666,30.87163333495458,103.45043420313993,40.79098949333032,7.028974355604404,madrid,2008,6327594,2008-10,2008Q4
570,2008-10-12,,27,33,96,81,,14,hong kong,2008,6964000,2008-10,2008Q4
571,2008-10-13,0.42824652835002375,61.31806082908924,107.45081724264683,19.622699994047483,81.99409995237987,37.48927084604899,8.145144231999533,madrid,2008,6327594,2008-10,2008Q4
572,2008-10-13,,39,50,64,65,,17,hong kong,2008,6964000,2008-10,2008Q4
573,2008-10-14,0.5105391310544117,69.58256448180445,134.0316152310718,17.033394682766204,75.51706197066777,35.25781248509884,8.898509629261799,madrid,2008,6327594,2008-10,2008Q4
574,2008-10-14,,43,52,64,69,,19,hong kong,2008,6964000,2008-10,2008Q4
575,2008-10-15,0.4946354166733929,68.9184295061307,128.73089864433865,18.34336666504542,69.17004998524983,30.656875083843868,8.95298078809029,madrid,2008,6327594,2008-10,2008Q4
576,2008-10-15,,37,44,79,52,,15,hong kong,2008,6964000,2008-10,2008Q4
577,2008-10-16,0.5756597205763683,80.95362177090003,153.17177883783975,18.93684473977065,63.41853083672627,28.443437523519,9.653685907904919,madrid,2008,6327594,2008-10,2008Q4
578,2008-10-16,,48,60,74,64,,22,hong kong,2008,6964000,2008-10,2008Q4
579,2008-10-17,0.43708703291087975,68.1511111467882,120.02066993245892,20.777789102525126,32.90721082687378,17.197222198380363,8.810408476520987,madrid,2008,6327594,2008-10,2008Q4
580,2008-10-17,,41,54,43,41,,15,hong kong,2008,6964000,2008-10,2008Q4
581,2008-10-18,,34,44,43,29,,13,hong kong,2008,6964000,2008-10,2008Q4
582,2008-10-18,0.34306159398208064,53.71128339866797,86.00318319797516,15.768194475935566,19.67039934421579,11.822380933023634,7.829633336861928,madrid,2008,6327594,2008-10,2008Q4
583,2008-10-19,,30,38,56,38,,15,hong kong,2008,6964000,2008-10,2008Q4
584,2008-10-19,0.2750272228840583,41.744707930665186,60.59794656820409,29.8014260855965,19.599826068256213,12.087083362397694,7.160400657303544,madrid,2008,6327594,2008-10,2008Q4
585,2008-10-20,,32,42,48,42,,13,hong kong,2008,6964000,2008-10,2008Q4
586,2008-10-20,0.34998188367572386,56.79931663195292,89.2304666964213,27.312847173876232,48.41027773171663,21.666607132979802,7.68974999666214,madrid,2008,6327594,2008-10,2008Q4
587,2008-10-21,0.3218478258105292,52.655983265240984,81.20944999217987,25.431892359422314,43.50276047322485,20.30321432862963,7.48323334534963,madrid,2008,6327594,2008-10,2008Q4
588,2008-10-21,,44,56,42,49,,13,hong kong,2008,6964000,2008-10,2008Q4
589,2008-10-22,0.3147463770583272,39.251433250904086,57.55006670157115,36.04060770985153,9.90060763185223,5.318571432360581,7.617416677474975,madrid,2008,6327594,2008-10,2008Q4
590,2008-10-22,,58,95,32,54,,20,hong kong,2008,6964000,2008-10,2008Q4
591,2008-10-23,0.3689855076102675,48.97021670977274,83.38358328739803,36.47039929777384,22.966215258050298,10.553928570378394,9.588150014479956,madrid,2008,6327594,2008-10,2008Q4
592,2008-10-23,,89,142,20,72,,70,hong kong,2008,6964000,2008-10,2008Q4
593,2008-10-24,,51,66,55,76,,20,hong kong,2008,6964000,2008-10,2008Q4
594,2008-10-24,0.431322462350616,60.91161661783854,104.63818340778352,25.540104108138216,22.488437509578134,12.088095204815978,10.407933322191239,madrid,2008,6327594,2008-10,2008Q4
595,2008-10-25,,39,47,62,58,,13,hong kong,2008,6964000,2008-10,2008Q4
596,2008-10-25,0.3768840574969848,53.97983331680298,86.60529999891916,35.593819462590744,15.087465291428897,10.091437153473585,10.285016645590463,madrid,2008,6327594,2008-10,2008Q4
597,2008-10-26,,48,57,67,63,,18,hong kong,2008,6964000,2008-10,2008Q4
598,2008-10-26,0.5216485503521087,65.90405005931854,125.17203332742055,27.987617397308348,22.533634759032207,14.038023995782087,10.53724998732408,madrid,2008,6327594,2008-10,2008Q4
599,2008-10-27,,42,50,76,69,,17,hong kong,2008,6964000,2008-10,2008Q4
600,2008-10-27,0.558188404570725,76.88757926384874,150.42041759777547,19.631371491485172,30.080052064110834,17.607664726451485,11.224800009131432,madrid,2008,6327594,2008-10,2008Q4
601,2008-10-28,,45,54,61,58,,14,hong kong,2008,6964000,2008-10,2008Q4
602,2008-10-28,0.3400543477939631,47.26986673514048,70.78946643034617,28.79846692168339,10.976215267346966,7.091696960998304,8.406260446236407,madrid,2008,6327594,2008-10,2008Q4
603,2008-10-29,,50,59,84,78,,14,hong kong,2008,6964000,2008-10,2008Q4
604,2008-10-29,0.39708333351797814,51.40213332136472,88.25238331635794,33.66133680732714,15.543767324338356,8.397023831095014,9.995400013327599,madrid,2008,6327594,2008-10,2008Q4
605,2008-10-30,,52,63,66,64,,15,hong kong,2008,6964000,2008-10,2008Q4
606,2008-10-30,0.31954710173380113,44.60138332049052,68.95753341039021,31.127182615528938,15.437430573420393,8.729404756001063,9.13004996975263,madrid,2008,6327594,2008-10,2008Q4
607,2008-10-31,,46,60,44,45,,7,hong kong,2008,6964000,2008-10,2008Q4
608,2008-10-31,0.40814471298030447,60.984974498846256,95.55003399093472,25.290532894710452,12.168650083177678,10.767857210267158,9.364275975365452,madrid,2008,6327594,2008-10,2008Q4
609,2008-11-01,,44,54,42,40,,6,hong kong,2008,6964000,2008-11,2008Q4
610,2008-11-01,0.3659469689750536,50.73012153059244,71.04477421608236,36.57648553018985,13.115289835178334,9.646547608432316,9.857552090452778,madrid,2008,6327594,2008-11,2008Q4
611,2008-11-02,,41,50,43,43,,6,hong kong,2008,6964000,2008-11,2008Q4
612,2008-11-02,0.3400952379476456,41.57506114816582,60.516928648657405,33.764845161055824,10.799927149314046,8.17035719433001,10.742041900727969,madrid,2008,6327594,2008-11,2008Q4
613,2008-11-03,,44,97,21,34,,12,hong kong,2008,6964000,2008-11,2008Q4
614,2008-11-03,0.576571969484741,72.59436317680186,143.01715545754158,13.976587585289113,23.201865974975668,15.238511899397487,13.860506093522849,madrid,2008,6327594,2008-11,2008Q4
615,2008-11-04,,35,49,37,29,,8,hong kong,2008,6964000,2008-11,2008Q4
