,date,CO,NO_2,NOx,O_3,PM10,PM25,SO_2,city,year,population,month,quarter
5985,2014-01-25,0.36875000667447844,28.270833333333332,nan,40.32142857142857,9.569444444444445,6.381944444444445,6.0625,madrid,2014,6385298,2014-01,2014Q1
5986,2014-01-25,,60,70,54,39,23,4,hong kong,2014,7253000,2014-01,2014Q1
5987,2014-01-25,0.6,33.25,58.0625,38.857142857142854,48.63636363636363,,7.0,berlin,2014,3469849,2014-01,2014Q1
5988,2014-01-26,,70,99,59,72,51,10,hong kong,2014,7253000,2014-01,2014Q1
5989,2014-01-26,0.6499999999999999,24.9375,43.8125,42.0,56.09090909090909,,8.5,berlin,2014,3469849,2014-01,2014Q1
5990,2014-01-26,0.5829166732728481,43.328125,nan,22.964285714285715,14.34375,10.229166666666666,7.079166666666667,madrid,2014,6385298,2014-01,2014Q1
5991,2014-01-27,1.0,46.4375,98.9375,18.0,83.27272727272727,,13.5,berlin,2014,3469849,2014-01,2014Q1
5992,2014-01-27,0.29333334090188146,20.61284722222222,nan,56.104166666666664,7.871527777777778,3.986111111111111,4.870833333333334,madrid,2014,6385298,2014-01,2014Q1
5993,2014-01-27,,55,63,69,73,47,5,hong kong,2014,7253000,2014-01,2014Q1
5994,2014-01-28,,70,86,52,58,34,5,hong kong,2014,7253000,2014-01,2014Q1
5995,2014-01-28,0.3079166737695535,25.850434782608694,nan,52.654761904761905,8.666666666666666,4.708333333333333,4.129166666666666,madrid,2014,6385298,2014-01,2014Q1
5996,2014-01-28,0.8500000000000001,39.125,82.5,19.285714285714285,79.0909090909091,,9.0,berlin,2014,3469849,2014-01,2014Q1
5997,2014-01-29,0.3387500064137081,31.43402777777778,nan,52.25297619047619,10.318181818181818,6.3125,4.683333333333334,madrid,2014,6385298,2014-01,2014Q1
5998,2014-01-29,,69,82,54,41,25,3,hong kong,2014,7253000,2014-01,2014Q1
5999,2014-01-29,0.6,28.1875,53.0625,34.57142857142857,42.63636363636363,,11.0,berlin,2014,3469849,2014-01,2014Q1
6000,2014-01-30,0.3791666742414236,29.48090277777778,nan,49.04761904761905,9.072916666666666,6.222222222222222,4.929166666666666,madrid,2014,6385298,2014-01,2014Q1
6001,2014-01-30,0.7,32.125,63.9375,31.0,57.36363636363637,,14.5,berlin,2014,3469849,2014-01,2014Q1
6002,2014-01-30,,112,181,17,54,39,13,hong kong,2014,7253000,2014-01,2014Q1
6003,2014-01-31,0.3483333405728141,31.26829268292683,nan,45.14328358208955,10.989583333333334,7.743055555555555,4.920502092050209,madrid,2014,6385298,2014-01,2014Q1
6004,2014-01-31,1.0,51.75,122.0625,23.0,63.81818181818182,,12.5,berlin,2014,3469849,2014-01,2014Q1
6005,2014-01-31,,94,169,41,60,48,10,hong kong,2014,7253000,2014-01,2014Q1
6006,2014-02-01,0.2779166744711498,16.977430555555557,nan,56.832835820895525,7.409722222222222,4.784722222222222,4.445833333333334,madrid,2014,6385298,2014-02,2014Q1
6007,2014-02-01,0.7,40.5625,77.1875,31.571428571428573,41.63636363636363,,7.0,berlin,2014,3469849,2014-02,2014Q1
6008,2014-02-01,,65,97,36,50,36,7,hong kong,2014,7253000,2014-02,2014Q1
6009,2014-02-02,0.34958334142963093,28.74826388888889,nan,48.72072072072072,8.878472222222221,5.680555555555555,4.833333333333333,madrid,2014,6385298,2014-02,2014Q1
6010,2014-02-02,0.7,37.375,76.1875,13.142857142857142,46.27272727272727,,4.5,berlin,2014,3469849,2014-02,2014Q1
6011,2014-02-02,,58,96,32,37,25,10,hong kong,2014,7253000,2014-02,2014Q1
6012,2014-02-03,0.7,33.875,76.6875,20.142857142857142,36.72727272727273,,3.5,berlin,2014,3469849,2014-02,2014Q1
6013,2014-02-03,,88,195,27,47,33,26,hong kong,2014,7253000,2014-02,2014Q1
6014,2014-02-03,0.4744769940815211,54.001739130434785,nan,20.804953560371516,14.347222222222221,8.93006993006993,5.323529411764706,madrid,2014,6385298,2014-02,2014Q1
6015,2014-02-04,0.339583340442429,33.88,nan,43.098214285714285,8.847222222222221,5.993055555555555,4.045833333333333,madrid,2014,6385298,2014-02,2014Q1
6016,2014-02-04,0.6499999999999999,46.875,96.25,36.57142857142857,38.81818181818182,,5.5,berlin,2014,3469849,2014-02,2014Q1
6017,2014-02-04,,54,85,51,55,37,6,hong kong,2014,7253000,2014-02,2014Q1
6018,2014-02-05,0.75,43.4375,88.625,29.571428571428573,43.0,,5.0,berlin,2014,3469849,2014-02,2014Q1
6019,2014-02-05,0.30378151994918573,24.523478260869567,nan,55.595166163142,13.038194444444445,7.854166666666667,4.25,madrid,2014,6385298,2014-02,2014Q1
6020,2014-02-05,,33,41,49,25,16,1,hong kong,2014,7253000,2014-02,2014Q1
6021,2014-02-06,,48,63,28,18,13,2,hong kong,2014,7253000,2014-02,2014Q1
6022,2014-02-06,0.6499999999999999,45.375,98.0625,27.0,27.363636363636363,,7.0,berlin,2014,3469849,2014-02,2014Q1
6023,2014-02-06,0.30375000803420943,29.277003484320556,nan,42.7185628742515,12.006968641114982,6.381944444444445,4.5125,madrid,2014,6385298,2014-02,2014Q1
6024,2014-02-07,,74,187,12,36,26,12,hong kong,2014,7253000,2014-02,2014Q1
6025,2014-02-07,0.55,36.0,75.6875,36.42857142857143,23.363636363636363,,4.5,berlin,2014,3469849,2014-02,2014Q1
6026,2014-02-07,0.3137500075002511,24.17391304347826,nan,51.17313432835821,10.491289198606271,6.597222222222222,4.171548117154812,madrid,2014,6385298,2014-02,2014Q1
6027,2014-02-08,,44,97,7,47,35,9,hong kong,2014,7253000,2014-02,2014Q1
6028,2014-02-08,0.2858333406969905,19.32986111111111,nan,56.82738095238095,7.354166666666667,4.680555555555555,4.029166666666667,madrid,2014,6385298,2014-02,2014Q1
6029,2014-02-08,0.45,30.25,57.875,49.0,14.636363636363637,,3.5,berlin,2014,3469849,2014-02,2014Q1
6030,2014-02-09,,34,54,21,22,12,2,hong kong,2014,7253000,2014-02,2014Q1
6031,2014-02-09,0.37000000771755975,30.06076388888889,nan,45.44345238095238,9.85763888888889,5.9375,4.445833333333334,madrid,2014,6385298,2014-02,2014Q1
6032,2014-02-09,0.4,22.3125,39.375,55.333333333333336,9.181818181818182,,3.0,berlin,2014,3469849,2014-02,2014Q1
6033,2014-02-10,0.55,40.4375,86.6875,44.333333333333336,20.0,,4.5,berlin,2014,3469849,2014-02,2014Q1
6034,2014-02-10,,43,68,16,30,23,5,hong kong,2014,7253000,2014-02,2014Q1
6035,2014-02-10,0.31208333978429437,18.50347222222222,nan,66.47916666666667,9.947916666666666,6.736111111111111,4.1625,madrid,2014,6385298,2014-02,2014Q1
6036,2014-02-11,,52,80,17,47,37,7,hong kong,2014,7253000,2014-02,2014Q1
6037,2014-02-11,0.36260504854702147,37.69512195121951,nan,41.0059880239521,10.167832167832168,7.274647887323944,3.722689075630252,madrid,2014,6385298,2014-02,2014Q1
6038,2014-02-11,0.5,36.3125,73.5625,33.857142857142854,24.636363636363637,,4.0,berlin,2014,3469849,2014-02,2014Q1
6039,2014-02-12,0.5,42.5625,88.6875,35.857142857142854,22.0,,2.5,berlin,2014,3469849,2014-02,2014Q1
6040,2014-02-12,,58,99,11,58,46,5,hong kong,2014,7253000,2014-02,2014Q1
6041,2014-02-12,0.4250000059604645,43.62152777777778,nan,27.672619047619047,11.555555555555555,8.993055555555555,4.45,madrid,2014,6385298,2014-02,2014Q1
6042,2014-02-13,0.37916667430351175,36.29340277777778,nan,29.419642857142858,12.07638888888889,8.770833333333334,4.891666666666667,madrid,2014,6385298,2014-02,2014Q1
6043,2014-02-13,,55,95,9,28,22,7,hong kong,2014,7253000,2014-02,2014Q1
6044,2014-02-13,0.55,39.125,79.5625,39.714285714285715,21.0,,3.0,berlin,2014,3469849,2014-02,2014Q1
6045,2014-02-14,0.27166667353982726,24.260416666666668,nan,33.875,7.673611111111111,5.034722222222222,4.475,madrid,2014,6385298,2014-02,2014Q1
6046,2014-02-14,,64,87,26,50,41,8,hong kong,2014,7253000,2014-02,2014Q1
6047,2014-02-14,0.5,36.6875,75.3125,43.57142857142857,22.454545454545453,,2.5,berlin,2014,3469849,2014-02,2014Q1
6048,2014-02-15,0.45,27.125,49.9375,45.142857142857146,13.272727272727273,,4.5,berlin,2014,3469849,2014-02,2014Q1
6049,2014-02-15,0.3291666734032333,30.12152777777778,nan,48.476190476190474,7.465277777777778,5.638888888888889,4.245833333333334,madrid,2014,6385298,2014-02,2014Q1
6050,2014-02-15,,54,67,28,50,38,6,hong kong,2014,7253000,2014-02,2014Q1
6051,2014-02-16,,44,50,45,66,44,5,hong kong,2014,7253000,2014-02,2014Q1
6052,2014-02-16,0.45875000568727653,42.30902777777778,nan,28.830357142857142,11.586805555555555,7.979166666666667,5.716666666666667,madrid,2014,6385298,2014-02,2014Q1
6053,2014-02-16,0.35,17.4375,29.125,58.857142857142854,10.0,,2.0,berlin,2014,3469849,2014-02,2014Q1
6054,2014-02-17,0.55,42.0,88.6875,37.57142857142857,19.90909090909091,,2.0,berlin,2014,3469849,2014-02,2014Q1
6055,2014-02-17,,79,128,18,63,44,3,hong kong,2014,7253000,2014-02,2014Q1
6056,2014-02-17,0.5828451929481459,57.81944444444444,nan,16.324404761904763,16.231578947368423,9.99290780141844,7.944915254237288,madrid,2014,6385298,2014-02,2014Q1
6057,2014-02-18,0.4983333404486378,51.264347826086954,nan,23.006006006006007,15.67013888888889,10.180555555555555,8.663865546218487,madrid,2014,6385298,2014-02,2014Q1
6058,2014-02-18,0.6499999999999999,53.5,127.0625,14.428571428571429,28.818181818181817,,2.5,berlin,2014,3469849,2014-02,2014Q1
6059,2014-02-18,,79,214,4,70,49,15,hong kong,2014,7253000,2014-02,2014Q1
6060,2014-02-19,0.6,45.5,101.4375,14.571428571428571,31.0,,2.5,berlin,2014,3469849,2014-02,2014Q1
6061,2014-02-19,,49,66,19,18,11,4,hong kong,2014,7253000,2014-02,2014Q1
6062,2014-02-19,0.6912133929370338,69.63715277777777,nan,18.154761904761905,22.996503496503497,13.840277777777779,8.4,madrid,2014,6385298,2014-02,2014Q1
6063,2014-02-20,0.5702928921293514,49.86260869565218,nan,19.55654761904762,21.45486111111111,13.20138888888889,7.183333333333334,madrid,2014,6385298,2014-02,2014Q1
6064,2014-02-20,,69,103,27,34,19,7,hong kong,2014,7253000,2014-02,2014Q1
6065,2014-02-20,0.55,42.8125,99.4375,24.285714285714285,30.363636363636363,,2.5,berlin,2014,3469849,2014-02,2014Q1
6066,2014-02-21,0.5,37.0625,78.5625,32.285714285714285,20.272727272727273,,2.0,berlin,2014,3469849,2014-02,2014Q1
6067,2014-02-21,,38,42,80,56,33,7,hong kong,2014,7253000,2014-02,2014Q1
6068,2014-02-21,0.3350000071339309,27.414930555555557,nan,57.76488095238095,8.663194444444445,4.993055555555555,5.0875,madrid,2014,6385298,2014-02,2014Q1
6069,2014-02-22,0.3704166744525234,36.40972222222222,nan,43.57738095238095,14.277777777777779,8.555555555555555,4.833333333333333,madrid,2014,6385298,2014-02,2014Q1
6070,2014-02-22,0.45,31.3125,55.75,44.857142857142854,16.727272727272727,,2.0,berlin,2014,3469849,2014-02,2014Q1
6071,2014-02-22,,42,48,81,55,35,6,hong kong,2014,7253000,2014-02,2014Q1
6072,2014-02-23,0.4512500064447522,40.08680555555556,nan,36.25297619047619,13.59375,8.506944444444445,6.025,madrid,2014,6385298,2014-02,2014Q1
6073,2014-02-23,0.5,34.0625,57.4375,42.42857142857143,17.818181818181817,,2.0,berlin,2014,3469849,2014-02,2014Q1
6074,2014-02-23,,35,38,79,46,30,6,hong kong,2014,7253000,2014-02,2014Q1
6075,2014-02-24,,50,58,58,40,24,4,hong kong,2014,7253000,2014-02,2014Q1
6076,2014-02-24,0.3650000068359077,38.353765323992995,nan,43.095238095238095,13.838709677419354,8.942446043165468,5.166666666666667,madrid,2014,6385298,2014-02,2014Q1
6077,2014-02-24,0.6,43.6875,82.875,43.57142857142857,30.818181818181817,,5.5,berlin,2014,3469849,2014-02,2014Q1
6078,2014-02-25,0.3391666740179062,29.15411558669002,nan,43.80722891566265,14.655052264808363,8.347222222222221,4.614406779661017,madrid,2014,6385298,2014-02,2014Q1
6079,2014-02-25,0.6499999999999999,44.6875,91.9375,35.0,46.81818181818182,,4.0,berlin,2014,3469849,2014-02,2014Q1
6080,2014-02-25,,60,72,47,48,31,3,hong kong,2014,7253000,2014-02,2014Q1
6081,2014-02-26,0.8,60.1875,148.1875,17.285714285714285,55.36363636363637,,4.5,berlin,2014,3469849,2014-02,2014Q1
6082,2014-02-26,0.3341666739434004,27.914930555555557,nan,60.333333333333336,12.15625,7.319444444444445,4.9625,madrid,2014,6385298,2014-02,2014Q1
6083,2014-02-26,,81,210,21,51,34,17,hong kong,2014,7253000,2014-02,2014Q1
6084,2014-02-27,0.39833334057281417,44.828125,nan,35.526785714285715,19.36111111111111,11.055555555555555,5.441666666666666,madrid,2014,6385298,2014-02,2014Q1
6085,2014-02-27,,53,64,37,44,30,3,hong kong,2014,7253000,2014-02,2014Q1
6086,2014-02-27,0.75,57.9375,144.625,9.142857142857142,62.27272727272727,,3.5,berlin,2014,3469849,2014-02,2014Q1
6087,2014-02-28,0.75,46.9375,115.8125,13.142857142857142,49.45454545454545,,2.5,berlin,2014,3469849,2014-02,2014Q1
6088,2014-02-28,0.32750000832602383,24.18923611111111,nan,52.73809523809524,12.07986111111111,6.638888888888889,4.745833333333334,madrid,2014,6385298,2014-02,2014Q1
6089,2014-02-28,,54,63,48,51,30,2,hong kong,2014,7253000,2014-02,2014Q1
6090,2014-03-01,0.7,37.875,82.375,28.285714285714285,48.18181818181818,,2.5,berlin,2014,3469849,2014-03,2014Q1
6091,2014-03-01,0.294583340951552,18.036585365853657,nan,55.095238095238095,9.47719298245614,6.60431654676259,4.324894514767933,madrid,2014,6385298,2014-03,2014Q1
6092,2014-03-01,,80,154,21,65,39,6,hong kong,2014,7253000,2014-03,2014Q1
6093,2014-03-02,,60,162,25,47,32,12,hong kong,2014,7253000,2014-03,2014Q1
6094,2014-03-02,0.75,38.1875,76.3125,29.571428571428573,52.81818181818182,,2.5,berlin,2014,3469849,2014-03,2014Q1
6095,2014-03-02,0.25375000660618147,13.90451388888889,nan,45.214285714285715,7.5510948905109485,4.676923076923077,4.6,madrid,2014,6385298,2014-03,2014Q1
6096,2014-03-03,0.6,32.4375,62.875,39.57142857142857,49.36363636363637,,4.0,berlin,2014,3469849,2014-03,2014Q1
6097,2014-03-03,,43,49,63,44,26,2,hong kong,2014,7253000,2014-03,2014Q1
6098,2014-03-03,0.2912500078479449,16.52,nan,65.86904761904762,9.568840579710145,5.295454545454546,4.506276150627615,madrid,2014,6385298,2014-03,2014Q1
6099,2014-03-04,,71,132,35,79,54,8,hong kong,2014,7253000,2014-03,2014Q1
6100,2014-03-04,0.6499999999999999,35.4375,76.25,18.428571428571427,58.45454545454545,,4.5,berlin,2014,3469849,2014-03,2014Q1
6101,2014-03-04,0.30208334121853114,18.261324041811847,nan,62.24550898203593,11.274305555555555,6.541666666666667,4.5966386554621845,madrid,2014,6385298,2014-03,2014Q1
6102,2014-03-05,0.6499999999999999,39.0,98.9375,10.285714285714286,69.81818181818181,,3.0,berlin,2014,3469849,2014-03,2014Q1
6103,2014-03-05,0.3604166734032333,31.631944444444443,nan,45.70238095238095,13.64236111111111,8.26388888888889,6.683333333333334,madrid,2014,6385298,2014-03,2014Q1
6104,2014-03-05,,55,99,27,59,42,9,hong kong,2014,7253000,2014-03,2014Q1
6105,2014-03-06,0.6499999999999999,38.3125,91.875,15.142857142857142,67.36363636363636,,2.0,berlin,2014,3469849,2014-03,2014Q1
6106,2014-03-06,0.5254166729127367,55.88194444444444,nan,26.020833333333332,18.40972222222222,10.92361111111111,7.861924686192468,madrid,2014,6385298,2014-03,2014Q1
6107,2014-03-06,,47,53,63,56,33,2,hong kong,2014,7253000,2014-03,2014Q1
6108,2014-03-07,,42,51,39,43,27,3,hong kong,2014,7253000,2014-03,2014Q1
6109,2014-03-07,0.5033333404920995,52.30902777777778,nan,40.76047904191617,22.145833333333332,12.368055555555555,7.4875,madrid,2014,6385298,2014-03,2014Q1
6110,2014-03-07,0.75,50.5625,113.4375,21.857142857142858,51.72727272727273,,3.0,berlin,2014,3469849,2014-03,2014Q1
6111,2014-03-08,,55,89,21,43,30,3,hong kong,2014,7253000,2014-03,2014Q1
6112,2014-03-08,0.540833339560777,53.297391304347826,nan,40.56547619047619,19.993031358885016,12.050359712230216,7.903765690376569,madrid,2014,6385298,2014-03,2014Q1
6113,2014-03-08,0.55,42.125,73.8125,39.57142857142857,43.27272727272727,,1.5,berlin,2014,3469849,2014-03,2014Q1
6114,2014-03-09,0.38083334087083737,32.357638888888886,nan,63.22686567164179,16.23611111111111,9.8125,6.775,madrid,2014,6385298,2014-03,2014Q1
6115,2014-03-09,,41,63,9,22,14,4,hong kong,2014,7253000,2014-03,2014Q1
6116,2014-03-09,0.55,39.4375,63.0625,43.42857142857143,46.18181818181818,,5.5,berlin,2014,3469849,2014-03,2014Q1
6117,2014-03-10,1.0,69.5625,168.4375,45.142857142857146,70.0909090909091,,7.5,berlin,2014,3469849,2014-03,2014Q1
6118,2014-03-10,0.49416667489955823,52.302083333333336,nan,44.586309523809526,19.77777777777778,11.286713286713287,8.479166666666666,madrid,2014,6385298,2014-03,2014Q1
6119,2014-03-10,,38,46,53,41,27,5,hong kong,2014,7253000,2014-03,2014Q1
6120,2014-03-11,0.4725000060473879,47.431304347826085,nan,59.113432835820895,22.166666666666668,13.4375,8.533333333333333,madrid,2014,6385298,2014-03,2014Q1
6121,2014-03-11,,52,63,53,83,57,7,hong kong,2014,7253000,2014-03,2014Q1
6122,2014-03-11,0.5,37.5625,76.6875,45.0,46.27272727272727,,2.5,berlin,2014,3469849,2014-03,2014Q1
6123,2014-03-12,,92,274,18,107,72,8,hong kong,2014,7253000,2014-03,2014Q1
6124,2014-03-12,0.6499999999999999,50.25,105.9375,41.142857142857146,28.0,,3.5,berlin,2014,3469849,2014-03,2014Q1
6125,2014-03-12,0.43791667322317757,42.557291666666664,nan,60.625,26.305555555555557,16.03472222222222,6.883333333333334,madrid,2014,6385298,2014-03,2014Q1
6126,2014-03-13,,97,279,14,63,45,22,hong kong,2014,7253000,2014-03,2014Q1
6127,2014-03-13,0.9,78.375,177.5625,32.42857142857143,50.18181818181818,,8.5,berlin,2014,3469849,2014-03,2014Q1
6128,2014-03-13,0.452083339728415,44.640625,nan,46.833333333333336,27.322916666666668,17.076923076923077,6.883333333333334,madrid,2014,6385298,2014-03,2014Q1
6129,2014-03-14,0.6,55.6875,102.4375,39.142857142857146,59.27272727272727,,4.5,berlin,2014,3469849,2014-03,2014Q1
6130,2014-03-14,,54,61,56,70,50,9,hong kong,2014,7253000,2014-03,2014Q1
6131,2014-03-14,0.5387500057617823,58.614583333333336,nan,31.913690476190474,24.766550522648085,15.36111111111111,7.7875,madrid,2014,6385298,2014-03,2014Q1
6132,2014-03-15,,53,59,54,92,65,12,hong kong,2014,7253000,2014-03,2014Q1
6133,2014-03-15,0.4700000087420146,47.157986111111114,nan,50.63690476190476,24.29513888888889,15.479166666666666,7.391666666666667,madrid,2014,6385298,2014-03,2014Q1
6134,2014-03-15,0.3,14.875,24.0,71.42857142857143,29.09090909090909,,2.5,berlin,2014,3469849,2014-03,2014Q1
6135,2014-03-16,0.3,9.8125,15.875,67.28571428571429,7.454545454545454,,3.0,berlin,2014,3469849,2014-03,2014Q1
6136,2014-03-16,,55,60,74,103,61,15,hong kong,2014,7253000,2014-03,2014Q1
6137,2014-03-16,0.4208333408770462,44.77256944444444,nan,45.526785714285715,20.05902777777778,11.73611111111111,6.958333333333333,madrid,2014,6385298,2014-03,2014Q1
6138,2014-03-17,,76,111,30,76,50,5,hong kong,2014,7253000,2014-03,2014Q1
6139,2014-03-17,0.510416672223558,58.338541666666664,nan,35.24179104477612,23.59375,13.104166666666666,7.258333333333334,madrid,2014,6385298,2014-03,2014Q1
6140,2014-03-17,0.35,20.875,42.3125,59.0,15.363636363636363,,1.5,berlin,2014,3469849,2014-03,2014Q1
6141,2014-03-18,0.5554166725526254,64.96864111498257,nan,35.853731343283584,29.34965034965035,16.307692307692307,8.347280334728033,madrid,2014,6385298,2014-03,2014Q1
6142,2014-03-18,,72,114,16,66,44,7,hong kong,2014,7253000,2014-03,2014Q1
6143,2014-03-18,0.4,28.75,56.875,42.0,27.09090909090909,,1.5,berlin,2014,3469849,2014-03,2014Q1
6144,2014-03-19,0.4,28.6875,55.5,50.0,19.454545454545453,,2.0,berlin,2014,3469849,2014-03,2014Q1
6145,2014-03-19,,78,216,15,,,12,hong kong,2014,7253000,2014-03,2014Q1
6146,2014-03-19,0.3991666732976834,35.753926701570684,nan,63.13690476190476,23.95138888888889,13.409722222222221,6.6,madrid,2014,6385298,2014-03,2014Q1
6147,2014-03-20,,97,354,8,,,44,hong kong,2014,7253000,2014-03,2014Q1
6148,2014-03-20,0.46958333980292083,54.5,nan,40.7027027027027,28.299651567944252,15.783216783216783,6.911764705882353,madrid,2014,6385298,2014-03,2014Q1
6149,2014-03-20,0.45,39.5,75.8125,56.0,26.454545454545453,,2.0,berlin,2014,3469849,2014-03,2014Q1
6150,2014-03-21,0.3783333404300114,36.55226480836237,nan,44.9134328358209,35.850174216027874,17.901408450704224,5.629166666666666,madrid,2014,6385298,2014-03,2014Q1
6151,2014-03-21,,48,64,26,63,39,8,hong kong,2014,7253000,2014-03,2014Q1
6152,2014-03-21,0.35,27.4375,48.0,74.42857142857143,23.727272727272727,,2.5,berlin,2014,3469849,2014-03,2014Q1
6153,2014-03-22,0.45,30.6875,57.5625,48.42857142857143,13.909090909090908,,1.5,berlin,2014,3469849,2014-03,2014Q1
6154,2014-03-22,0.27875000787898896,14.772569444444445,nan,64.74107142857143,12.48263888888889,6.159722222222222,4.791666666666667,madrid,2014,6385298,2014-03,2014Q1
6155,2014-03-22,,40,45,71,70,45,7,hong kong,2014,7253000,2014-03,2014Q1
6156,2014-03-23,0.29833334100743136,17.305555555555557,nan,72.2797619047619,8.878472222222221,5.034722222222222,4.770833333333333,madrid,2014,6385298,2014-03,2014Q1
6157,2014-03-23,,32,35,86,45,24,4,hong kong,2014,7253000,2014-03,2014Q1
6158,2014-03-23,0.45,27.5,46.8125,52.0,17.272727272727273,,2.5,berlin,2014,3469849,2014-03,2014Q1
6159,2014-03-24,0.4337500062460701,45.4375,nan,37.842261904761905,19.0625,10.708333333333334,6.270833333333333,madrid,2014,6385298,2014-03,2014Q1
6160,2014-03-24,0.45,38.875,69.125,41.142857142857146,20.90909090909091,,1.5,berlin,2014,3469849,2014-03,2014Q1
6161,2014-03-24,,46,54,69,46,25,5,hong kong,2014,7253000,2014-03,2014Q1
6162,2014-03-25,0.5,41.1875,81.25,37.714285714285715,16.636363636363637,,1.0,berlin,2014,3469849,2014-03,2014Q1
6163,2014-03-25,0.31583334179595113,18.797909407665504,nan,73.80851063829788,17.0625,7.305555555555555,4.857740585774058,madrid,2014,6385298,2014-03,2014Q1
6164,2014-03-25,,67,84,44,46,27,7,hong kong,2014,7253000,2014-03,2014Q1
6165,2014-03-26,0.45,33.3125,67.625,47.857142857142854,17.2,,1.5,berlin,2014,3469849,2014-03,2014Q1
6166,2014-03-26,,73,186,24,53,34,17,hong kong,2014,7253000,2014-03,2014Q1
6167,2014-03-26,0.33125000751266875,22.773123909249563,nan,67.89473684210526,9.92013888888889,5.416666666666667,5.308333333333334,madrid,2014,6385298,2014-03,2014Q1
6168,2014-03-27,0.45750000725189843,47.0504347826087,nan,42.49107142857143,13.475694444444445,7.388888888888889,6.179166666666666,madrid,2014,6385298,2014-03,2014Q1
6169,2014-03-27,,65,187,14,43,29,32,hong kong,2014,7253000,2014-03,2014Q1
6170,2014-03-27,0.4,25.625,43.6875,62.857142857142854,20.4,,1.5,berlin,2014,3469849,2014-03,2014Q1
6171,2014-03-28,0.55,31.4375,62.8125,28.857142857142858,38.36363636363637,,1.0,berlin,2014,3469849,2014-03,2014Q1
6172,2014-03-28,0.4112500057245294,38.69337979094077,nan,52.24404761904762,20.92361111111111,10.67361111111111,7.775,madrid,2014,6385298,2014-03,2014Q1
6173,2014-03-28,,64,83,26,49,38,2,hong kong,2014,7253000,2014-03,2014Q1
6174,2014-03-29,0.6499999999999999,36.4375,70.5625,36.0,56.1,,3.0,berlin,2014,3469849,2014-03,2014Q1
6175,2014-03-29,0.36666667452082036,32.26215277777778,nan,59.973214285714285,23.51736111111111,12.5,6.558333333333334,madrid,2014,6385298,2014-03,2014Q1
6176,2014-03-29,,85,249,5,43,29,12,hong kong,2014,7253000,2014-03,2014Q1
6177,2014-03-30,0.3365217469308687,24.516304347826086,nan,59.024844720496894,11.427536231884059,7.731884057971015,5.017391304347826,madrid,2014,6385298,2014-03,2014Q1
6178,2014-03-30,,54,124,17,32,22,5,hong kong,2014,7253000,2014-03,2014Q1
6179,2014-03-30,0.6,38.4375,60.0625,67.85714285714286,54.22222222222222,,4.5,berlin,2014,3469849,2014-03,2014Q1
6180,2014-03-31,0.5,55.125,106.375,57.285714285714285,52.111111111111114,,2.5,berlin,2014,3469849,2014-03,2014Q1
6181,2014-03-31,0.42958333920687436,45.613240418118465,nan,34.713432835820896,16.518115942028984,10.368055555555555,5.566666666666666,madrid,2014,6385298,2014-03,2014Q1
6182,2014-03-31,,77,139,29,25,16,5,hong kong,2014,7253000,2014-03,2014Q1
6183,2014-04-01,0.36875000692283116,37.33101045296167,nan,43.0089552238806,15.913357400722022,8.125,5.654166666666667,madrid,2014,6385298,2014-04,2014Q2
6184,2014-04-01,0.6,43.4375,88.125,48.714285714285715,57.0,,1.5,berlin,2014,3469849,2014-04,2014Q2
6185,2014-04-01,,64,93,22,33,26,4,hong kong,2014,7253000,2014-04,2014Q2
6186,2014-04-02,,60,71,37,27,18,2,hong kong,2014,7253000,2014-04,2014Q2
6187,2014-04-02,0.6,34.3125,62.5625,66.28571428571429,44.45454545454545,,5.5,berlin,2014,3469849,2014-04,2014Q2
6188,2014-04-02,0.35083334064111116,40.00350877192982,nan,43.02395209580838,16.00347222222222,9.01388888888889,5.133333333333334,madrid,2014,6385298,2014-04,2014Q2
6189,2014-04-03,0.3355648609883616,28.598958333333332,nan,57.211309523809526,9.76736111111111,6.180555555555555,4.97489539748954,madrid,2014,6385298,2014-04,2014Q2
6190,2014-04-03,,74,104,33,21,14,1,hong kong,2014,7253000,2014-04,2014Q2
6191,2014-04-03,0.6,44.4375,87.625,60.42857142857143,62.81818181818182,,6.0,berlin,2014,3469849,2014-04,2014Q2
6192,2014-04-04,,55,63,66,50,34,4,hong kong,2014,7253000,2014-04,2014Q2
6193,2014-04-04,0.3204166744214793,21.024305555555557,nan,67.68452380952381,13.552083333333334,8.472222222222221,4.816666666666666,madrid,2014,6385298,2014-04,2014Q2
6194,2014-04-04,0.4,25.4375,40.5625,71.0,33.0,,3.0,berlin,2014,3469849,2014-04,2014Q2
6195,2014-04-05,,46,48,109,64,42,5,hong kong,2014,7253000,2014-04,2014Q2
6196,2014-04-05,0.45,26.6875,43.8125,57.285714285714285,34.0,,3.5,berlin,2014,3469849,2014-04,2014Q2
6197,2014-04-05,0.33541667386889457,22.98611111111111,nan,45.86904761904762,11.84375,7.541666666666667,4.941666666666666,madrid,2014,6385298,2014-04,2014Q2
6198,2014-04-06,0.5,29.9375,44.9375,57.857142857142854,38.90909090909091,,4.0,berlin,2014,3469849,2014-04,2014Q2
6199,2014-04-06,0.43083333925654493,33.833333333333336,nan,31.023809523809526,15.625,10.006944444444445,5.629166666666666,madrid,2014,6385298,2014-04,2014Q2
6200,2014-04-06,,36,36,98,68,50,4,hong kong,2014,7253000,2014-04,2014Q2
