Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-12-2015,CENTRAL/WESTERN,N.A.,30,41,44,73,42,16
02-12-2015,CENTRAL/WESTERN,N.A.,27,63,73,49,42,17
03-12-2015,CENTRAL/WESTERN,N.A.,21,45,68,18,33,10
04-12-2015,CENTRAL/WESTERN,N.A.,19,37,47,28,31,4
05-12-2015,CENTRAL/WESTERN,N.A.,24,41,54,30,42,5
06-12-2015,CENTRAL/WESTERN,N.A.,11,42,53,20,17,4
07-12-2015,CENTRAL/WESTERN,N.A.,18,55,85,14,30,N.A.
08-12-2015,CENTRAL/WESTERN,N.A.,19,50,73,19,29,7
09-12-2015,CENTRAL/WESTERN,N.A.,15,46,71,19,20,5
10-12-2015,CENTRAL/WESTERN,N.A.,24,64,103,7,33,5
11-12-2015,CENTRAL/WESTERN,N.A.,16,51,91,22,25,6
12-12-2015,CENTRAL/WESTERN,N.A.,27,39,43,55,46,6
13-12-2015,CENTRAL/WESTERN,N.A.,31,34,37,65,48,1
14-12-2015,CENTRAL/WESTERN,N.A.,28,56,84,32,45,5
15-12-2015,CENTRAL/WESTERN,N.A.,24,55,82,18,36,6
16-12-2015,CENTRAL/WESTERN,N.A.,45,37,41,62,64,15
17-12-2015,CENTRAL/WESTERN,N.A.,20,42,48,59,39,14
18-12-2015,CENTRAL/WESTERN,N.A.,27,60,69,46,47,22
19-12-2015,CENTRAL/WESTERN,N.A.,32,70,80,42,51,21
20-12-2015,CENTRAL/WESTERN,N.A.,32,72,104,30,45,21
21-12-2015,CENTRAL/WESTERN,N.A.,16,N.A.,N.A.,N.A.,21,N.A.
22-12-2015,CENTRAL/WESTERN,N.A.,25,N.A.,N.A.,38,35,N.A.
23-12-2015,CENTRAL/WESTERN,N.A.,45,80,115,15,60,3
24-12-2015,CENTRAL/WESTERN,N.A.,34,78,174,10,50,9
25-12-2015,CENTRAL/WESTERN,N.A.,16,56,80,21,23,9
26-12-2015,CENTRAL/WESTERN,N.A.,28,62,89,24,40,14
27-12-2015,CENTRAL/WESTERN,N.A.,35,61,95,12,48,11
28-12-2015,CENTRAL/WESTERN,N.A.,16,49,72,20,23,9
29-12-2015,CENTRAL/WESTERN,N.A.,30,43,50,64,44,8
30-12-2015,CENTRAL/WESTERN,N.A.,44,55,75,33,57,7
31-12-2015,CENTRAL/WESTERN,N.A.,40,54,77,40,52,10
