Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-10-2014,CENTRAL/WESTERN,N.A.,24,20,21,89,37,5
02-10-2014,CENTRAL/WESTERN,N.A.,34,38,41,91,48,11
03-10-2014,CENTRAL/WESTERN,N.A.,38,39,47,66,52,10
04-10-2014,CENTRAL/WESTERN,N.A.,39,23,24,99,58,5
05-10-2014,CENTRAL/WESTERN,N.A.,46,25,26,119,71,7
06-10-2014,CENTRAL/WESTERN,N.A.,37,36,39,110,68,8
07-10-2014,CENTRAL/WESTERN,N.A.,47,32,34,119,82,9
08-10-2014,CENTRAL/WESTERN,N.A.,41,31,33,117,66,8
09-10-2014,CENTRAL/WESTERN,N.A.,34,57,64,80,57,14
10-10-2014,CENTRAL/WESTERN,N.A.,31,58,67,64,55,11
11-10-2014,CENTRAL/WESTERN,N.A.,37,52,57,79,59,12
12-10-2014,CENTRAL/WESTERN,N.A.,39,45,47,87,65,11
13-10-2014,CENTRAL/WESTERN,N.A.,38,32,34,109,62,9
14-10-2014,CENTRAL/WESTERN,N.A.,58,42,45,100,84,10
15-10-2014,CENTRAL/WESTERN,N.A.,70,39,41,114,96,10
16-10-2014,CENTRAL/WESTERN,N.A.,58,34,35,127,85,7
17-10-2014,CENTRAL/WESTERN,N.A.,46,34,35,136,76,9
18-10-2014,CENTRAL/WESTERN,N.A.,38,32,34,104,65,6
19-10-2014,CENTRAL/WESTERN,N.A.,28,24,25,91,55,5
20-10-2014,CENTRAL/WESTERN,N.A.,33,38,41,78,57,6
21-10-2014,CENTRAL/WESTERN,N.A.,30,60,84,46,49,16
22-10-2014,CENTRAL/WESTERN,N.A.,42,73,88,47,65,15
23-10-2014,CENTRAL/WESTERN,N.A.,34,36,38,75,57,6
24-10-2014,CENTRAL/WESTERN,N.A.,37,36,38,91,65,8
25-10-2014,CENTRAL/WESTERN,N.A.,31,34,37,85,55,7
26-10-2014,CENTRAL/WESTERN,N.A.,36,34,35,90,57,8
27-10-2014,CENTRAL/WESTERN,N.A.,44,35,39,89,66,8
28-10-2014,CENTRAL/WESTERN,N.A.,35,28,30,105,67,5
29-10-2014,CENTRAL/WESTERN,N.A.,24,34,38,72,50,6
30-10-2014,CENTRAL/WESTERN,N.A.,29,35,39,70,53,5
31-10-2014,CENTRAL/WESTERN,N.A.,30,48,61,47,51,6
