Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-08-2014,CENTRAL/WESTERN,N.A.,21,44,55,51,32,11
02-08-2014,CENTRAL/WESTERN,N.A.,23,50,64,52,33,13
03-08-2014,CENTRAL/WESTERN,N.A.,15,35,42,55,22,10
04-08-2014,CENTRAL/WESTERN,N.A.,12,32,49,36,19,9
05-08-2014,CENTRAL/WESTERN,N.A.,17,41,66,27,24,9
06-08-2014,CENTRAL/WESTERN,N.A.,10,37,63,20,16,8
07-08-2014,CENTRAL/WESTERN,N.A.,10,27,48,30,17,8
08-08-2014,CENTRAL/WESTERN,N.A.,9,19,30,37,17,8
09-08-2014,CENTRAL/WESTERN,N.A.,8,22,31,35,16,5
10-08-2014,CENTRAL/WESTERN,N.A.,7,12,15,44,16,4
11-08-2014,CENTRAL/WESTERN,N.A.,11,17,21,42,22,4
12-08-2014,CENTRAL/WESTERN,N.A.,10,23,32,38,22,4
13-08-2014,CENTRAL/WESTERN,N.A.,10,42,111,16,19,7
14-08-2014,CENTRAL/WESTERN,N.A.,8,22,31,29,18,5
15-08-2014,CENTRAL/WESTERN,N.A.,11,23,33,39,19,5
16-08-2014,CENTRAL/WESTERN,N.A.,13,20,27,44,22,4
17-08-2014,CENTRAL/WESTERN,N.A.,11,16,23,30,20,5
18-08-2014,CENTRAL/WESTERN,N.A.,12,23,35,23,22,9
19-08-2014,CENTRAL/WESTERN,N.A.,10,29,56,22,20,6
20-08-2014,CENTRAL/WESTERN,N.A.,10,47,123,6,16,9
21-08-2014,CENTRAL/WESTERN,N.A.,10,37,96,8,16,7
22-08-2014,CENTRAL/WESTERN,N.A.,9,31,78,13,15,12
23-08-2014,CENTRAL/WESTERN,N.A.,8,22,43,22,13,9
24-08-2014,CENTRAL/WESTERN,N.A.,10,29,46,22,15,11
25-08-2014,CENTRAL/WESTERN,N.A.,8,32,58,12,13,6
26-08-2014,CENTRAL/WESTERN,N.A.,7,27,42,16,14,5
27-08-2014,CENTRAL/WESTERN,N.A.,12,33,41,21,23,4
28-08-2014,CENTRAL/WESTERN,N.A.,8,22,34,16,20,4
29-08-2014,CENTRAL/WESTERN,N.A.,10,31,51,15,19,4
30-08-2014,CENTRAL/WESTERN,N.A.,18,30,36,45,27,5
31-08-2014,CENTRAL/WESTERN,N.A.,7,22,32,16,15,4
