Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-06-2015,CENTRAL/WESTERN,N.A.,13,19,24,33,23,11
02-06-2015,CENTRAL/WESTERN,N.A.,10,15,21,27,17,11
03-06-2015,CENTRAL/WESTERN,N.A.,8,16,23,30,15,11
04-06-2015,CENTRAL/WESTERN,N.A.,9,14,21,32,15,13
05-06-2015,CENTRAL/WESTERN,N.A.,9,24,36,24,15,13
06-06-2015,CENTRAL/WESTERN,N.A.,13,32,69,21,19,27
07-06-2015,CENTRAL/WESTERN,N.A.,10,14,17,34,14,12
08-06-2015,CENTRAL/WESTERN,N.A.,11,17,23,30,16,13
09-06-2015,CENTRAL/WESTERN,N.A.,10,16,23,28,16,12
10-06-2015,CENTRAL/WESTERN,N.A.,11,16,21,34,19,10
11-06-2015,CENTRAL/WESTERN,N.A.,12,20,29,29,21,12
12-06-2015,CENTRAL/WESTERN,N.A.,12,32,61,20,19,11
13-06-2015,CENTRAL/WESTERN,N.A.,9,14,20,25,13,12
14-06-2015,CENTRAL/WESTERN,N.A.,9,19,30,27,13,11
15-06-2015,CENTRAL/WESTERN,N.A.,9,23,34,37,13,11
16-06-2015,CENTRAL/WESTERN,N.A.,10,28,48,24,14,17
17-06-2015,CENTRAL/WESTERN,N.A.,9,16,23,31,13,10
18-06-2015,CENTRAL/WESTERN,N.A.,9,16,25,31,13,11
19-06-2015,CENTRAL/WESTERN,N.A.,9,24,53,24,13,23
20-06-2015,CENTRAL/WESTERN,N.A.,9,23,41,31,12,16
21-06-2015,CENTRAL/WESTERN,N.A.,10,28,35,24,15,13
22-06-2015,CENTRAL/WESTERN,N.A.,7,26,38,29,14,10
23-06-2015,CENTRAL/WESTERN,N.A.,8,29,38,39,14,10
24-06-2015,CENTRAL/WESTERN,N.A.,10,24,35,31,21,11
25-06-2015,CENTRAL/WESTERN,N.A.,13,24,30,33,26,9
26-06-2015,CENTRAL/WESTERN,N.A.,10,18,25,39,21,9
27-06-2015,CENTRAL/WESTERN,N.A.,13,12,16,43,25,13
28-06-2015,CENTRAL/WESTERN,N.A.,13,14,18,38,24,12
29-06-2015,CENTRAL/WESTERN,N.A.,12,13,16,43,21,10
30-06-2015,CENTRAL/WESTERN,N.A.,13,14,18,53,24,10
