Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-03-2016,CENTRAL/WESTERN,N.A.,61,38,40,102,100,15
02-03-2016,CENTRAL/WESTERN,N.A.,39,45,48,92,62,15
03-03-2016,CENTRAL/WESTERN,N.A.,28,69,83,45,45,15
04-03-2016,CENTRAL/WESTERN,N.A.,27,70,87,35,43,16
05-03-2016,CENTRAL/WESTERN,N.A.,28,66,139,31,42,18
06-03-2016,CENTRAL/WESTERN,N.A.,35,94,365,5,48,38
07-03-2016,CENTRAL/WESTERN,N.A.,34,73,160,17,43,21
08-03-2016,CENTRAL/WESTERN,N.A.,28,56,75,29,35,13
09-03-2016,CENTRAL/WESTERN,N.A.,22,53,88,12,26,N.A.
10-03-2016,CENTRAL/WESTERN,N.A.,7,37,57,24,10,4
11-03-2016,CENTRAL/WESTERN,N.A.,15,46,77,16,21,5
12-03-2016,CENTRAL/WESTERN,N.A.,31,38,42,34,40,6
13-03-2016,CENTRAL/WESTERN,N.A.,24,50,88,22,27,6
14-03-2016,CENTRAL/WESTERN,N.A.,17,43,67,16,25,6
15-03-2016,CENTRAL/WESTERN,N.A.,35,36,37,71,51,6
16-03-2016,CENTRAL/WESTERN,N.A.,35,44,48,51,43,3
17-03-2016,CENTRAL/WESTERN,N.A.,19,54,70,28,23,4
18-03-2016,CENTRAL/WESTERN,N.A.,42,75,204,12,56,10
19-03-2016,CENTRAL/WESTERN,N.A.,33,64,231,7,40,13
20-03-2016,CENTRAL/WESTERN,N.A.,36,34,36,75,48,5
21-03-2016,CENTRAL/WESTERN,N.A.,27,38,41,71,36,3
22-03-2016,CENTRAL/WESTERN,N.A.,22,44,49,55,29,3
23-03-2016,CENTRAL/WESTERN,N.A.,28,67,168,26,36,7
24-03-2016,CENTRAL/WESTERN,N.A.,11,43,51,36,14,4
25-03-2016,CENTRAL/WESTERN,N.A.,31,59,78,N.A.,44,10
26-03-2016,CENTRAL/WESTERN,N.A.,32,59,75,N.A.,47,11
27-03-2016,CENTRAL/WESTERN,N.A.,32,73,95,50,47,13
28-03-2016,CENTRAL/WESTERN,N.A.,42,35,36,123,58,9
29-03-2016,CENTRAL/WESTERN,N.A.,30,50,54,95,48,6
30-03-2016,CENTRAL/WESTERN,N.A.,45,74,95,66,80,8
31-03-2016,CENTRAL/WESTERN,N.A.,70,125,331,6,98,33
