Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-08-2012,CENTRAL/WESTERN,N.A.,72,121,174,110,94,29
02-08-2012,CENTRAL/WESTERN,N.A.,74,120,144,103,104,40
03-08-2012,CENTRAL/WESTERN,N.A.,82,130,164,70,115,51
04-08-2012,CENTRAL/WESTERN,N.A.,50,72,88,73,69,13
05-08-2012,CENTRAL/WESTERN,N.A.,23,28,32,73,36,5
06-08-2012,CENTRAL/WESTERN,N.A.,15,52,86,30,28,7
07-08-2012,CENTRAL/WESTERN,N.A.,41,72,111,105,59,27
08-08-2012,CENTRAL/WESTERN,N.A.,60,69,81,116,78,20
09-08-2012,CENTRAL/WESTERN,N.A.,27,49,63,67,40,10
10-08-2012,CENTRAL/WESTERN,N.A.,8,32,46,40,17,4
11-08-2012,CENTRAL/WESTERN,N.A.,7,43,88,22,15,8
12-08-2012,CENTRAL/WESTERN,N.A.,7,35,60,27,13,5
13-08-2012,CENTRAL/WESTERN,N.A.,10,46,88,17,17,8
14-08-2012,CENTRAL/WESTERN,N.A.,10,43,67,20,19,5
15-08-2012,CENTRAL/WESTERN,N.A.,29,82,170,12,44,32
16-08-2012,CENTRAL/WESTERN,N.A.,20,51,80,23,34,11
17-08-2012,CENTRAL/WESTERN,N.A.,10,32,54,29,23,0
18-08-2012,CENTRAL/WESTERN,N.A.,14,30,47,25,29,3
19-08-2012,CENTRAL/WESTERN,N.A.,13,40,92,12,27,12
20-08-2012,CENTRAL/WESTERN,N.A.,14,37,73,20,26,11
21-08-2012,CENTRAL/WESTERN,N.A.,11,27,40,24,21,5
22-08-2012,CENTRAL/WESTERN,N.A.,17,53,110,11,27,12
23-08-2012,CENTRAL/WESTERN,N.A.,52,110,181,69,69,26
24-08-2012,CENTRAL/WESTERN,N.A.,57,86,113,78,79,22
25-08-2012,CENTRAL/WESTERN,N.A.,45,80,99,51,66,23
26-08-2012,CENTRAL/WESTERN,N.A.,19,53,72,26,36,11
27-08-2012,CENTRAL/WESTERN,N.A.,36,68,91,82,58,23
28-08-2012,CENTRAL/WESTERN,N.A.,60,64,76,80,83,26
29-08-2012,CENTRAL/WESTERN,N.A.,28,48,60,63,40,5
30-08-2012,CENTRAL/WESTERN,N.A.,14,39,63,26,24,7
31-08-2012,CENTRAL/WESTERN,N.A.,11,38,69,19,20,3
