Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-11-2009,CENTRAL/WESTERN,N.A.,N.A.,57,68,65,64,12
02-11-2009,CENTRAL/WESTERN,N.A.,N.A.,50,74,60,84,12
03-11-2009,CENTRAL/WESTERN,N.A.,N.A.,72,98,54,93,18
04-11-2009,CENTRAL/WESTERN,N.A.,N.A.,80,102,58,68,15
05-11-2009,CENTRAL/WESTERN,N.A.,N.A.,102,146,37,67,20
06-11-2009,CENTRAL/WESTERN,N.A.,N.A.,75,116,39,54,9
07-11-2009,CENTRAL/WESTERN,N.A.,N.A.,73,130,22,41,7
08-11-2009,CENTRAL/WESTERN,N.A.,N.A.,47,71,11,25,5
09-11-2009,CENTRAL/WESTERN,N.A.,N.A.,41,95,15,27,7
10-11-2009,CENTRAL/WESTERN,N.A.,N.A.,29,54,16,18,25
11-11-2009,CENTRAL/WESTERN,N.A.,N.A.,30,70,15,24,3
12-11-2009,CENTRAL/WESTERN,N.A.,N.A.,37,82,22,32,9
13-11-2009,CENTRAL/WESTERN,N.A.,N.A.,48,105,8,28,16
14-11-2009,CENTRAL/WESTERN,N.A.,N.A.,55,125,6,40,10
15-11-2009,CENTRAL/WESTERN,N.A.,N.A.,47,62,21,48,7
16-11-2009,CENTRAL/WESTERN,N.A.,N.A.,47,120,5,20,10
17-11-2009,CENTRAL/WESTERN,N.A.,N.A.,42,81,13,25,10
18-11-2009,CENTRAL/WESTERN,N.A.,N.A.,51,121,8,38,11
19-11-2009,CENTRAL/WESTERN,N.A.,N.A.,70,113,17,56,21
20-11-2009,CENTRAL/WESTERN,N.A.,N.A.,62,100,17,53,17
21-11-2009,CENTRAL/WESTERN,N.A.,N.A.,70,119,19,56,18
22-11-2009,CENTRAL/WESTERN,N.A.,N.A.,67,88,35,56,19
23-11-2009,CENTRAL/WESTERN,N.A.,N.A.,93,162,13,53,N.A.
24-11-2009,CENTRAL/WESTERN,N.A.,N.A.,111,193,27,65,N.A.
25-11-2009,CENTRAL/WESTERN,N.A.,N.A.,84,133,40,56,10
26-11-2009,CENTRAL/WESTERN,N.A.,N.A.,59,88,43,44,7
27-11-2009,CENTRAL/WESTERN,N.A.,N.A.,86,163,26,50,14
28-11-2009,CENTRAL/WESTERN,N.A.,N.A.,71,112,41,50,7
29-11-2009,CENTRAL/WESTERN,N.A.,N.A.,61,75,60,87,14
30-11-2009,CENTRAL/WESTERN,N.A.,N.A.,83,131,38,89,14
