Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-12-2012,CENTRAL/WESTERN,N.A.,14,50,74,10,26,2
02-12-2012,CENTRAL/WESTERN,N.A.,17,52,126,3,27,14
03-12-2012,CENTRAL/WESTERN,N.A.,20,61,132,2,30,6
04-12-2012,CENTRAL/WESTERN,N.A.,26,55,75,16,38,5
05-12-2012,CENTRAL/WESTERN,N.A.,21,51,76,23,30,5
06-12-2012,CENTRAL/WESTERN,N.A.,34,60,79,33,59,9
07-12-2012,CENTRAL/WESTERN,N.A.,45,74,98,39,75,12
08-12-2012,CENTRAL/WESTERN,N.A.,43,67,81,35,67,10
09-12-2012,CENTRAL/WESTERN,N.A.,30,46,53,54,49,5
10-12-2012,CENTRAL/WESTERN,N.A.,49,53,60,58,88,9
11-12-2012,CENTRAL/WESTERN,N.A.,51,64,82,42,81,9
12-12-2012,CENTRAL/WESTERN,N.A.,40,47,60,33,57,7
13-12-2012,CENTRAL/WESTERN,N.A.,30,56,70,40,47,6
14-12-2012,CENTRAL/WESTERN,N.A.,23,76,129,23,41,4
15-12-2012,CENTRAL/WESTERN,N.A.,27,87,199,5,48,6
16-12-2012,CENTRAL/WESTERN,N.A.,32,74,167,7,50,13
17-12-2012,CENTRAL/WESTERN,N.A.,25,51,63,30,39,2
18-12-2012,CENTRAL/WESTERN,N.A.,17,49,82,23,30,5
19-12-2012,CENTRAL/WESTERN,N.A.,24,48,71,12,38,6
20-12-2012,CENTRAL/WESTERN,N.A.,47,54,77,18,80,8
21-12-2012,CENTRAL/WESTERN,N.A.,38,71,155,16,68,6
22-12-2012,CENTRAL/WESTERN,N.A.,44,60,149,7,84,18
23-12-2012,CENTRAL/WESTERN,N.A.,37,44,57,30,56,14
24-12-2012,CENTRAL/WESTERN,N.A.,42,51,69,34,57,14
25-12-2012,CENTRAL/WESTERN,N.A.,50,77,114,25,68,11
26-12-2012,CENTRAL/WESTERN,N.A.,34,43,48,47,51,8
27-12-2012,CENTRAL/WESTERN,N.A.,36,62,123,16,56,11
28-12-2012,CENTRAL/WESTERN,N.A.,20,66,124,16,35,14
29-12-2012,CENTRAL/WESTERN,N.A.,16,53,87,25,28,6
30-12-2012,CENTRAL/WESTERN,N.A.,24,39,54,22,40,16
31-12-2012,CENTRAL/WESTERN,N.A.,24,57,77,34,47,13
