Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-04-2012,CENTRAL/WESTERN,N.A.,39,45,51,88,74,11
02-04-2012,CENTRAL/WESTERN,N.A.,37,68,87,51,95,9
03-04-2012,CENTRAL/WESTERN,N.A.,49,100,275,8,80,26
04-04-2012,CENTRAL/WESTERN,N.A.,51,50,86,92,94,13
05-04-2012,CENTRAL/WESTERN,N.A.,51,80,146,31,85,11
06-04-2012,CENTRAL/WESTERN,N.A.,18,44,49,62,27,4
07-04-2012,CENTRAL/WESTERN,N.A.,41,40,44,102,71,13
08-04-2012,CENTRAL/WESTERN,N.A.,23,44,50,58,55,8
09-04-2012,CENTRAL/WESTERN,N.A.,16,52,76,49,24,5
10-04-2012,CENTRAL/WESTERN,N.A.,31,59,120,20,49,12
11-04-2012,CENTRAL/WESTERN,N.A.,24,47,145,9,39,27
12-04-2012,CENTRAL/WESTERN,N.A.,23,35,109,13,37,19
13-04-2012,CENTRAL/WESTERN,N.A.,16,25,54,20,26,18
14-04-2012,CENTRAL/WESTERN,N.A.,16,27,72,17,27,11
15-04-2012,CENTRAL/WESTERN,N.A.,11,13,23,26,19,26
16-04-2012,CENTRAL/WESTERN,N.A.,13,38,63,23,25,18
17-04-2012,CENTRAL/WESTERN,N.A.,23,57,70,40,44,6
18-04-2012,CENTRAL/WESTERN,N.A.,40,54,70,47,64,7
19-04-2012,CENTRAL/WESTERN,N.A.,35,59,114,15,52,6
20-04-2012,CENTRAL/WESTERN,N.A.,17,74,185,5,31,12
21-04-2012,CENTRAL/WESTERN,N.A.,75,107,158,44,95,34
22-04-2012,CENTRAL/WESTERN,N.A.,71,87,151,61,87,23
23-04-2012,CENTRAL/WESTERN,N.A.,33,36,56,49,48,6
24-04-2012,CENTRAL/WESTERN,N.A.,13,25,56,22,28,9
25-04-2012,CENTRAL/WESTERN,N.A.,11,24,48,20,25,19
26-04-2012,CENTRAL/WESTERN,N.A.,22,60,101,41,40,13
27-04-2012,CENTRAL/WESTERN,N.A.,34,56,78,44,64,6
28-04-2012,CENTRAL/WESTERN,N.A.,11,51,67,41,24,5
29-04-2012,CENTRAL/WESTERN,N.A.,10,21,40,20,21,7
30-04-2012,CENTRAL/WESTERN,N.A.,14,21,41,26,28,8
