Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-01-2012,CENTRAL/WESTERN,N.A.,59,65,85,38,75,13
02-01-2012,CENTRAL/WESTERN,N.A.,57,41,47,75,81,11
03-01-2012,CENTRAL/WESTERN,N.A.,69,58,71,51,94,14
04-01-2012,CENTRAL/WESTERN,N.A.,43,55,84,20,64,13
05-01-2012,CENTRAL/WESTERN,N.A.,49,46,82,8,62,11
06-01-2012,CENTRAL/WESTERN,N.A.,40,56,162,3,55,15
07-01-2012,CENTRAL/WESTERN,N.A.,42,54,150,3,60,13
08-01-2012,CENTRAL/WESTERN,N.A.,59,68,113,10,79,20
09-01-2012,CENTRAL/WESTERN,N.A.,68,89,183,6,89,23
10-01-2012,CENTRAL/WESTERN,N.A.,63,87,169,12,82,16
11-01-2012,CENTRAL/WESTERN,N.A.,48,59,111,10,63,12
12-01-2012,CENTRAL/WESTERN,N.A.,59,54,84,13,72,10
13-01-2012,CENTRAL/WESTERN,N.A.,57,54,101,11,69,8
14-01-2012,CENTRAL/WESTERN,N.A.,30,55,127,9,40,7
15-01-2012,CENTRAL/WESTERN,N.A.,20,46,126,5,26,8
16-01-2012,CENTRAL/WESTERN,N.A.,31,61,171,3,43,15
17-01-2012,CENTRAL/WESTERN,N.A.,19,56,84,25,30,7
18-01-2012,CENTRAL/WESTERN,N.A.,26,64,93,30,47,8
19-01-2012,CENTRAL/WESTERN,N.A.,33,80,163,13,55,12
20-01-2012,CENTRAL/WESTERN,N.A.,31,48,60,41,43,4
21-01-2012,CENTRAL/WESTERN,N.A.,35,45,57,44,47,4
22-01-2012,CENTRAL/WESTERN,N.A.,21,36,64,15,34,5
23-01-2012,CENTRAL/WESTERN,N.A.,13,31,56,9,19,7
24-01-2012,CENTRAL/WESTERN,N.A.,24,27,53,11,34,7
25-01-2012,CENTRAL/WESTERN,N.A.,21,36,61,15,27,7
26-01-2012,CENTRAL/WESTERN,N.A.,44,40,58,22,59,8
27-01-2012,CENTRAL/WESTERN,N.A.,65,56,87,18,88,6
28-01-2012,CENTRAL/WESTERN,N.A.,53,69,141,16,72,16
29-01-2012,CENTRAL/WESTERN,N.A.,51,46,140,3,73,30
30-01-2012,CENTRAL/WESTERN,N.A.,43,73,158,8,59,19
31-01-2012,CENTRAL/WESTERN,N.A.,36,69,115,19,49,14
