Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-08-2009,CENTRAL/WESTERN,N.A.,N.A.,45,78,62,44,26
02-08-2009,CENTRAL/WESTERN,N.A.,N.A.,95,119,61,82,45
03-08-2009,CENTRAL/WESTERN,N.A.,N.A.,31,44,40,30,12
04-08-2009,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,37,20,4
05-08-2009,CENTRAL/WESTERN,N.A.,N.A.,25,42,37,21,5
06-08-2009,CENTRAL/WESTERN,N.A.,N.A.,41,88,25,29,19
07-08-2009,CENTRAL/WESTERN,N.A.,N.A.,39,74,33,30,23
08-08-2009,CENTRAL/WESTERN,N.A.,N.A.,44,54,70,56,28
09-08-2009,CENTRAL/WESTERN,N.A.,N.A.,36,46,43,43,37
10-08-2009,CENTRAL/WESTERN,N.A.,N.A.,68,126,20,38,23
11-08-2009,CENTRAL/WESTERN,N.A.,N.A.,48,91,20,21,14
12-08-2009,CENTRAL/WESTERN,N.A.,N.A.,38,77,18,14,12
13-08-2009,CENTRAL/WESTERN,N.A.,N.A.,45,117,8,17,18
14-08-2009,CENTRAL/WESTERN,N.A.,N.A.,39,121,9,29,16
15-08-2009,CENTRAL/WESTERN,N.A.,N.A.,29,65,14,29,16
16-08-2009,CENTRAL/WESTERN,N.A.,N.A.,18,41,20,24,15
17-08-2009,CENTRAL/WESTERN,N.A.,N.A.,37,92,12,32,23
18-08-2009,CENTRAL/WESTERN,N.A.,N.A.,38,94,13,23,21
19-08-2009,CENTRAL/WESTERN,N.A.,N.A.,32,79,12,21,23
20-08-2009,CENTRAL/WESTERN,N.A.,N.A.,30,63,18,20,47
21-08-2009,CENTRAL/WESTERN,N.A.,N.A.,27,80,14,22,81
22-08-2009,CENTRAL/WESTERN,N.A.,N.A.,29,51,28,22,14
23-08-2009,CENTRAL/WESTERN,N.A.,N.A.,48,67,49,41,30
24-08-2009,CENTRAL/WESTERN,N.A.,N.A.,60,82,64,53,23
25-08-2009,CENTRAL/WESTERN,N.A.,N.A.,26,48,27,22,10
26-08-2009,CENTRAL/WESTERN,N.A.,N.A.,22,50,26,22,11
27-08-2009,CENTRAL/WESTERN,N.A.,N.A.,32,76,20,27,25
28-08-2009,CENTRAL/WESTERN,N.A.,N.A.,30,52,30,23,22
29-08-2009,CENTRAL/WESTERN,N.A.,N.A.,54,91,41,44,29
30-08-2009,CENTRAL/WESTERN,N.A.,N.A.,52,68,63,56,22
31-08-2009,CENTRAL/WESTERN,N.A.,N.A.,70,108,29,59,34
