Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-10-2009,CENTRAL/WESTERN,N.A.,N.A.,59,89,20,31,12
02-10-2009,CENTRAL/WESTERN,N.A.,N.A.,57,79,35,40,9
03-10-2009,CENTRAL/WESTERN,N.A.,N.A.,66,77,55,59,22
04-10-2009,CENTRAL/WESTERN,N.A.,N.A.,69,91,70,82,28
05-10-2009,CENTRAL/WESTERN,N.A.,N.A.,72,85,82,88,20
06-10-2009,CENTRAL/WESTERN,N.A.,N.A.,72,85,90,65,37
07-10-2009,CENTRAL/WESTERN,N.A.,N.A.,71,87,81,65,22
08-10-2009,CENTRAL/WESTERN,N.A.,N.A.,61,73,95,71,13
09-10-2009,CENTRAL/WESTERN,N.A.,N.A.,79,92,88,79,22
10-10-2009,CENTRAL/WESTERN,N.A.,N.A.,70,85,83,69,13
11-10-2009,CENTRAL/WESTERN,N.A.,N.A.,38,47,60,34,6
12-10-2009,CENTRAL/WESTERN,N.A.,N.A.,56,83,41,32,4
13-10-2009,CENTRAL/WESTERN,N.A.,N.A.,52,72,51,36,5
14-10-2009,CENTRAL/WESTERN,N.A.,N.A.,64,99,43,64,9
15-10-2009,CENTRAL/WESTERN,N.A.,N.A.,62,86,64,73,9
16-10-2009,CENTRAL/WESTERN,N.A.,N.A.,68,92,75,81,8
17-10-2009,CENTRAL/WESTERN,N.A.,N.A.,76,101,71,73,12
18-10-2009,CENTRAL/WESTERN,N.A.,N.A.,41,48,121,92,9
19-10-2009,CENTRAL/WESTERN,N.A.,N.A.,64,83,85,95,7
20-10-2009,CENTRAL/WESTERN,N.A.,N.A.,49,63,90,75,6
21-10-2009,CENTRAL/WESTERN,N.A.,N.A.,68,89,82,152,12
22-10-2009,CENTRAL/WESTERN,N.A.,N.A.,93,128,61,102,28
23-10-2009,CENTRAL/WESTERN,N.A.,N.A.,98,116,79,111,36
24-10-2009,CENTRAL/WESTERN,N.A.,N.A.,104,126,65,115,39
25-10-2009,CENTRAL/WESTERN,N.A.,N.A.,83,111,48,79,46
26-10-2009,CENTRAL/WESTERN,N.A.,N.A.,52,61,78,68,16
27-10-2009,CENTRAL/WESTERN,N.A.,N.A.,71,101,82,91,8
28-10-2009,CENTRAL/WESTERN,N.A.,N.A.,71,103,60,70,9
29-10-2009,CENTRAL/WESTERN,N.A.,N.A.,69,109,52,68,9
30-10-2009,CENTRAL/WESTERN,N.A.,N.A.,68,103,46,63,7
31-10-2009,CENTRAL/WESTERN,N.A.,N.A.,92,139,46,70,16
