Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-01-2014,CENTRAL/WESTERN,N.A.,66,108,142,56,88,30
02-01-2014,CENTRAL/WESTERN,N.A.,59,92,107,57,77,11
03-01-2014,CENTRAL/WESTERN,N.A.,76,124,170,43,105,29
04-01-2014,CENTRAL/WESTERN,N.A.,93,105,116,72,123,30
05-01-2014,CENTRAL/WESTERN,N.A.,95,54,57,116,125,25
06-01-2014,CENTRAL/WESTERN,N.A.,86,58,63,106,121,18
07-01-2014,CENTRAL/WESTERN,N.A.,37,61,76,50,64,6
08-01-2014,CENTRAL/WESTERN,N.A.,58,86,155,15,87,16
09-01-2014,CENTRAL/WESTERN,N.A.,42,63,84,27,57,11
10-01-2014,CENTRAL/WESTERN,N.A.,49,49,58,43,71,9
11-01-2014,CENTRAL/WESTERN,N.A.,39,55,65,54,58,7
12-01-2014,CENTRAL/WESTERN,N.A.,57,79,120,51,80,19
13-01-2014,CENTRAL/WESTERN,N.A.,35,63,99,16,54,11
14-01-2014,CENTRAL/WESTERN,N.A.,35,58,78,32,49,9
15-01-2014,CENTRAL/WESTERN,N.A.,32,50,61,58,46,9
16-01-2014,CENTRAL/WESTERN,N.A.,32,51,58,69,57,9
17-01-2014,CENTRAL/WESTERN,N.A.,59,109,159,41,81,21
18-01-2014,CENTRAL/WESTERN,N.A.,57,67,77,76,80,17
19-01-2014,CENTRAL/WESTERN,N.A.,81,60,67,89,108,15
20-01-2014,CENTRAL/WESTERN,N.A.,83,104,149,54,112,22
21-01-2014,CENTRAL/WESTERN,N.A.,65,59,65,83,104,22
22-01-2014,CENTRAL/WESTERN,N.A.,73,88,105,57,118,24
23-01-2014,CENTRAL/WESTERN,N.A.,51,61,67,75,82,11
24-01-2014,CENTRAL/WESTERN,N.A.,31,57,66,59,49,6
25-01-2014,CENTRAL/WESTERN,N.A.,23,60,70,54,39,4
26-01-2014,CENTRAL/WESTERN,N.A.,51,70,99,59,72,10
27-01-2014,CENTRAL/WESTERN,N.A.,47,55,63,69,73,5
28-01-2014,CENTRAL/WESTERN,N.A.,34,70,86,52,58,5
29-01-2014,CENTRAL/WESTERN,N.A.,25,69,82,54,41,3
30-01-2014,CENTRAL/WESTERN,N.A.,39,112,181,17,54,13
31-01-2014,CENTRAL/WESTERN,N.A.,48,94,169,41,60,10
