Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-03-2014,CENTRAL/WESTERN,N.A.,39,80,154,21,65,6
02-03-2014,CENTRAL/WESTERN,N.A.,32,60,162,25,47,12
03-03-2014,CENTRAL/WESTERN,N.A.,26,43,49,63,44,2
04-03-2014,CENTRAL/WESTERN,N.A.,54,71,132,35,79,8
05-03-2014,CENTRAL/WESTERN,N.A.,42,55,99,27,59,9
06-03-2014,CENTRAL/WESTERN,N.A.,33,47,53,63,56,2
07-03-2014,CENTRAL/WESTERN,N.A.,27,42,51,39,43,3
08-03-2014,CENTRAL/WESTERN,N.A.,30,55,89,21,43,3
09-03-2014,CENTRAL/WESTERN,N.A.,14,41,63,9,22,4
10-03-2014,CENTRAL/WESTERN,N.A.,27,38,46,53,41,5
11-03-2014,CENTRAL/WESTERN,N.A.,57,52,63,53,83,7
12-03-2014,CENTRAL/WESTERN,N.A.,72,92,274,18,107,8
13-03-2014,CENTRAL/WESTERN,N.A.,45,97,279,14,63,22
14-03-2014,CENTRAL/WESTERN,N.A.,50,54,61,56,70,9
15-03-2014,CENTRAL/WESTERN,N.A.,65,53,59,54,92,12
16-03-2014,CENTRAL/WESTERN,N.A.,61,55,60,74,103,15
17-03-2014,CENTRAL/WESTERN,N.A.,50,76,111,30,76,5
18-03-2014,CENTRAL/WESTERN,N.A.,44,72,114,16,66,7
19-03-2014,CENTRAL/WESTERN,N.A.,N.A.,78,216,15,N.A.,12
20-03-2014,CENTRAL/WESTERN,N.A.,N.A.,97,354,8,N.A.,44
21-03-2014,CENTRAL/WESTERN,N.A.,39,48,64,26,63,8
22-03-2014,CENTRAL/WESTERN,N.A.,45,40,45,71,70,7
23-03-2014,CENTRAL/WESTERN,N.A.,24,32,35,86,45,4
24-03-2014,CENTRAL/WESTERN,N.A.,25,46,54,69,46,5
25-03-2014,CENTRAL/WESTERN,N.A.,27,67,84,44,46,7
26-03-2014,CENTRAL/WESTERN,N.A.,34,73,186,24,53,17
27-03-2014,CENTRAL/WESTERN,N.A.,29,65,187,14,43,32
28-03-2014,CENTRAL/WESTERN,N.A.,38,64,83,26,49,2
29-03-2014,CENTRAL/WESTERN,N.A.,29,85,249,5,43,12
30-03-2014,CENTRAL/WESTERN,N.A.,22,54,124,17,32,5
31-03-2014,CENTRAL/WESTERN,N.A.,16,77,139,29,25,5
