Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-07-2014,CENTRAL/WESTERN,N.A.,7,27,42,27,16,6
02-07-2014,CENTRAL/WESTERN,N.A.,9,15,20,34,21,5
03-07-2014,CENTRAL/WESTERN,N.A.,9,19,27,31,20,6
04-07-2014,CENTRAL/WESTERN,N.A.,10,22,35,28,19,12
05-07-2014,CENTRAL/WESTERN,N.A.,9,20,29,27,17,6
06-07-2014,CENTRAL/WESTERN,N.A.,12,36,51,37,21,11
07-07-2014,CENTRAL/WESTERN,N.A.,21,77,160,13,32,10
08-07-2014,CENTRAL/WESTERN,N.A.,46,73,91,65,61,12
09-07-2014,CENTRAL/WESTERN,N.A.,37,N.A.,N.A.,N.A.,48,N.A.
10-07-2014,CENTRAL/WESTERN,N.A.,11,34,60,26,17,10
11-07-2014,CENTRAL/WESTERN,N.A.,8,28,53,23,13,7
12-07-2014,CENTRAL/WESTERN,N.A.,6,18,24,27,13,6
13-07-2014,CENTRAL/WESTERN,N.A.,6,17,23,26,14,6
14-07-2014,CENTRAL/WESTERN,N.A.,4,21,41,19,11,7
15-07-2014,CENTRAL/WESTERN,N.A.,5,16,22,25,11,6
16-07-2014,CENTRAL/WESTERN,N.A.,12,35,60,20,19,9
17-07-2014,CENTRAL/WESTERN,N.A.,10,29,37,23,18,4
18-07-2014,CENTRAL/WESTERN,N.A.,8,24,33,25,20,3
19-07-2014,CENTRAL/WESTERN,N.A.,10,19,29,26,26,3
20-07-2014,CENTRAL/WESTERN,N.A.,9,25,35,22,18,4
21-07-2014,CENTRAL/WESTERN,N.A.,19,60,131,21,32,24
22-07-2014,CENTRAL/WESTERN,N.A.,32,67,99,68,47,27
23-07-2014,CENTRAL/WESTERN,N.A.,26,25,29,75,39,8
24-07-2014,CENTRAL/WESTERN,N.A.,13,18,23,44,24,2
25-07-2014,CENTRAL/WESTERN,N.A.,11,29,38,30,19,6
26-07-2014,CENTRAL/WESTERN,N.A.,10,30,44,19,17,4
27-07-2014,CENTRAL/WESTERN,N.A.,7,25,37,21,13,4
28-07-2014,CENTRAL/WESTERN,N.A.,11,34,85,10,20,11
29-07-2014,CENTRAL/WESTERN,N.A.,22,43,120,33,33,28
30-07-2014,CENTRAL/WESTERN,N.A.,23,49,68,49,34,15
31-07-2014,CENTRAL/WESTERN,N.A.,17,25,33,49,27,9
