Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-03-2012,CENTRAL/WESTERN,N.A.,29,63,111,17,40,6
02-03-2012,CENTRAL/WESTERN,N.A.,22,64,131,8,31,6
03-03-2012,CENTRAL/WESTERN,N.A.,29,52,85,17,41,5
04-03-2012,CENTRAL/WESTERN,N.A.,27,43,57,32,36,5
05-03-2012,CENTRAL/WESTERN,N.A.,24,50,134,13,39,11
06-03-2012,CENTRAL/WESTERN,N.A.,15,31,59,18,27,6
07-03-2012,CENTRAL/WESTERN,N.A.,35,52,85,16,51,6
08-03-2012,CENTRAL/WESTERN,N.A.,24,53,73,31,35,5
09-03-2012,CENTRAL/WESTERN,N.A.,18,40,94,8,29,7
10-03-2012,CENTRAL/WESTERN,N.A.,17,47,107,4,30,11
11-03-2012,CENTRAL/WESTERN,N.A.,21,44,97,4,30,9
12-03-2012,CENTRAL/WESTERN,N.A.,20,48,75,14,26,8
13-03-2012,CENTRAL/WESTERN,N.A.,50,53,101,9,60,10
14-03-2012,CENTRAL/WESTERN,N.A.,48,59,82,23,64,9
15-03-2012,CENTRAL/WESTERN,N.A.,29,66,97,28,43,8
16-03-2012,CENTRAL/WESTERN,N.A.,42,80,146,9,60,6
17-03-2012,CENTRAL/WESTERN,N.A.,31,87,315,3,48,11
18-03-2012,CENTRAL/WESTERN,N.A.,29,70,364,9,42,18
19-03-2012,CENTRAL/WESTERN,N.A.,43,71,192,24,62,11
20-03-2012,CENTRAL/WESTERN,N.A.,47,63,83,41,78,7
21-03-2012,CENTRAL/WESTERN,N.A.,26,49,61,52,49,6
22-03-2012,CENTRAL/WESTERN,N.A.,25,56,72,54,47,7
23-03-2012,CENTRAL/WESTERN,N.A.,28,75,216,10,50,21
24-03-2012,CENTRAL/WESTERN,N.A.,52,54,66,57,152,11
25-03-2012,CENTRAL/WESTERN,N.A.,47,49,56,78,117,13
26-03-2012,CENTRAL/WESTERN,N.A.,24,57,67,91,56,11
27-03-2012,CENTRAL/WESTERN,N.A.,32,62,73,86,62,11
28-03-2012,CENTRAL/WESTERN,N.A.,37,57,66,80,69,10
29-03-2012,CENTRAL/WESTERN,N.A.,33,56,67,69,67,9
30-03-2012,CENTRAL/WESTERN,N.A.,32,66,88,35,72,8
31-03-2012,CENTRAL/WESTERN,N.A.,24,63,90,50,48,11
