Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-12-2013,CENTRAL/WESTERN,N.A.,33,88,105,49,53,14
02-12-2013,CENTRAL/WESTERN,N.A.,34,93,121,47,55,12
03-12-2013,CENTRAL/WESTERN,N.A.,40,78,95,73,64,9
04-12-2013,CENTRAL/WESTERN,N.A.,53,100,117,55,82,21
05-12-2013,CENTRAL/WESTERN,N.A.,43,87,106,62,64,19
06-12-2013,CENTRAL/WESTERN,N.A.,50,83,93,69,75,18
07-12-2013,CENTRAL/WESTERN,N.A.,57,88,100,65,82,15
08-12-2013,CENTRAL/WESTERN,N.A.,61,51,55,83,83,11
09-12-2013,CENTRAL/WESTERN,N.A.,76,84,102,64,102,19
10-12-2013,CENTRAL/WESTERN,N.A.,118,64,80,79,146,20
11-12-2013,CENTRAL/WESTERN,N.A.,120,68,79,66,153,23
12-12-2013,CENTRAL/WESTERN,N.A.,106,55,63,55,131,19
13-12-2013,CENTRAL/WESTERN,N.A.,97,89,131,25,123,17
14-12-2013,CENTRAL/WESTERN,N.A.,87,58,70,34,107,7
15-12-2013,CENTRAL/WESTERN,N.A.,23,40,47,24,28,0
16-12-2013,CENTRAL/WESTERN,N.A.,9,53,90,8,13,6
17-12-2013,CENTRAL/WESTERN,N.A.,15,53,132,9,20,11
18-12-2013,CENTRAL/WESTERN,N.A.,14,39,54,28,22,6
19-12-2013,CENTRAL/WESTERN,N.A.,26,57,73,31,39,7
20-12-2013,CENTRAL/WESTERN,N.A.,35,75,98,28,51,12
21-12-2013,CENTRAL/WESTERN,N.A.,60,73,91,39,82,16
22-12-2013,CENTRAL/WESTERN,N.A.,93,73,80,59,112,22
23-12-2013,CENTRAL/WESTERN,N.A.,90,102,133,38,116,20
24-12-2013,CENTRAL/WESTERN,N.A.,71,91,111,40,91,18
25-12-2013,CENTRAL/WESTERN,N.A.,95,95,108,44,122,27
26-12-2013,CENTRAL/WESTERN,N.A.,65,56,58,80,87,20
27-12-2013,CENTRAL/WESTERN,N.A.,108,67,71,79,138,39
28-12-2013,CENTRAL/WESTERN,N.A.,118,91,103,44,153,31
29-12-2013,CENTRAL/WESTERN,N.A.,56,61,66,72,77,15
30-12-2013,CENTRAL/WESTERN,N.A.,85,128,163,34,119,31
31-12-2013,CENTRAL/WESTERN,N.A.,80,133,188,25,110,35
