Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-09-2017,CENTRAL/WESTERN,N.A.,38,90,123,64,52,25
02-09-2017,CENTRAL/WESTERN,N.A.,35,66,77,82,45,13
03-09-2017,CENTRAL/WESTERN,N.A.,31,50,58,84,39,13
04-09-2017,CENTRAL/WESTERN,N.A.,8,21,32,45,13,4
05-09-2017,CENTRAL/WESTERN,N.A.,11,22,36,31,19,4
06-09-2017,CENTRAL/WESTERN,N.A.,11,41,77,20,18,9
07-09-2017,CENTRAL/WESTERN,N.A.,10,41,101,18,16,11
08-09-2017,CENTRAL/WESTERN,N.A.,6,18,29,45,9,6
09-09-2017,CENTRAL/WESTERN,N.A.,8,32,73,30,12,6
10-09-2017,CENTRAL/WESTERN,N.A.,9,24,44,29,13,8
11-09-2017,CENTRAL/WESTERN,N.A.,11,31,53,30,15,12
12-09-2017,CENTRAL/WESTERN,N.A.,36,74,97,83,49,16
13-09-2017,CENTRAL/WESTERN,N.A.,16,27,34,70,27,4
14-09-2017,CENTRAL/WESTERN,N.A.,18,33,40,107,32,4
15-09-2017,CENTRAL/WESTERN,N.A.,17,38,48,72,30,7
16-09-2017,CENTRAL/WESTERN,N.A.,42,59,71,153,63,18
17-09-2017,CENTRAL/WESTERN,N.A.,68,78,86,150,95,25
18-09-2017,CENTRAL/WESTERN,N.A.,44,57,63,112,62,12
19-09-2017,CENTRAL/WESTERN,N.A.,22,29,34,106,35,3
20-09-2017,CENTRAL/WESTERN,N.A.,20,36,45,64,31,4
21-09-2017,CENTRAL/WESTERN,N.A.,13,31,43,42,20,5
22-09-2017,CENTRAL/WESTERN,N.A.,11,31,46,30,17,4
23-09-2017,CENTRAL/WESTERN,N.A.,14,30,40,36,20,3
24-09-2017,CENTRAL/WESTERN,N.A.,9,16,24,39,18,3
25-09-2017,CENTRAL/WESTERN,N.A.,4,12,21,35,10,3
26-09-2017,CENTRAL/WESTERN,N.A.,N.A.,35,71,23,N.A.,10
27-09-2017,CENTRAL/WESTERN,N.A.,19,77,121,18,31,17
28-09-2017,CENTRAL/WESTERN,N.A.,11,42,66,22,16,13
29-09-2017,CENTRAL/WESTERN,N.A.,6,20,32,29,11,4
30-09-2017,CENTRAL/WESTERN,N.A.,17,29,35,69,28,3
