Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-02-2010,CENTRAL/WESTERN,N.A.,N.A.,81,237,14,45,25
02-02-2010,CENTRAL/WESTERN,N.A.,N.A.,87,200,23,66,13
03-02-2010,CENTRAL/WESTERN,N.A.,N.A.,66,114,34,67,9
04-02-2010,CENTRAL/WESTERN,N.A.,N.A.,64,126,26,38,8
05-02-2010,CENTRAL/WESTERN,N.A.,N.A.,67,130,27,47,8
06-02-2010,CENTRAL/WESTERN,N.A.,N.A.,67,142,25,43,7
07-02-2010,CENTRAL/WESTERN,N.A.,N.A.,53,78,22,17,7
08-02-2010,CENTRAL/WESTERN,N.A.,N.A.,70,143,22,29,5
09-02-2010,CENTRAL/WESTERN,N.A.,N.A.,48,108,24,35,2
10-02-2010,CENTRAL/WESTERN,N.A.,N.A.,43,88,22,30,3
11-02-2010,CENTRAL/WESTERN,N.A.,N.A.,31,56,26,24,6
12-02-2010,CENTRAL/WESTERN,N.A.,N.A.,45,109,8,39,11
13-02-2010,CENTRAL/WESTERN,N.A.,N.A.,32,50,19,19,2
14-02-2010,CENTRAL/WESTERN,N.A.,N.A.,38,95,19,29,10
15-02-2010,CENTRAL/WESTERN,N.A.,N.A.,35,89,6,16,16
16-02-2010,CENTRAL/WESTERN,N.A.,N.A.,37,65,15,19,5
17-02-2010,CENTRAL/WESTERN,N.A.,N.A.,42,86,12,21,3
18-02-2010,CENTRAL/WESTERN,N.A.,N.A.,46,79,17,45,4
19-02-2010,CENTRAL/WESTERN,N.A.,N.A.,59,120,14,28,10
20-02-2010,CENTRAL/WESTERN,N.A.,N.A.,67,129,18,31,6
21-02-2010,CENTRAL/WESTERN,N.A.,N.A.,63,80,43,39,3
22-02-2010,CENTRAL/WESTERN,N.A.,N.A.,80,141,24,56,3
23-02-2010,CENTRAL/WESTERN,N.A.,N.A.,100,218,11,42,11
24-02-2010,CENTRAL/WESTERN,N.A.,N.A.,54,87,40,31,2
25-02-2010,CENTRAL/WESTERN,N.A.,N.A.,37,63,28,32,13
26-02-2010,CENTRAL/WESTERN,N.A.,N.A.,43,88,20,35,9
27-02-2010,CENTRAL/WESTERN,N.A.,N.A.,54,216,11,39,15
28-02-2010,CENTRAL/WESTERN,N.A.,N.A.,38,85,15,32,3
