Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-09-2015,CENTRAL/WESTERN,N.A.,11,43,61,16,17,3
02-09-2015,CENTRAL/WESTERN,N.A.,10,45,67,8,16,3
03-09-2015,CENTRAL/WESTERN,N.A.,12,32,51,10,19,7
04-09-2015,CENTRAL/WESTERN,N.A.,11,31,74,12,19,5
05-09-2015,CENTRAL/WESTERN,N.A.,12,21,41,26,18,4
06-09-2015,CENTRAL/WESTERN,N.A.,13,16,19,38,19,4
07-09-2015,CENTRAL/WESTERN,N.A.,20,51,69,27,28,5
08-09-2015,CENTRAL/WESTERN,N.A.,25,36,38,95,37,5
09-09-2015,CENTRAL/WESTERN,N.A.,17,32,34,82,30,4
10-09-2015,CENTRAL/WESTERN,N.A.,19,33,36,84,33,4
11-09-2015,CENTRAL/WESTERN,N.A.,23,36,39,90,37,6
12-09-2015,CENTRAL/WESTERN,N.A.,29,35,37,104,44,8
13-09-2015,CENTRAL/WESTERN,N.A.,32,27,28,114,48,5
14-09-2015,CENTRAL/WESTERN,N.A.,27,27,28,97,44,5
15-09-2015,CENTRAL/WESTERN,N.A.,21,28,30,75,38,3
16-09-2015,CENTRAL/WESTERN,N.A.,20,33,36,50,33,5
17-09-2015,CENTRAL/WESTERN,N.A.,19,32,35,70,32,10
18-09-2015,CENTRAL/WESTERN,N.A.,29,51,55,N.A.,43,9
19-09-2015,CENTRAL/WESTERN,N.A.,31,38,43,81,43,18
20-09-2015,CENTRAL/WESTERN,N.A.,30,19,20,90,39,11
21-09-2015,CENTRAL/WESTERN,N.A.,25,42,58,60,33,9
22-09-2015,CENTRAL/WESTERN,N.A.,15,27,34,43,21,8
23-09-2015,CENTRAL/WESTERN,N.A.,11,32,50,27,18,10
24-09-2015,CENTRAL/WESTERN,N.A.,13,26,37,28,18,11
25-09-2015,CENTRAL/WESTERN,N.A.,14,30,42,29,20,10
26-09-2015,CENTRAL/WESTERN,N.A.,27,59,75,53,38,11
27-09-2015,CENTRAL/WESTERN,N.A.,28,48,54,67,41,8
28-09-2015,CENTRAL/WESTERN,N.A.,36,52,55,91,50,12
29-09-2015,CENTRAL/WESTERN,N.A.,44,66,71,109,68,20
30-09-2015,CENTRAL/WESTERN,N.A.,39,30,33,115,52,11
