Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-05-2016,CENTRAL/WESTERN,N.A.,30,29,32,89,42,4
02-05-2016,CENTRAL/WESTERN,N.A.,27,24,30,42,37,6
03-05-2016,CENTRAL/WESTERN,N.A.,16,41,73,19,22,11
04-05-2016,CENTRAL/WESTERN,N.A.,17,56,87,19,23,9
05-05-2016,CENTRAL/WESTERN,N.A.,17,11,16,26,21,4
06-05-2016,CENTRAL/WESTERN,N.A.,18,14,21,30,23,5
07-05-2016,CENTRAL/WESTERN,N.A.,14,12,16,37,18,3
08-05-2016,CENTRAL/WESTERN,N.A.,12,9,12,38,15,3
09-05-2016,CENTRAL/WESTERN,N.A.,12,16,21,35,16,6
10-05-2016,CENTRAL/WESTERN,N.A.,13,47,83,14,21,10
11-05-2016,CENTRAL/WESTERN,N.A.,21,46,61,59,32,7
12-05-2016,CENTRAL/WESTERN,N.A.,30,33,35,105,46,3
13-05-2016,CENTRAL/WESTERN,N.A.,N.A.,34,37,76,N.A.,2
14-05-2016,CENTRAL/WESTERN,N.A.,24,23,25,64,36,2
15-05-2016,CENTRAL/WESTERN,N.A.,19,33,43,43,29,6
16-05-2016,CENTRAL/WESTERN,N.A.,22,47,54,59,40,6
17-05-2016,CENTRAL/WESTERN,N.A.,18,29,31,67,33,2
18-05-2016,CENTRAL/WESTERN,N.A.,23,31,33,89,42,3
19-05-2016,CENTRAL/WESTERN,N.A.,26,37,40,65,44,3
20-05-2016,CENTRAL/WESTERN,N.A.,21,45,55,34,33,1
21-05-2016,CENTRAL/WESTERN,N.A.,15,38,44,48,21,6
22-05-2016,CENTRAL/WESTERN,N.A.,17,58,73,40,25,11
23-05-2016,CENTRAL/WESTERN,N.A.,24,80,114,33,34,16
24-05-2016,CENTRAL/WESTERN,N.A.,37,58,70,90,47,14
25-05-2016,CENTRAL/WESTERN,N.A.,20,34,41,61,26,3
26-05-2016,CENTRAL/WESTERN,N.A.,18,29,33,50,26,2
27-05-2016,CENTRAL/WESTERN,N.A.,8,18,23,42,15,2
28-05-2016,CENTRAL/WESTERN,N.A.,10,31,56,35,20,6
29-05-2016,CENTRAL/WESTERN,N.A.,10,15,19,35,21,4
30-05-2016,CENTRAL/WESTERN,N.A.,10,11,16,38,19,2
31-05-2016,CENTRAL/WESTERN,N.A.,9,11,16,35,16,2
