Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-02-2016,CENTRAL/WESTERN,N.A.,9,43,82,10,11,13
02-02-2016,CENTRAL/WESTERN,N.A.,13,46,80,11,17,14
03-02-2016,CENTRAL/WESTERN,N.A.,24,49,63,20,28,15
04-02-2016,CENTRAL/WESTERN,N.A.,47,73,125,15,61,25
05-02-2016,CENTRAL/WESTERN,N.A.,35,53,70,31,45,17
06-02-2016,CENTRAL/WESTERN,N.A.,35,28,30,91,50,10
07-02-2016,CENTRAL/WESTERN,N.A.,19,45,55,67,33,10
08-02-2016,CENTRAL/WESTERN,N.A.,25,51,64,59,38,12
09-02-2016,CENTRAL/WESTERN,N.A.,25,38,40,79,41,15
10-02-2016,CENTRAL/WESTERN,N.A.,19,26,27,84,32,16
11-02-2016,CENTRAL/WESTERN,N.A.,32,55,64,40,82,14
12-02-2016,CENTRAL/WESTERN,N.A.,28,53,75,19,35,13
13-02-2016,CENTRAL/WESTERN,N.A.,13,26,37,26,19,13
14-02-2016,CENTRAL/WESTERN,N.A.,20,50,77,23,28,17
15-02-2016,CENTRAL/WESTERN,N.A.,18,40,49,29,24,15
16-02-2016,CENTRAL/WESTERN,N.A.,27,47,67,23,37,16
17-02-2016,CENTRAL/WESTERN,N.A.,31,46,59,31,44,15
18-02-2016,CENTRAL/WESTERN,N.A.,24,48,55,33,27,13
19-02-2016,CENTRAL/WESTERN,N.A.,25,56,77,37,31,14
20-02-2016,CENTRAL/WESTERN,N.A.,33,60,72,50,42,16
21-02-2016,CENTRAL/WESTERN,N.A.,47,31,32,85,102,16
22-02-2016,CENTRAL/WESTERN,N.A.,47,67,138,37,120,15
23-02-2016,CENTRAL/WESTERN,N.A.,28,58,135,2,43,14
24-02-2016,CENTRAL/WESTERN,N.A.,11,44,68,13,17,11
25-02-2016,CENTRAL/WESTERN,N.A.,22,49,72,15,30,12
26-02-2016,CENTRAL/WESTERN,N.A.,41,59,118,13,65,15
27-02-2016,CENTRAL/WESTERN,N.A.,50,73,123,12,67,20
28-02-2016,CENTRAL/WESTERN,N.A.,27,63,75,42,35,17
29-02-2016,CENTRAL/WESTERN,N.A.,30,69,103,54,48,18
