Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-06-2016,CENTRAL/WESTERN,N.A.,9,9,13,33,17,2
02-06-2016,CENTRAL/WESTERN,N.A.,10,14,19,42,20,4
03-06-2016,CENTRAL/WESTERN,N.A.,12,14,18,45,23,3
04-06-2016,CENTRAL/WESTERN,N.A.,11,31,42,38,20,5
05-06-2016,CENTRAL/WESTERN,N.A.,11,49,77,33,16,10
06-06-2016,CENTRAL/WESTERN,N.A.,12,70,127,12,17,14
07-06-2016,CENTRAL/WESTERN,N.A.,14,58,86,26,19,13
08-06-2016,CENTRAL/WESTERN,N.A.,9,48,81,30,13,10
09-06-2016,CENTRAL/WESTERN,N.A.,8,33,39,37,12,7
10-06-2016,CENTRAL/WESTERN,N.A.,8,31,50,36,11,7
11-06-2016,CENTRAL/WESTERN,N.A.,8,37,59,28,11,9
12-06-2016,CENTRAL/WESTERN,N.A.,11,25,35,44,18,4
13-06-2016,CENTRAL/WESTERN,N.A.,13,15,19,52,25,3
14-06-2016,CENTRAL/WESTERN,N.A.,12,18,20,49,24,3
15-06-2016,CENTRAL/WESTERN,N.A.,12,15,19,45,25,4
16-06-2016,CENTRAL/WESTERN,N.A.,11,28,39,38,22,6
17-06-2016,CENTRAL/WESTERN,N.A.,12,37,72,22,19,12
18-06-2016,CENTRAL/WESTERN,N.A.,7,16,23,25,12,7
19-06-2016,CENTRAL/WESTERN,N.A.,7,18,29,23,10,7
20-06-2016,CENTRAL/WESTERN,N.A.,7,15,38,23,15,8
21-06-2016,CENTRAL/WESTERN,N.A.,7,15,22,30,12,7
22-06-2016,CENTRAL/WESTERN,N.A.,8,20,31,34,12,10
23-06-2016,CENTRAL/WESTERN,N.A.,7,24,35,34,10,12
24-06-2016,CENTRAL/WESTERN,N.A.,8,23,48,26,12,11
25-06-2016,CENTRAL/WESTERN,N.A.,7,20,41,24,11,7
26-06-2016,CENTRAL/WESTERN,N.A.,8,11,18,39,12,4
27-06-2016,CENTRAL/WESTERN,N.A.,9,25,40,20,13,3
28-06-2016,CENTRAL/WESTERN,N.A.,5,18,31,17,9,6
29-06-2016,CENTRAL/WESTERN,N.A.,6,18,26,28,13,5
30-06-2016,CENTRAL/WESTERN,N.A.,6,11,15,37,13,6
