Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-03-2013,CENTRAL/WESTERN,N.A.,42,71,133,20,58,3
02-03-2013,CENTRAL/WESTERN,N.A.,27,58,85,12,37,3
03-03-2013,CENTRAL/WESTERN,N.A.,38,52,81,16,52,9
04-03-2013,CENTRAL/WESTERN,N.A.,42,74,101,43,62,17
05-03-2013,CENTRAL/WESTERN,N.A.,40,70,83,88,81,15
06-03-2013,CENTRAL/WESTERN,N.A.,47,94,122,73,92,14
07-03-2013,CENTRAL/WESTERN,N.A.,55,132,305,36,96,27
08-03-2013,CENTRAL/WESTERN,N.A.,63,162,374,23,96,33
09-03-2013,CENTRAL/WESTERN,N.A.,51,109,252,57,76,32
10-03-2013,CENTRAL/WESTERN,N.A.,31,71,134,39,45,22
11-03-2013,CENTRAL/WESTERN,N.A.,39,73,121,41,64,13
12-03-2013,CENTRAL/WESTERN,N.A.,37,68,103,44,59,8
13-03-2013,CENTRAL/WESTERN,N.A.,37,89,189,11,53,17
14-03-2013,CENTRAL/WESTERN,N.A.,45,60,87,41,66,14
15-03-2013,CENTRAL/WESTERN,N.A.,58,63,75,74,85,10
16-03-2013,CENTRAL/WESTERN,N.A.,52,75,89,63,76,10
17-03-2013,CENTRAL/WESTERN,N.A.,46,81,128,31,64,10
18-03-2013,CENTRAL/WESTERN,N.A.,40,79,260,11,55,26
19-03-2013,CENTRAL/WESTERN,N.A.,28,50,116,15,37,13
20-03-2013,CENTRAL/WESTERN,N.A.,24,45,136,19,33,17
21-03-2013,CENTRAL/WESTERN,N.A.,44,69,141,24,61,20
22-03-2013,CENTRAL/WESTERN,N.A.,59,84,162,24,81,20
23-03-2013,CENTRAL/WESTERN,N.A.,42,89,307,4,59,40
24-03-2013,CENTRAL/WESTERN,N.A.,39,75,299,3,55,42
25-03-2013,CENTRAL/WESTERN,N.A.,41,65,144,30,58,20
26-03-2013,CENTRAL/WESTERN,N.A.,35,66,89,44,52,7
27-03-2013,CENTRAL/WESTERN,N.A.,25,76,152,11,35,14
28-03-2013,CENTRAL/WESTERN,N.A.,27,71,117,27,35,10
29-03-2013,CENTRAL/WESTERN,N.A.,31,67,91,43,37,12
30-03-2013,CENTRAL/WESTERN,N.A.,30,44,54,71,45,8
31-03-2013,CENTRAL/WESTERN,N.A.,N.A.,48,61,55,N.A.,9
