Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-07-2018,CENTRAL/WESTERN,N.A.,11,10,16,51,19,6
02-07-2018,CENTRAL/WESTERN,N.A.,12,16,27,47,23,8
03-07-2018,CENTRAL/WESTERN,N.A.,12,13,20,43,24,7
04-07-2018,CENTRAL/WESTERN,N.A.,11,14,20,46,24,7
05-07-2018,CENTRAL/WESTERN,N.A.,10,17,28,39,22,8
06-07-2018,CENTRAL/WESTERN,N.A.,10,11,18,50,19,7
07-07-2018,CENTRAL/WESTERN,N.A.,11,22,34,36,17,8
08-07-2018,CENTRAL/WESTERN,N.A.,9,27,42,20,14,8
09-07-2018,CENTRAL/WESTERN,N.A.,7,21,34,23,14,7
10-07-2018,CENTRAL/WESTERN,N.A.,12,28,39,38,21,8
11-07-2018,CENTRAL/WESTERN,N.A.,15,38,58,45,25,18
12-07-2018,CENTRAL/WESTERN,N.A.,6,21,34,29,9,7
13-07-2018,CENTRAL/WESTERN,N.A.,6,30,45,19,10,7
14-07-2018,CENTRAL/WESTERN,N.A.,7,19,31,20,15,7
15-07-2018,CENTRAL/WESTERN,N.A.,5,15,22,22,13,7
16-07-2018,CENTRAL/WESTERN,N.A.,10,23,33,31,20,8
17-07-2018,CENTRAL/WESTERN,N.A.,13,25,34,45,25,8
18-07-2018,CENTRAL/WESTERN,N.A.,8,19,32,16,16,7
19-07-2018,CENTRAL/WESTERN,N.A.,8,21,32,25,14,7
20-07-2018,CENTRAL/WESTERN,N.A.,8,22,34,31,13,7
21-07-2018,CENTRAL/WESTERN,N.A.,12,28,49,38,21,12
22-07-2018,CENTRAL/WESTERN,N.A.,8,24,40,30,12,12
23-07-2018,CENTRAL/WESTERN,N.A.,11,19,35,30,20,10
24-07-2018,CENTRAL/WESTERN,N.A.,12,10,16,43,26,7
25-07-2018,CENTRAL/WESTERN,N.A.,14,17,31,36,25,7
26-07-2018,CENTRAL/WESTERN,N.A.,11,12,21,32,17,7
27-07-2018,CENTRAL/WESTERN,N.A.,10,19,38,25,15,9
28-07-2018,CENTRAL/WESTERN,N.A.,9,18,34,26,12,9
29-07-2018,CENTRAL/WESTERN,N.A.,9,19,38,22,11,14
30-07-2018,CENTRAL/WESTERN,N.A.,9,18,33,29,14,11
31-07-2018,CENTRAL/WESTERN,N.A.,10,12,21,36,17,9
