Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-06-2008,CENTRAL/WESTERN,N.A.,N.A.,44,54,53,88,8
02-06-2008,CENTRAL/WESTERN,N.A.,N.A.,62,112,26,44,23
03-06-2008,CENTRAL/WESTERN,N.A.,N.A.,69,129,17,41,25
04-06-2008,CENTRAL/WESTERN,N.A.,N.A.,42,65,27,16,8
05-06-2008,CENTRAL/WESTERN,N.A.,N.A.,58,159,11,26,65
06-06-2008,CENTRAL/WESTERN,N.A.,N.A.,33,76,9,10,13
07-06-2008,CENTRAL/WESTERN,N.A.,N.A.,23,57,11,14,24
08-06-2008,CENTRAL/WESTERN,N.A.,N.A.,13,25,27,17,8
09-06-2008,CENTRAL/WESTERN,N.A.,N.A.,10,19,31,15,6
10-06-2008,CENTRAL/WESTERN,N.A.,N.A.,14,32,23,18,20
11-06-2008,CENTRAL/WESTERN,N.A.,N.A.,20,52,16,18,38
12-06-2008,CENTRAL/WESTERN,N.A.,N.A.,17,37,18,15,27
13-06-2008,CENTRAL/WESTERN,N.A.,N.A.,19,35,24,18,10
14-06-2008,CENTRAL/WESTERN,N.A.,N.A.,42,114,10,16,37
15-06-2008,CENTRAL/WESTERN,N.A.,N.A.,41,134,10,21,44
16-06-2008,CENTRAL/WESTERN,N.A.,N.A.,50,173,6,30,27
17-06-2008,CENTRAL/WESTERN,N.A.,N.A.,31,68,14,11,37
18-06-2008,CENTRAL/WESTERN,N.A.,N.A.,27,64,18,16,9
19-06-2008,CENTRAL/WESTERN,N.A.,N.A.,23,49,23,22,12
20-06-2008,CENTRAL/WESTERN,N.A.,N.A.,16,46,22,14,8
21-06-2008,CENTRAL/WESTERN,N.A.,N.A.,30,94,11,18,69
22-06-2008,CENTRAL/WESTERN,N.A.,N.A.,37,87,23,26,49
23-06-2008,CENTRAL/WESTERN,N.A.,N.A.,50,108,22,35,54
24-06-2008,CENTRAL/WESTERN,N.A.,N.A.,25,39,26,18,9
25-06-2008,CENTRAL/WESTERN,N.A.,N.A.,13,16,50,15,5
26-06-2008,CENTRAL/WESTERN,N.A.,N.A.,33,46,30,20,17
27-06-2008,CENTRAL/WESTERN,N.A.,N.A.,51,148,21,22,55
28-06-2008,CENTRAL/WESTERN,N.A.,N.A.,49,144,10,28,42
29-06-2008,CENTRAL/WESTERN,N.A.,N.A.,38,90,12,21,37
30-06-2008,CENTRAL/WESTERN,N.A.,N.A.,49,182,8,29,27
