Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-08-2018,CENTRAL/WESTERN,N.A.,9,17,29,34,14,9
02-08-2018,CENTRAL/WESTERN,N.A.,9,14,23,41,15,8
03-08-2018,CENTRAL/WESTERN,N.A.,9,13,21,38,16,8
04-08-2018,CENTRAL/WESTERN,N.A.,12,26,45,35,18,9
05-08-2018,CENTRAL/WESTERN,N.A.,14,23,41,35,20,13
06-08-2018,CENTRAL/WESTERN,N.A.,14,39,81,21,22,16
07-08-2018,CENTRAL/WESTERN,N.A.,16,53,96,19,23,17
08-08-2018,CENTRAL/WESTERN,N.A.,12,25,35,43,17,8
09-08-2018,CENTRAL/WESTERN,N.A.,9,21,31,34,15,8
10-08-2018,CENTRAL/WESTERN,N.A.,5,30,42,27,8,7
11-08-2018,CENTRAL/WESTERN,N.A.,9,35,44,38,14,8
12-08-2018,CENTRAL/WESTERN,N.A.,8,27,35,41,11,9
13-08-2018,CENTRAL/WESTERN,N.A.,9,26,35,47,13,9
14-08-2018,CENTRAL/WESTERN,N.A.,8,27,34,58,12,7
15-08-2018,CENTRAL/WESTERN,N.A.,12,19,25,67,17,8
16-08-2018,CENTRAL/WESTERN,N.A.,9,18,26,N.A.,14,9
17-08-2018,CENTRAL/WESTERN,N.A.,10,44,80,N.A.,16,13
18-08-2018,CENTRAL/WESTERN,N.A.,12,22,38,N.A.,19,11
19-08-2018,CENTRAL/WESTERN,N.A.,10,17,24,N.A.,12,10
20-08-2018,CENTRAL/WESTERN,N.A.,28,55,69,N.A.,36,12
21-08-2018,CENTRAL/WESTERN,N.A.,36,83,107,N.A.,45,15
22-08-2018,CENTRAL/WESTERN,N.A.,28,50,60,104,36,14
23-08-2018,CENTRAL/WESTERN,N.A.,21,50,60,73,29,13
24-08-2018,CENTRAL/WESTERN,N.A.,46,61,76,118,60,18
25-08-2018,CENTRAL/WESTERN,N.A.,51,54,62,137,70,20
26-08-2018,CENTRAL/WESTERN,N.A.,33,56,63,109,44,15
27-08-2018,CENTRAL/WESTERN,N.A.,20,47,59,66,24,11
28-08-2018,CENTRAL/WESTERN,N.A.,16,64,90,35,21,8
29-08-2018,CENTRAL/WESTERN,N.A.,10,19,26,43,19,4
30-08-2018,CENTRAL/WESTERN,N.A.,14,16,23,39,34,4
31-08-2018,CENTRAL/WESTERN,N.A.,16,14,21,36,34,3
