Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-01-2011,CENTRAL/WESTERN,N.A.,N.A.,55,67,61,81,16
02-01-2011,CENTRAL/WESTERN,N.A.,N.A.,42,48,52,70,13
03-01-2011,CENTRAL/WESTERN,N.A.,N.A.,62,130,11,75,17
04-01-2011,CENTRAL/WESTERN,N.A.,N.A.,55,79,18,48,8
05-01-2011,CENTRAL/WESTERN,N.A.,N.A.,69,128,16,80,15
06-01-2011,CENTRAL/WESTERN,N.A.,N.A.,59,105,9,51,15
07-01-2011,CENTRAL/WESTERN,N.A.,N.A.,61,107,9,76,21
08-01-2011,CENTRAL/WESTERN,N.A.,N.A.,90,139,16,92,26
09-01-2011,CENTRAL/WESTERN,N.A.,N.A.,84,115,31,101,29
10-01-2011,CENTRAL/WESTERN,N.A.,N.A.,84,115,20,113,35
11-01-2011,CENTRAL/WESTERN,N.A.,N.A.,66,96,17,83,23
12-01-2011,CENTRAL/WESTERN,N.A.,N.A.,60,122,6,30,7
13-01-2011,CENTRAL/WESTERN,N.A.,N.A.,81,151,14,60,15
14-01-2011,CENTRAL/WESTERN,N.A.,N.A.,128,203,13,102,35
15-01-2011,CENTRAL/WESTERN,N.A.,N.A.,77,119,28,91,30
16-01-2011,CENTRAL/WESTERN,N.A.,N.A.,48,55,55,67,17
17-01-2011,CENTRAL/WESTERN,N.A.,N.A.,62,77,54,76,17
18-01-2011,CENTRAL/WESTERN,N.A.,N.A.,67,92,36,55,11
19-01-2011,CENTRAL/WESTERN,N.A.,N.A.,68,83,44,70,12
20-01-2011,CENTRAL/WESTERN,N.A.,N.A.,90,143,17,91,22
21-01-2011,CENTRAL/WESTERN,N.A.,N.A.,81,135,12,56,20
22-01-2011,CENTRAL/WESTERN,N.A.,N.A.,72,121,8,58,16
23-01-2011,CENTRAL/WESTERN,N.A.,N.A.,85,132,19,82,28
24-01-2011,CENTRAL/WESTERN,N.A.,N.A.,78,134,9,N.A.,23
25-01-2011,CENTRAL/WESTERN,N.A.,N.A.,65,86,41,95,17
26-01-2011,CENTRAL/WESTERN,N.A.,N.A.,80,134,29,77,16
27-01-2011,CENTRAL/WESTERN,N.A.,N.A.,71,100,32,59,9
28-01-2011,CENTRAL/WESTERN,N.A.,N.A.,61,94,22,47,7
29-01-2011,CENTRAL/WESTERN,N.A.,N.A.,60,81,32,49,11
30-01-2011,CENTRAL/WESTERN,N.A.,N.A.,61,80,27,49,13
31-01-2011,CENTRAL/WESTERN,N.A.,N.A.,61,77,30,73,11
