Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-02-2011,CENTRAL/WESTERN,N.A.,N.A.,80,108,29,82,18
02-02-2011,CENTRAL/WESTERN,N.A.,N.A.,80,112,22,81,19
03-02-2011,CENTRAL/WESTERN,N.A.,N.A.,59,86,32,49,7
04-02-2011,CENTRAL/WESTERN,N.A.,N.A.,108,227,18,74,32
05-02-2011,CENTRAL/WESTERN,N.A.,N.A.,82,158,33,62,11
06-02-2011,CENTRAL/WESTERN,N.A.,N.A.,76,97,42,57,9
07-02-2011,CENTRAL/WESTERN,N.A.,N.A.,75,89,43,59,9
08-02-2011,CENTRAL/WESTERN,N.A.,N.A.,98,259,21,74,28
09-02-2011,CENTRAL/WESTERN,N.A.,N.A.,64,89,35,65,6
10-02-2011,CENTRAL/WESTERN,N.A.,N.A.,74,99,56,101,5
11-02-2011,CENTRAL/WESTERN,N.A.,N.A.,68,112,22,73,8
12-02-2011,CENTRAL/WESTERN,N.A.,N.A.,44,64,40,60,6
13-02-2011,CENTRAL/WESTERN,N.A.,N.A.,49,70,34,49,7
14-02-2011,CENTRAL/WESTERN,N.A.,N.A.,55,87,19,35,7
15-02-2011,CENTRAL/WESTERN,N.A.,N.A.,45,60,27,45,5
16-02-2011,CENTRAL/WESTERN,N.A.,N.A.,59,95,20,45,4
17-02-2011,CENTRAL/WESTERN,N.A.,N.A.,78,229,7,67,26
18-02-2011,CENTRAL/WESTERN,N.A.,N.A.,52,120,4,29,9
19-02-2011,CENTRAL/WESTERN,N.A.,N.A.,51,142,7,23,9
20-02-2011,CENTRAL/WESTERN,N.A.,N.A.,62,124,5,30,15
21-02-2011,CENTRAL/WESTERN,N.A.,N.A.,64,95,21,51,7
22-02-2011,CENTRAL/WESTERN,N.A.,N.A.,71,88,53,59,7
23-02-2011,CENTRAL/WESTERN,N.A.,N.A.,92,141,46,71,9
24-02-2011,CENTRAL/WESTERN,N.A.,N.A.,126,246,11,88,20
25-02-2011,CENTRAL/WESTERN,N.A.,N.A.,72,89,49,85,8
26-02-2011,CENTRAL/WESTERN,N.A.,N.A.,70,85,60,74,6
27-02-2011,CENTRAL/WESTERN,N.A.,N.A.,69,86,43,62,5
28-02-2011,CENTRAL/WESTERN,N.A.,N.A.,99,299,11,53,15
