Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-05-2011,CENTRAL/WESTERN,N.A.,N.A.,40,119,9,36,16
02-05-2011,CENTRAL/WESTERN,N.A.,N.A.,26,43,22,23,5
03-05-2011,CENTRAL/WESTERN,N.A.,N.A.,38,83,16,23,17
04-05-2011,CENTRAL/WESTERN,N.A.,N.A.,72,155,10,62,26
05-05-2011,CENTRAL/WESTERN,N.A.,N.A.,57,81,20,54,4
06-05-2011,CENTRAL/WESTERN,N.A.,N.A.,38,70,19,38,6
07-05-2011,CENTRAL/WESTERN,N.A.,N.A.,26,46,20,20,4
08-05-2011,CENTRAL/WESTERN,N.A.,N.A.,22,36,21,16,3
09-05-2011,CENTRAL/WESTERN,N.A.,N.A.,30,62,18,22,4
10-05-2011,CENTRAL/WESTERN,N.A.,N.A.,17,28,28,15,6
11-05-2011,CENTRAL/WESTERN,N.A.,N.A.,29,44,33,N.A.,8
12-05-2011,CENTRAL/WESTERN,N.A.,N.A.,31,50,29,35,8
13-05-2011,CENTRAL/WESTERN,N.A.,N.A.,59,116,25,34,11
14-05-2011,CENTRAL/WESTERN,N.A.,N.A.,48,57,62,38,3
15-05-2011,CENTRAL/WESTERN,N.A.,N.A.,52,57,74,78,3
16-05-2011,CENTRAL/WESTERN,N.A.,N.A.,58,97,32,60,10
17-05-2011,CENTRAL/WESTERN,N.A.,N.A.,58,81,29,20,6
18-05-2011,CENTRAL/WESTERN,N.A.,N.A.,52,58,95,40,7
19-05-2011,CENTRAL/WESTERN,N.A.,N.A.,47,55,78,38,7
20-05-2011,CENTRAL/WESTERN,N.A.,N.A.,49,66,40,27,4
21-05-2011,CENTRAL/WESTERN,N.A.,N.A.,47,85,21,19,5
22-05-2011,CENTRAL/WESTERN,N.A.,N.A.,43,70,21,13,8
23-05-2011,CENTRAL/WESTERN,N.A.,N.A.,81,141,13,46,24
24-05-2011,CENTRAL/WESTERN,N.A.,N.A.,62,85,20,32,5
25-05-2011,CENTRAL/WESTERN,N.A.,N.A.,77,109,18,36,4
26-05-2011,CENTRAL/WESTERN,N.A.,N.A.,93,124,40,54,15
27-05-2011,CENTRAL/WESTERN,N.A.,N.A.,103,130,55,64,15
28-05-2011,CENTRAL/WESTERN,N.A.,N.A.,126,155,78,101,39
29-05-2011,CENTRAL/WESTERN,N.A.,N.A.,72,95,79,84,13
30-05-2011,CENTRAL/WESTERN,N.A.,N.A.,47,52,105,51,4
31-05-2011,CENTRAL/WESTERN,N.A.,N.A.,69,90,79,53,8
