Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-01-2016,CENTRAL/WESTERN,N.A.,49,64,78,77,74,14
02-01-2016,CENTRAL/WESTERN,N.A.,64,96,156,36,88,17
03-01-2016,CENTRAL/WESTERN,N.A.,31,58,74,37,37,7
04-01-2016,CENTRAL/WESTERN,N.A.,14,50,65,31,17,7
05-01-2016,CENTRAL/WESTERN,N.A.,21,60,114,13,26,6
06-01-2016,CENTRAL/WESTERN,N.A.,20,66,113,15,27,8
07-01-2016,CENTRAL/WESTERN,N.A.,23,46,58,49,29,6
08-01-2016,CENTRAL/WESTERN,N.A.,34,64,81,44,45,7
09-01-2016,CENTRAL/WESTERN,N.A.,33,36,38,70,45,3
10-01-2016,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
11-01-2016,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
12-01-2016,CENTRAL/WESTERN,N.A.,17,49,71,13,24,3
13-01-2016,CENTRAL/WESTERN,N.A.,24,41,51,38,30,3
14-01-2016,CENTRAL/WESTERN,N.A.,33,41,44,53,44,3
15-01-2016,CENTRAL/WESTERN,N.A.,23,47,57,36,26,2
16-01-2016,CENTRAL/WESTERN,N.A.,28,42,49,35,37,3
17-01-2016,CENTRAL/WESTERN,N.A.,22,49,74,27,26,5
18-01-2016,CENTRAL/WESTERN,N.A.,20,42,56,43,26,7
19-01-2016,CENTRAL/WESTERN,N.A.,33,40,45,51,45,8
20-01-2016,CENTRAL/WESTERN,N.A.,42,38,41,55,54,3
21-01-2016,CENTRAL/WESTERN,N.A.,20,47,73,20,25,4
22-01-2016,CENTRAL/WESTERN,N.A.,11,39,74,8,13,1
23-01-2016,CENTRAL/WESTERN,N.A.,15,32,38,33,19,4
24-01-2016,CENTRAL/WESTERN,N.A.,25,25,27,59,37,6
25-01-2016,CENTRAL/WESTERN,N.A.,19,49,57,50,44,11
26-01-2016,CENTRAL/WESTERN,N.A.,24,76,121,18,46,10
27-01-2016,CENTRAL/WESTERN,N.A.,18,66,102,17,23,5
28-01-2016,CENTRAL/WESTERN,N.A.,12,52,81,23,16,1
29-01-2016,CENTRAL/WESTERN,N.A.,8,43,58,26,9,5
30-01-2016,CENTRAL/WESTERN,N.A.,21,51,97,28,27,16
31-01-2016,CENTRAL/WESTERN,N.A.,19,26,27,60,28,12
