Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-08-2013,CENTRAL/WESTERN,N.A.,8,30,58,11,21,2
02-08-2013,CENTRAL/WESTERN,N.A.,11,38,67,19,21,2
03-08-2013,CENTRAL/WESTERN,N.A.,12,31,56,17,27,1
04-08-2013,CENTRAL/WESTERN,N.A.,10,32,71,25,20,7
05-08-2013,CENTRAL/WESTERN,N.A.,15,61,136,12,26,23
06-08-2013,CENTRAL/WESTERN,N.A.,13,39,102,13,22,11
07-08-2013,CENTRAL/WESTERN,N.A.,8,25,51,21,16,4
08-08-2013,CENTRAL/WESTERN,N.A.,8,27,43,30,16,9
09-08-2013,CENTRAL/WESTERN,N.A.,14,35,61,38,23,14
10-08-2013,CENTRAL/WESTERN,N.A.,19,49,69,39,30,10
11-08-2013,CENTRAL/WESTERN,N.A.,12,32,45,38,18,6
12-08-2013,CENTRAL/WESTERN,N.A.,13,43,67,30,18,8
13-08-2013,CENTRAL/WESTERN,N.A.,14,30,47,35,17,4
14-08-2013,CENTRAL/WESTERN,N.A.,9,17,23,42,13,2
15-08-2013,CENTRAL/WESTERN,N.A.,10,26,40,28,16,3
16-08-2013,CENTRAL/WESTERN,N.A.,11,29,43,21,17,3
17-08-2013,CENTRAL/WESTERN,N.A.,11,29,43,26,17,4
18-08-2013,CENTRAL/WESTERN,N.A.,13,24,32,35,18,4
19-08-2013,CENTRAL/WESTERN,N.A.,17,52,107,16,22,10
20-08-2013,CENTRAL/WESTERN,N.A.,34,79,128,47,40,25
21-08-2013,CENTRAL/WESTERN,N.A.,83,107,135,107,92,36
22-08-2013,CENTRAL/WESTERN,N.A.,49,47,55,68,57,13
23-08-2013,CENTRAL/WESTERN,N.A.,11,26,38,40,18,3
24-08-2013,CENTRAL/WESTERN,N.A.,11,29,45,31,18,4
25-08-2013,CENTRAL/WESTERN,N.A.,10,28,45,22,16,3
26-08-2013,CENTRAL/WESTERN,N.A.,11,41,83,14,17,5
27-08-2013,CENTRAL/WESTERN,N.A.,18,46,128,14,23,25
28-08-2013,CENTRAL/WESTERN,N.A.,10,40,89,14,15,10
29-08-2013,CENTRAL/WESTERN,N.A.,13,47,93,19,19,16
30-08-2013,CENTRAL/WESTERN,N.A.,21,70,92,47,28,13
31-08-2013,CENTRAL/WESTERN,N.A.,27,82,157,16,35,19
