Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-04-2011,CENTRAL/WESTERN,N.A.,N.A.,79,96,50,57,9
02-04-2011,CENTRAL/WESTERN,N.A.,N.A.,99,215,32,71,24
03-04-2011,CENTRAL/WESTERN,N.A.,N.A.,107,306,12,73,58
04-04-2011,CENTRAL/WESTERN,N.A.,N.A.,66,110,23,53,12
05-04-2011,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
06-04-2011,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,N.A.,52,N.A.
07-04-2011,CENTRAL/WESTERN,N.A.,N.A.,90,156,39,52,18
08-04-2011,CENTRAL/WESTERN,N.A.,N.A.,121,308,12,63,44
09-04-2011,CENTRAL/WESTERN,N.A.,N.A.,67,82,46,45,6
10-04-2011,CENTRAL/WESTERN,N.A.,N.A.,84,156,57,58,18
11-04-2011,CENTRAL/WESTERN,N.A.,N.A.,93,162,29,59,24
12-04-2011,CENTRAL/WESTERN,N.A.,N.A.,51,56,90,97,7
13-04-2011,CENTRAL/WESTERN,N.A.,N.A.,86,133,53,77,13
14-04-2011,CENTRAL/WESTERN,N.A.,N.A.,94,221,18,62,21
15-04-2011,CENTRAL/WESTERN,N.A.,N.A.,65,149,10,61,23
16-04-2011,CENTRAL/WESTERN,N.A.,N.A.,34,65,21,43,7
17-04-2011,CENTRAL/WESTERN,N.A.,N.A.,30,54,20,24,5
18-04-2011,CENTRAL/WESTERN,N.A.,N.A.,69,88,45,37,8
19-04-2011,CENTRAL/WESTERN,N.A.,N.A.,61,66,119,100,13
20-04-2011,CENTRAL/WESTERN,N.A.,N.A.,54,58,117,107,8
21-04-2011,CENTRAL/WESTERN,N.A.,N.A.,63,71,74,74,6
22-04-2011,CENTRAL/WESTERN,N.A.,N.A.,63,89,35,50,12
23-04-2011,CENTRAL/WESTERN,N.A.,N.A.,60,69,39,47,7
24-04-2011,CENTRAL/WESTERN,N.A.,N.A.,78,98,67,48,10
25-04-2011,CENTRAL/WESTERN,N.A.,N.A.,104,167,42,68,30
26-04-2011,CENTRAL/WESTERN,N.A.,N.A.,83,112,41,59,15
27-04-2011,CENTRAL/WESTERN,N.A.,N.A.,56,82,46,58,8
28-04-2011,CENTRAL/WESTERN,N.A.,N.A.,73,152,19,66,15
29-04-2011,CENTRAL/WESTERN,N.A.,N.A.,70,81,47,79,4
30-04-2011,CENTRAL/WESTERN,N.A.,N.A.,49,94,23,59,9
