Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-02-2008,CENTRAL/WESTERN,N.A.,N.A.,48,107,8,34,22
02-02-2008,CENTRAL/WESTERN,N.A.,N.A.,57,144,3,19,26
03-02-2008,CENTRAL/WESTERN,N.A.,N.A.,77,116,18,56,34
04-02-2008,CENTRAL/WESTERN,N.A.,N.A.,66,117,18,70,28
05-02-2008,CENTRAL/WESTERN,N.A.,N.A.,57,122,17,67,25
06-02-2008,CENTRAL/WESTERN,N.A.,N.A.,63,89,25,40,15
07-02-2008,CENTRAL/WESTERN,N.A.,N.A.,56,78,19,67,15
08-02-2008,CENTRAL/WESTERN,N.A.,N.A.,51,67,33,81,19
09-02-2008,CENTRAL/WESTERN,N.A.,N.A.,59,73,44,78,24
10-02-2008,CENTRAL/WESTERN,N.A.,N.A.,62,81,36,92,29
11-02-2008,CENTRAL/WESTERN,N.A.,N.A.,69,101,21,89,23
12-02-2008,CENTRAL/WESTERN,N.A.,N.A.,62,80,44,60,23
13-02-2008,CENTRAL/WESTERN,N.A.,N.A.,73,89,42,83,32
14-02-2008,CENTRAL/WESTERN,N.A.,N.A.,78,104,41,103,34
15-02-2008,CENTRAL/WESTERN,N.A.,N.A.,73,89,55,78,25
16-02-2008,CENTRAL/WESTERN,N.A.,N.A.,76,92,60,77,27
17-02-2008,CENTRAL/WESTERN,N.A.,N.A.,50,56,69,56,15
18-02-2008,CENTRAL/WESTERN,N.A.,N.A.,65,91,55,69,23
19-02-2008,CENTRAL/WESTERN,N.A.,N.A.,68,100,44,74,22
20-02-2008,CENTRAL/WESTERN,N.A.,N.A.,77,120,36,61,23
21-02-2008,CENTRAL/WESTERN,N.A.,N.A.,66,81,61,54,25
22-02-2008,CENTRAL/WESTERN,N.A.,N.A.,83,184,38,69,40
23-02-2008,CENTRAL/WESTERN,N.A.,N.A.,59,114,35,36,20
24-02-2008,CENTRAL/WESTERN,N.A.,N.A.,38,43,72,68,19
25-02-2008,CENTRAL/WESTERN,N.A.,N.A.,46,57,39,N.A.,17
26-02-2008,CENTRAL/WESTERN,N.A.,N.A.,60,145,15,49,32
27-02-2008,CENTRAL/WESTERN,N.A.,N.A.,66,92,29,56,23
28-02-2008,CENTRAL/WESTERN,N.A.,N.A.,96,161,33,97,63
