Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-11-2015,CENTRAL/WESTERN,N.A.,19,38,46,40,32,3
02-11-2015,CENTRAL/WESTERN,N.A.,18,57,73,36,31,5
03-11-2015,CENTRAL/WESTERN,N.A.,29,33,36,81,43,6
04-11-2015,CENTRAL/WESTERN,N.A.,35,38,41,91,52,6
05-11-2015,CENTRAL/WESTERN,N.A.,23,36,39,68,35,6
06-11-2015,CENTRAL/WESTERN,N.A.,14,37,42,42,24,2
07-11-2015,CENTRAL/WESTERN,N.A.,14,35,41,35,23,4
08-11-2015,CENTRAL/WESTERN,N.A.,13,36,44,26,22,6
09-11-2015,CENTRAL/WESTERN,N.A.,11,38,56,22,20,6
10-11-2015,CENTRAL/WESTERN,N.A.,20,32,35,68,33,2
11-11-2015,CENTRAL/WESTERN,N.A.,28,33,36,84,43,2
12-11-2015,CENTRAL/WESTERN,N.A.,21,33,35,64,35,2
13-11-2015,CENTRAL/WESTERN,N.A.,19,50,77,35,29,3
14-11-2015,CENTRAL/WESTERN,N.A.,23,59,96,34,34,8
15-11-2015,CENTRAL/WESTERN,N.A.,20,28,30,66,31,4
16-11-2015,CENTRAL/WESTERN,N.A.,17,35,41,52,32,3
17-11-2015,CENTRAL/WESTERN,N.A.,12,36,47,29,22,3
18-11-2015,CENTRAL/WESTERN,N.A.,14,52,107,18,24,9
19-11-2015,CENTRAL/WESTERN,N.A.,17,42,82,29,26,8
20-11-2015,CENTRAL/WESTERN,N.A.,29,35,38,72,45,2
21-11-2015,CENTRAL/WESTERN,N.A.,27,30,32,86,44,4
22-11-2015,CENTRAL/WESTERN,N.A.,24,26,28,87,37,4
23-11-2015,CENTRAL/WESTERN,N.A.,25,46,54,71,40,6
24-11-2015,CENTRAL/WESTERN,N.A.,19,31,34,82,32,4
25-11-2015,CENTRAL/WESTERN,N.A.,23,41,46,63,40,5
26-11-2015,CENTRAL/WESTERN,N.A.,13,41,50,46,27,9
27-11-2015,CENTRAL/WESTERN,N.A.,19,36,40,67,33,17
28-11-2015,CENTRAL/WESTERN,N.A.,27,34,37,84,45,16
29-11-2015,CENTRAL/WESTERN,N.A.,48,62,66,79,75,12
30-11-2015,CENTRAL/WESTERN,N.A.,66,82,108,44,92,17
