Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-06-2014,CENTRAL/WESTERN,N.A.,7,13,19,31,13,5
02-06-2014,CENTRAL/WESTERN,N.A.,6,11,15,32,13,5
03-06-2014,CENTRAL/WESTERN,N.A.,8,20,30,21,17,6
04-06-2014,CENTRAL/WESTERN,N.A.,7,17,27,22,15,5
05-06-2014,CENTRAL/WESTERN,N.A.,8,22,37,21,17,5
06-06-2014,CENTRAL/WESTERN,N.A.,10,57,118,11,21,17
07-06-2014,CENTRAL/WESTERN,N.A.,13,77,138,12,21,22
08-06-2014,CENTRAL/WESTERN,N.A.,58,70,77,116,73,23
09-06-2014,CENTRAL/WESTERN,N.A.,15,33,38,61,26,4
10-06-2014,CENTRAL/WESTERN,N.A.,20,32,36,71,34,5
11-06-2014,CENTRAL/WESTERN,N.A.,17,37,42,58,30,5
12-06-2014,CENTRAL/WESTERN,N.A.,26,38,41,99,48,6
13-06-2014,CENTRAL/WESTERN,N.A.,37,49,53,115,62,8
14-06-2014,CENTRAL/WESTERN,N.A.,35,51,56,107,52,7
15-06-2014,CENTRAL/WESTERN,N.A.,34,50,55,70,47,16
16-06-2014,CENTRAL/WESTERN,N.A.,19,33,44,46,31,6
17-06-2014,CENTRAL/WESTERN,N.A.,11,22,29,33,22,3
18-06-2014,CENTRAL/WESTERN,N.A.,11,19,28,32,22,3
19-06-2014,CENTRAL/WESTERN,N.A.,9,20,27,34,20,5
20-06-2014,CENTRAL/WESTERN,N.A.,10,25,37,30,23,3
21-06-2014,CENTRAL/WESTERN,N.A.,13,41,75,27,25,6
22-06-2014,CENTRAL/WESTERN,N.A.,9,47,85,16,15,7
23-06-2014,CENTRAL/WESTERN,N.A.,11,41,79,17,21,9
24-06-2014,CENTRAL/WESTERN,N.A.,10,39,74,17,20,6
25-06-2014,CENTRAL/WESTERN,N.A.,11,33,65,22,23,7
26-06-2014,CENTRAL/WESTERN,N.A.,12,23,36,32,26,16
27-06-2014,CENTRAL/WESTERN,N.A.,10,28,49,28,20,13
28-06-2014,CENTRAL/WESTERN,N.A.,10,32,57,20,19,15
29-06-2014,CENTRAL/WESTERN,N.A.,7,24,39,17,13,5
30-06-2014,CENTRAL/WESTERN,N.A.,8,22,30,31,17,4
