Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-05-2009,CENTRAL/WESTERN,N.A.,N.A.,31,35,96,45,5
02-05-2009,CENTRAL/WESTERN,N.A.,N.A.,50,60,75,38,7
03-05-2009,CENTRAL/WESTERN,N.A.,N.A.,65,80,50,45,17
04-05-2009,CENTRAL/WESTERN,N.A.,N.A.,43,51,69,39,8
05-05-2009,CENTRAL/WESTERN,N.A.,N.A.,45,51,93,51,8
06-05-2009,CENTRAL/WESTERN,N.A.,N.A.,41,45,96,50,7
07-05-2009,CENTRAL/WESTERN,N.A.,N.A.,43,48,109,61,9
08-05-2009,CENTRAL/WESTERN,N.A.,N.A.,47,52,93,56,8
09-05-2009,CENTRAL/WESTERN,N.A.,N.A.,42,50,77,50,7
10-05-2009,CENTRAL/WESTERN,N.A.,N.A.,29,35,65,48,4
11-05-2009,CENTRAL/WESTERN,N.A.,N.A.,31,43,44,37,5
12-05-2009,CENTRAL/WESTERN,N.A.,N.A.,46,92,19,33,14
13-05-2009,CENTRAL/WESTERN,N.A.,N.A.,41,91,19,32,24
14-05-2009,CENTRAL/WESTERN,N.A.,N.A.,36,44,51,36,5
15-05-2009,CENTRAL/WESTERN,N.A.,N.A.,48,62,50,52,6
16-05-2009,CENTRAL/WESTERN,N.A.,N.A.,59,114,17,53,15
17-05-2009,CENTRAL/WESTERN,N.A.,N.A.,38,102,28,43,27
18-05-2009,CENTRAL/WESTERN,N.A.,N.A.,22,59,13,25,16
19-05-2009,CENTRAL/WESTERN,N.A.,N.A.,14,28,21,17,13
20-05-2009,CENTRAL/WESTERN,N.A.,N.A.,21,54,18,16,7
21-05-2009,CENTRAL/WESTERN,N.A.,N.A.,37,120,10,27,26
22-05-2009,CENTRAL/WESTERN,N.A.,N.A.,31,54,14,26,7
23-05-2009,CENTRAL/WESTERN,N.A.,N.A.,29,47,10,20,3
24-05-2009,CENTRAL/WESTERN,N.A.,N.A.,30,43,19,17,3
25-05-2009,CENTRAL/WESTERN,N.A.,N.A.,46,51,54,54,3
26-05-2009,CENTRAL/WESTERN,N.A.,N.A.,47,67,24,32,4
27-05-2009,CENTRAL/WESTERN,N.A.,N.A.,37,49,38,24,4
28-05-2009,CENTRAL/WESTERN,N.A.,N.A.,30,34,82,37,6
29-05-2009,CENTRAL/WESTERN,N.A.,N.A.,45,57,55,29,7
30-05-2009,CENTRAL/WESTERN,N.A.,N.A.,90,118,46,46,23
31-05-2009,CENTRAL/WESTERN,N.A.,N.A.,128,170,45,98,70
