Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-12-2016,CENTRAL/WESTERN,N.A.,44,72,86,40,66,10
02-12-2016,CENTRAL/WESTERN,N.A.,43,54,63,59,61,10
03-12-2016,CENTRAL/WESTERN,N.A.,47,62,68,57,67,14
04-12-2016,CENTRAL/WESTERN,N.A.,53,87,113,41,76,23
05-12-2016,CENTRAL/WESTERN,N.A.,62,107,211,21,84,31
06-12-2016,CENTRAL/WESTERN,N.A.,35,53,61,45,54,11
07-12-2016,CENTRAL/WESTERN,N.A.,57,77,88,53,84,17
08-12-2016,CENTRAL/WESTERN,N.A.,54,71,76,69,76,12
09-12-2016,CENTRAL/WESTERN,N.A.,38,58,66,66,52,10
10-12-2016,CENTRAL/WESTERN,N.A.,32,52,57,92,52,11
11-12-2016,CENTRAL/WESTERN,N.A.,26,27,28,84,43,8
12-12-2016,CENTRAL/WESTERN,N.A.,19,48,54,56,34,7
13-12-2016,CENTRAL/WESTERN,N.A.,28,87,115,39,45,12
14-12-2016,CENTRAL/WESTERN,N.A.,27,62,74,43,43,8
15-12-2016,CENTRAL/WESTERN,N.A.,28,48,55,50,40,5
16-12-2016,CENTRAL/WESTERN,N.A.,34,47,52,58,47,6
17-12-2016,CENTRAL/WESTERN,N.A.,33,49,53,63,49,8
18-12-2016,CENTRAL/WESTERN,N.A.,27,42,46,74,43,8
19-12-2016,CENTRAL/WESTERN,N.A.,24,53,57,66,40,6
20-12-2016,CENTRAL/WESTERN,N.A.,26,51,56,68,41,4
21-12-2016,CENTRAL/WESTERN,N.A.,18,52,85,31,29,3
22-12-2016,CENTRAL/WESTERN,N.A.,22,67,91,29,32,4
23-12-2016,CENTRAL/WESTERN,N.A.,23,47,52,55,34,4
24-12-2016,CENTRAL/WESTERN,N.A.,32,40,42,70,52,7
25-12-2016,CENTRAL/WESTERN,N.A.,32,33,34,68,51,7
26-12-2016,CENTRAL/WESTERN,N.A.,40,58,63,58,61,10
27-12-2016,CENTRAL/WESTERN,N.A.,15,36,47,28,28,4
28-12-2016,CENTRAL/WESTERN,N.A.,28,48,58,34,38,5
29-12-2016,CENTRAL/WESTERN,N.A.,30,53,61,48,44,5
30-12-2016,CENTRAL/WESTERN,N.A.,34,69,81,42,53,7
31-12-2016,CENTRAL/WESTERN,N.A.,40,50,54,76,60,7
