Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-06-2009,CENTRAL/WESTERN,N.A.,N.A.,65,82,68,50,28
02-06-2009,CENTRAL/WESTERN,N.A.,N.A.,22,30,57,33,9
03-06-2009,CENTRAL/WESTERN,N.A.,N.A.,18,34,32,21,13
04-06-2009,CENTRAL/WESTERN,N.A.,N.A.,70,101,61,47,31
05-06-2009,CENTRAL/WESTERN,N.A.,N.A.,91,125,55,58,49
06-06-2009,CENTRAL/WESTERN,N.A.,N.A.,58,68,93,57,30
07-06-2009,CENTRAL/WESTERN,N.A.,N.A.,25,29,97,46,9
08-06-2009,CENTRAL/WESTERN,N.A.,N.A.,17,23,64,25,3
09-06-2009,CENTRAL/WESTERN,N.A.,N.A.,36,85,27,21,13
10-06-2009,CENTRAL/WESTERN,N.A.,N.A.,44,105,17,28,29
11-06-2009,CENTRAL/WESTERN,N.A.,N.A.,50,121,18,22,16
12-06-2009,CENTRAL/WESTERN,N.A.,N.A.,64,191,10,36,34
13-06-2009,CENTRAL/WESTERN,N.A.,N.A.,33,68,25,28,23
14-06-2009,CENTRAL/WESTERN,N.A.,N.A.,51,102,18,27,19
15-06-2009,CENTRAL/WESTERN,N.A.,N.A.,41,61,20,17,6
16-06-2009,CENTRAL/WESTERN,N.A.,N.A.,23,38,18,16,4
17-06-2009,CENTRAL/WESTERN,N.A.,N.A.,38,54,27,26,7
18-06-2009,CENTRAL/WESTERN,N.A.,N.A.,63,95,29,41,27
19-06-2009,CENTRAL/WESTERN,N.A.,N.A.,64,96,21,37,18
20-06-2009,CENTRAL/WESTERN,N.A.,N.A.,44,63,35,25,17
21-06-2009,CENTRAL/WESTERN,N.A.,N.A.,23,29,49,20,8
22-06-2009,CENTRAL/WESTERN,N.A.,N.A.,14,25,33,20,11
23-06-2009,CENTRAL/WESTERN,N.A.,N.A.,19,47,30,22,19
24-06-2009,CENTRAL/WESTERN,N.A.,N.A.,18,44,15,20,22
25-06-2009,CENTRAL/WESTERN,N.A.,N.A.,13,31,17,18,7
26-06-2009,CENTRAL/WESTERN,N.A.,N.A.,18,43,10,19,7
27-06-2009,CENTRAL/WESTERN,N.A.,N.A.,22,43,19,21,17
28-06-2009,CENTRAL/WESTERN,N.A.,N.A.,28,78,20,20,12
29-06-2009,CENTRAL/WESTERN,N.A.,N.A.,10,19,28,25,5
30-06-2009,CENTRAL/WESTERN,N.A.,N.A.,13,30,21,21,15
