Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-12-2018,CENTRAL/WESTERN,N.A.,30,40,47,88,54,4
02-12-2018,CENTRAL/WESTERN,N.A.,29,41,48,72,50,6
03-12-2018,CENTRAL/WESTERN,N.A.,21,51,66,43,37,4
04-12-2018,CENTRAL/WESTERN,N.A.,15,53,91,24,25,6
05-12-2018,CENTRAL/WESTERN,N.A.,17,34,46,48,28,3
06-12-2018,CENTRAL/WESTERN,N.A.,21,38,47,55,33,4
07-12-2018,CENTRAL/WESTERN,N.A.,22,42,68,32,34,5
08-12-2018,CENTRAL/WESTERN,N.A.,19,41,67,11,29,4
09-12-2018,CENTRAL/WESTERN,N.A.,19,41,81,6,29,6
10-12-2018,CENTRAL/WESTERN,N.A.,20,53,135,2,35,9
11-12-2018,CENTRAL/WESTERN,N.A.,18,56,99,11,33,6
12-12-2018,CENTRAL/WESTERN,N.A.,14,45,73,10,25,3
13-12-2018,CENTRAL/WESTERN,N.A.,24,50,83,N.A.,36,2
14-12-2018,CENTRAL/WESTERN,N.A.,27,58,91,10,39,3
15-12-2018,CENTRAL/WESTERN,N.A.,29,61,81,34,44,4
16-12-2018,CENTRAL/WESTERN,N.A.,41,67,96,10,59,7
17-12-2018,CENTRAL/WESTERN,N.A.,18,55,69,47,29,3
18-12-2018,CENTRAL/WESTERN,N.A.,23,52,60,77,42,5
19-12-2018,CENTRAL/WESTERN,N.A.,26,42,50,96,56,3
20-12-2018,CENTRAL/WESTERN,N.A.,N.A.,67,80,56,N.A.,3
21-12-2018,CENTRAL/WESTERN,N.A.,32,46,56,57,49,2
22-12-2018,CENTRAL/WESTERN,N.A.,33,46,57,69,46,3
23-12-2018,CENTRAL/WESTERN,N.A.,17,37,47,39,21,2
24-12-2018,CENTRAL/WESTERN,N.A.,12,40,59,19,16,1
25-12-2018,CENTRAL/WESTERN,N.A.,20,45,62,40,29,4
26-12-2018,CENTRAL/WESTERN,N.A.,47,90,158,25,63,15
27-12-2018,CENTRAL/WESTERN,N.A.,32,63,102,35,43,6
28-12-2018,CENTRAL/WESTERN,N.A.,22,40,52,37,32,2
29-12-2018,CENTRAL/WESTERN,N.A.,18,39,57,16,27,2
30-12-2018,CENTRAL/WESTERN,N.A.,34,37,51,23,47,3
31-12-2018,CENTRAL/WESTERN,N.A.,30,50,82,12,40,3
