Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-03-2011,CENTRAL/WESTERN,N.A.,N.A.,74,163,18,59,11
02-03-2011,CENTRAL/WESTERN,N.A.,N.A.,69,96,43,87,11
03-03-2011,CENTRAL/WESTERN,N.A.,N.A.,69,84,72,105,10
04-03-2011,CENTRAL/WESTERN,N.A.,N.A.,54,67,55,91,9
05-03-2011,CENTRAL/WESTERN,N.A.,N.A.,63,74,65,95,11
06-03-2011,CENTRAL/WESTERN,N.A.,N.A.,68,80,54,90,8
07-03-2011,CENTRAL/WESTERN,N.A.,N.A.,77,119,40,73,12
08-03-2011,CENTRAL/WESTERN,N.A.,N.A.,61,74,47,83,12
09-03-2011,CENTRAL/WESTERN,N.A.,N.A.,70,95,47,61,10
10-03-2011,CENTRAL/WESTERN,N.A.,N.A.,71,91,42,59,10
11-03-2011,CENTRAL/WESTERN,N.A.,N.A.,68,83,41,79,14
12-03-2011,CENTRAL/WESTERN,N.A.,N.A.,85,110,40,65,13
13-03-2011,CENTRAL/WESTERN,N.A.,N.A.,115,213,26,73,29
14-03-2011,CENTRAL/WESTERN,N.A.,N.A.,95,232,44,68,18
15-03-2011,CENTRAL/WESTERN,N.A.,N.A.,93,220,17,65,25
16-03-2011,CENTRAL/WESTERN,N.A.,N.A.,60,77,37,67,11
17-03-2011,CENTRAL/WESTERN,N.A.,N.A.,59,73,54,70,14
18-03-2011,CENTRAL/WESTERN,N.A.,N.A.,62,73,54,56,9
19-03-2011,CENTRAL/WESTERN,N.A.,N.A.,73,121,16,22,4
20-03-2011,CENTRAL/WESTERN,N.A.,N.A.,85,290,2,40,10
21-03-2011,CENTRAL/WESTERN,N.A.,N.A.,60,170,3,30,10
22-03-2011,CENTRAL/WESTERN,N.A.,N.A.,65,151,6,41,17
23-03-2011,CENTRAL/WESTERN,N.A.,N.A.,52,74,21,40,8
24-03-2011,CENTRAL/WESTERN,N.A.,N.A.,64,101,18,68,12
25-03-2011,CENTRAL/WESTERN,N.A.,N.A.,65,84,53,85,16
26-03-2011,CENTRAL/WESTERN,N.A.,N.A.,60,67,93,111,17
27-03-2011,CENTRAL/WESTERN,N.A.,N.A.,62,78,26,94,17
28-03-2011,CENTRAL/WESTERN,N.A.,N.A.,75,92,54,72,15
29-03-2011,CENTRAL/WESTERN,N.A.,N.A.,103,125,78,89,19
30-03-2011,CENTRAL/WESTERN,N.A.,N.A.,82,89,92,84,19
31-03-2011,CENTRAL/WESTERN,N.A.,N.A.,71,84,79,57,11
