Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-04-2008,CENTRAL/WESTERN,N.A.,N.A.,46,51,46,32,6
02-04-2008,CENTRAL/WESTERN,N.A.,N.A.,61,123,24,50,21
03-04-2008,CENTRAL/WESTERN,N.A.,N.A.,54,79,20,31,10
04-04-2008,CENTRAL/WESTERN,N.A.,N.A.,53,61,62,57,8
05-04-2008,CENTRAL/WESTERN,N.A.,N.A.,55,78,36,45,9
06-04-2008,CENTRAL/WESTERN,N.A.,N.A.,64,164,12,49,40
07-04-2008,CENTRAL/WESTERN,N.A.,N.A.,43,105,12,38,26
08-04-2008,CENTRAL/WESTERN,N.A.,N.A.,29,60,12,25,61
09-04-2008,CENTRAL/WESTERN,N.A.,N.A.,31,68,12,28,58
10-04-2008,CENTRAL/WESTERN,N.A.,N.A.,33,113,14,32,27
11-04-2008,CENTRAL/WESTERN,N.A.,N.A.,49,59,39,53,8
12-04-2008,CENTRAL/WESTERN,N.A.,N.A.,55,68,33,72,8
13-04-2008,CENTRAL/WESTERN,N.A.,N.A.,49,60,24,34,8
14-04-2008,CENTRAL/WESTERN,N.A.,N.A.,47,55,46,37,9
15-04-2008,CENTRAL/WESTERN,N.A.,N.A.,56,65,49,50,10
16-04-2008,CENTRAL/WESTERN,N.A.,N.A.,51,130,22,41,26
17-04-2008,CENTRAL/WESTERN,N.A.,N.A.,57,161,35,57,48
18-04-2008,CENTRAL/WESTERN,N.A.,N.A.,38,42,83,50,8
19-04-2008,CENTRAL/WESTERN,N.A.,N.A.,34,39,73,43,6
20-04-2008,CENTRAL/WESTERN,N.A.,N.A.,24,43,18,18,22
21-04-2008,CENTRAL/WESTERN,N.A.,N.A.,39,113,11,30,42
22-04-2008,CENTRAL/WESTERN,N.A.,N.A.,63,166,9,53,52
23-04-2008,CENTRAL/WESTERN,N.A.,N.A.,69,99,20,63,16
24-04-2008,CENTRAL/WESTERN,N.A.,N.A.,55,67,45,75,15
25-04-2008,CENTRAL/WESTERN,N.A.,N.A.,76,114,60,111,25
26-04-2008,CENTRAL/WESTERN,N.A.,N.A.,111,190,36,115,62
27-04-2008,CENTRAL/WESTERN,N.A.,N.A.,60,64,79,96,23
28-04-2008,CENTRAL/WESTERN,N.A.,N.A.,75,102,25,29,31
29-04-2008,CENTRAL/WESTERN,N.A.,N.A.,60,67,59,40,26
30-04-2008,CENTRAL/WESTERN,N.A.,N.A.,68,101,44,43,34
