Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-05-2008,CENTRAL/WESTERN,N.A.,N.A.,83,221,14,54,60
02-05-2008,CENTRAL/WESTERN,N.A.,N.A.,75,184,18,48,45
03-05-2008,CENTRAL/WESTERN,N.A.,N.A.,57,72,33,54,21
04-05-2008,CENTRAL/WESTERN,N.A.,N.A.,49,87,24,39,30
05-05-2008,CENTRAL/WESTERN,N.A.,N.A.,49,134,18,25,58
06-05-2008,CENTRAL/WESTERN,N.A.,N.A.,49,55,75,N.A.,23
07-05-2008,CENTRAL/WESTERN,N.A.,N.A.,57,72,50,68,23
08-05-2008,CENTRAL/WESTERN,N.A.,N.A.,48,132,17,38,136
09-05-2008,CENTRAL/WESTERN,N.A.,N.A.,36,61,29,21,46
10-05-2008,CENTRAL/WESTERN,N.A.,N.A.,69,90,27,41,32
11-05-2008,CENTRAL/WESTERN,N.A.,N.A.,57,72,39,49,30
12-05-2008,CENTRAL/WESTERN,N.A.,N.A.,48,54,103,66,27
13-05-2008,CENTRAL/WESTERN,N.A.,N.A.,47,52,118,66,24
14-05-2008,CENTRAL/WESTERN,N.A.,N.A.,50,54,130,98,28
15-05-2008,CENTRAL/WESTERN,N.A.,N.A.,71,77,115,88,29
16-05-2008,CENTRAL/WESTERN,N.A.,N.A.,56,60,122,67,N.A.
17-05-2008,CENTRAL/WESTERN,N.A.,N.A.,95,129,58,65,28
18-05-2008,CENTRAL/WESTERN,N.A.,N.A.,81,133,27,61,53
19-05-2008,CENTRAL/WESTERN,N.A.,N.A.,71,97,19,39,17
20-05-2008,CENTRAL/WESTERN,N.A.,N.A.,46,50,68,16,2
21-05-2008,CENTRAL/WESTERN,N.A.,N.A.,56,64,73,38,5
22-05-2008,CENTRAL/WESTERN,N.A.,N.A.,62,76,39,66,6
23-05-2008,CENTRAL/WESTERN,N.A.,N.A.,48,84,21,35,13
24-05-2008,CENTRAL/WESTERN,N.A.,N.A.,31,53,21,36,34
25-05-2008,CENTRAL/WESTERN,N.A.,N.A.,26,42,26,30,29
26-05-2008,CENTRAL/WESTERN,N.A.,N.A.,29,56,24,31,10
27-05-2008,CENTRAL/WESTERN,N.A.,N.A.,24,40,28,29,21
28-05-2008,CENTRAL/WESTERN,N.A.,N.A.,29,46,20,32,37
29-05-2008,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,25,31,27
30-05-2008,CENTRAL/WESTERN,N.A.,N.A.,49,107,15,33,33
31-05-2008,CENTRAL/WESTERN,N.A.,N.A.,69,144,25,60,31
