Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-03-2009,CENTRAL/WESTERN,N.A.,N.A.,41,49,34,39,11
02-03-2009,CENTRAL/WESTERN,N.A.,N.A.,54,71,33,63,18
03-03-2009,CENTRAL/WESTERN,N.A.,N.A.,52,66,28,62,16
04-03-2009,CENTRAL/WESTERN,N.A.,N.A.,50,64,29,38,11
05-03-2009,CENTRAL/WESTERN,N.A.,N.A.,64,147,18,32,14
06-03-2009,CENTRAL/WESTERN,N.A.,N.A.,53,140,2,20,19
07-03-2009,CENTRAL/WESTERN,N.A.,N.A.,47,103,5,23,14
08-03-2009,CENTRAL/WESTERN,N.A.,N.A.,44,69,9,29,12
09-03-2009,CENTRAL/WESTERN,N.A.,N.A.,67,118,9,31,19
10-03-2009,CENTRAL/WESTERN,N.A.,N.A.,48,55,52,40,12
11-03-2009,CENTRAL/WESTERN,N.A.,N.A.,49,57,57,59,12
12-03-2009,CENTRAL/WESTERN,N.A.,N.A.,61,70,54,56,11
13-03-2009,CENTRAL/WESTERN,N.A.,N.A.,62,127,16,43,22
14-03-2009,CENTRAL/WESTERN,N.A.,N.A.,57,70,50,55,19
15-03-2009,CENTRAL/WESTERN,N.A.,N.A.,55,61,76,76,15
16-03-2009,CENTRAL/WESTERN,N.A.,N.A.,84,166,46,65,24
17-03-2009,CENTRAL/WESTERN,N.A.,N.A.,100,287,26,59,49
18-03-2009,CENTRAL/WESTERN,N.A.,N.A.,89,222,5,52,66
19-03-2009,CENTRAL/WESTERN,N.A.,N.A.,69,236,6,46,24
20-03-2009,CENTRAL/WESTERN,N.A.,N.A.,62,193,9,41,41
21-03-2009,CENTRAL/WESTERN,N.A.,N.A.,64,115,20,72,15
22-03-2009,CENTRAL/WESTERN,N.A.,N.A.,32,63,12,21,25
23-03-2009,CENTRAL/WESTERN,N.A.,N.A.,55,111,17,67,22
24-03-2009,CENTRAL/WESTERN,N.A.,N.A.,46,54,47,39,11
25-03-2009,CENTRAL/WESTERN,N.A.,N.A.,49,61,38,36,13
26-03-2009,CENTRAL/WESTERN,N.A.,N.A.,50,54,72,75,16
27-03-2009,CENTRAL/WESTERN,N.A.,N.A.,67,83,33,68,13
28-03-2009,CENTRAL/WESTERN,N.A.,N.A.,63,82,26,68,11
29-03-2009,CENTRAL/WESTERN,N.A.,N.A.,45,58,39,18,15
30-03-2009,CENTRAL/WESTERN,N.A.,N.A.,42,49,45,33,14
31-03-2009,CENTRAL/WESTERN,N.A.,N.A.,52,68,46,55,16
