Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-02-2013,CENTRAL/WESTERN,N.A.,36,107,263,26,58,18
02-02-2013,CENTRAL/WESTERN,N.A.,35,100,343,39,52,19
03-02-2013,CENTRAL/WESTERN,N.A.,19,52,61,51,29,2
04-02-2013,CENTRAL/WESTERN,N.A.,39,90,264,18,59,23
05-02-2013,CENTRAL/WESTERN,N.A.,34,73,139,9,48,4
06-02-2013,CENTRAL/WESTERN,N.A.,23,63,103,17,32,6
07-02-2013,CENTRAL/WESTERN,N.A.,33,55,75,34,44,1
08-02-2013,CENTRAL/WESTERN,N.A.,17,42,61,34,28,2
09-02-2013,CENTRAL/WESTERN,N.A.,24,48,84,10,31,4
10-02-2013,CENTRAL/WESTERN,N.A.,39,48,67,22,47,7
11-02-2013,CENTRAL/WESTERN,N.A.,28,37,44,48,36,1
12-02-2013,CENTRAL/WESTERN,N.A.,38,59,101,33,50,10
13-02-2013,CENTRAL/WESTERN,N.A.,25,49,83,28,33,8
14-02-2013,CENTRAL/WESTERN,N.A.,33,64,90,39,43,2
15-02-2013,CENTRAL/WESTERN,N.A.,44,84,141,22,55,16
16-02-2013,CENTRAL/WESTERN,N.A.,27,46,56,49,41,3
17-02-2013,CENTRAL/WESTERN,N.A.,39,54,66,48,55,3
18-02-2013,CENTRAL/WESTERN,N.A.,41,88,207,19,55,26
19-02-2013,CENTRAL/WESTERN,N.A.,37,78,210,15,51,16
20-02-2013,CENTRAL/WESTERN,N.A.,32,53,76,31,52,5
21-02-2013,CENTRAL/WESTERN,N.A.,41,64,85,41,64,6
22-02-2013,CENTRAL/WESTERN,N.A.,51,83,129,32,70,13
23-02-2013,CENTRAL/WESTERN,N.A.,37,54,69,48,52,6
24-02-2013,CENTRAL/WESTERN,N.A.,42,54,62,65,61,5
25-02-2013,CENTRAL/WESTERN,N.A.,48,70,87,60,66,6
26-02-2013,CENTRAL/WESTERN,N.A.,46,78,111,32,72,5
27-02-2013,CENTRAL/WESTERN,N.A.,55,86,282,9,77,22
28-02-2013,CENTRAL/WESTERN,N.A.,32,65,89,26,46,4
