Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-09-2014,CENTRAL/WESTERN,N.A.,6,19,31,20,13,4
02-09-2014,CENTRAL/WESTERN,N.A.,10,42,97,10,19,18
03-09-2014,CENTRAL/WESTERN,N.A.,10,24,34,42,18,8
04-09-2014,CENTRAL/WESTERN,N.A.,33,80,115,42,53,19
05-09-2014,CENTRAL/WESTERN,N.A.,27,37,41,65,40,5
06-09-2014,CENTRAL/WESTERN,N.A.,28,39,43,62,41,7
07-09-2014,CENTRAL/WESTERN,N.A.,13,23,27,40,24,5
08-09-2014,CENTRAL/WESTERN,N.A.,9,20,24,39,18,4
09-09-2014,CENTRAL/WESTERN,N.A.,14,22,28,42,22,6
10-09-2014,CENTRAL/WESTERN,N.A.,11,29,49,26,18,11
11-09-2014,CENTRAL/WESTERN,N.A.,8,28,42,16,14,4
12-09-2014,CENTRAL/WESTERN,N.A.,6,28,41,17,13,1
13-09-2014,CENTRAL/WESTERN,N.A.,5,22,33,18,11,3
14-09-2014,CENTRAL/WESTERN,N.A.,10,30,40,28,17,4
15-09-2014,CENTRAL/WESTERN,N.A.,19,38,47,41,33,6
16-09-2014,CENTRAL/WESTERN,N.A.,7,15,19,33,23,1
17-09-2014,CENTRAL/WESTERN,N.A.,N.A.,22,33,30,N.A.,3
18-09-2014,CENTRAL/WESTERN,N.A.,N.A.,46,65,23,N.A.,9
19-09-2014,CENTRAL/WESTERN,N.A.,62,80,99,68,93,29
20-09-2014,CENTRAL/WESTERN,N.A.,N.A.,56,65,53,N.A.,10
21-09-2014,CENTRAL/WESTERN,N.A.,N.A.,40,43,58,N.A.,8
22-09-2014,CENTRAL/WESTERN,N.A.,N.A.,62,68,62,N.A.,14
23-09-2014,CENTRAL/WESTERN,N.A.,N.A.,60,78,47,N.A.,13
24-09-2014,CENTRAL/WESTERN,N.A.,52,63,72,93,70,23
25-09-2014,CENTRAL/WESTERN,N.A.,50,43,45,119,65,17
26-09-2014,CENTRAL/WESTERN,N.A.,22,42,57,43,31,13
27-09-2014,CENTRAL/WESTERN,N.A.,17,34,51,30,25,13
28-09-2014,CENTRAL/WESTERN,N.A.,20,30,46,51,29,16
29-09-2014,CENTRAL/WESTERN,N.A.,20,52,66,37,32,14
30-09-2014,CENTRAL/WESTERN,N.A.,42,64,72,86,61,19
