Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-02-2015,CENTRAL/WESTERN,N.A.,55,38,40,39,71,6
02-02-2015,CENTRAL/WESTERN,N.A.,45,46,51,46,60,6
03-02-2015,CENTRAL/WESTERN,N.A.,42,61,87,29,57,11
04-02-2015,CENTRAL/WESTERN,N.A.,59,61,79,22,78,8
05-02-2015,CENTRAL/WESTERN,N.A.,39,58,77,15,52,7
06-02-2015,CENTRAL/WESTERN,N.A.,63,53,59,32,75,9
07-02-2015,CENTRAL/WESTERN,N.A.,76,73,85,38,101,14
08-02-2015,CENTRAL/WESTERN,N.A.,67,44,46,61,85,13
09-02-2015,CENTRAL/WESTERN,N.A.,65,42,44,74,95,11
10-02-2015,CENTRAL/WESTERN,N.A.,49,53,56,60,74,9
11-02-2015,CENTRAL/WESTERN,N.A.,87,99,127,31,117,23
12-02-2015,CENTRAL/WESTERN,N.A.,107,95,124,33,128,19
13-02-2015,CENTRAL/WESTERN,N.A.,38,63,68,58,70,6
14-02-2015,CENTRAL/WESTERN,N.A.,38,54,57,63,72,6
15-02-2015,CENTRAL/WESTERN,N.A.,68,88,228,31,104,22
16-02-2015,CENTRAL/WESTERN,N.A.,94,109,368,2,121,35
17-02-2015,CENTRAL/WESTERN,N.A.,65,68,159,24,82,19
18-02-2015,CENTRAL/WESTERN,N.A.,59,32,32,65,90,4
19-02-2015,CENTRAL/WESTERN,N.A.,53,21,21,77,88,4
20-02-2015,CENTRAL/WESTERN,N.A.,34,26,26,55,59,2
21-02-2015,CENTRAL/WESTERN,N.A.,38,55,94,23,63,7
22-02-2015,CENTRAL/WESTERN,N.A.,31,60,120,7,42,4
23-02-2015,CENTRAL/WESTERN,N.A.,27,42,50,19,35,2
24-02-2015,CENTRAL/WESTERN,N.A.,43,49,61,19,57,2
25-02-2015,CENTRAL/WESTERN,N.A.,33,53,70,13,49,2
26-02-2015,CENTRAL/WESTERN,N.A.,25,46,67,13,34,3
27-02-2015,CENTRAL/WESTERN,N.A.,21,48,54,22,35,1
28-02-2015,CENTRAL/WESTERN,N.A.,23,45,56,31,36,1
