Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-11-2017,CENTRAL/WESTERN,N.A.,19,35,40,101,37,8
02-11-2017,CENTRAL/WESTERN,N.A.,25,58,68,85,44,9
03-11-2017,CENTRAL/WESTERN,N.A.,30,43,45,104,50,10
04-11-2017,CENTRAL/WESTERN,N.A.,36,41,44,104,56,10
05-11-2017,CENTRAL/WESTERN,N.A.,60,36,39,116,89,10
06-11-2017,CENTRAL/WESTERN,N.A.,35,44,50,71,52,8
07-11-2017,CENTRAL/WESTERN,N.A.,35,66,88,31,51,9
08-11-2017,CENTRAL/WESTERN,N.A.,26,50,64,44,37,8
09-11-2017,CENTRAL/WESTERN,N.A.,20,29,35,90,36,6
10-11-2017,CENTRAL/WESTERN,N.A.,25,45,53,88,46,8
11-11-2017,CENTRAL/WESTERN,N.A.,27,31,36,85,45,8
12-11-2017,CENTRAL/WESTERN,N.A.,24,25,30,75,36,7
13-11-2017,CENTRAL/WESTERN,N.A.,13,34,42,47,18,5
14-11-2017,CENTRAL/WESTERN,N.A.,17,33,41,51,23,7
15-11-2017,CENTRAL/WESTERN,N.A.,17,30,37,64,27,7
16-11-2017,CENTRAL/WESTERN,N.A.,20,34,41,77,33,7
17-11-2017,CENTRAL/WESTERN,N.A.,28,56,71,51,41,9
18-11-2017,CENTRAL/WESTERN,N.A.,20,59,86,26,35,13
19-11-2017,CENTRAL/WESTERN,N.A.,14,29,36,33,24,7
20-11-2017,CENTRAL/WESTERN,N.A.,17,38,74,13,31,7
21-11-2017,CENTRAL/WESTERN,N.A.,19,53,81,16,31,7
22-11-2017,CENTRAL/WESTERN,N.A.,22,55,77,24,41,8
23-11-2017,CENTRAL/WESTERN,N.A.,32,47,59,46,49,8
24-11-2017,CENTRAL/WESTERN,N.A.,35,55,68,41,52,8
25-11-2017,CENTRAL/WESTERN,N.A.,32,56,80,21,46,7
26-11-2017,CENTRAL/WESTERN,N.A.,29,66,98,15,47,11
27-11-2017,CENTRAL/WESTERN,N.A.,20,42,53,36,29,8
28-11-2017,CENTRAL/WESTERN,N.A.,22,44,54,72,39,9
29-11-2017,CENTRAL/WESTERN,N.A.,19,36,44,61,32,8
30-11-2017,CENTRAL/WESTERN,N.A.,20,38,47,48,33,7
