Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-12-2010,CENTRAL/WESTERN,N.A.,N.A.,89,128,22,60,15
02-12-2010,CENTRAL/WESTERN,N.A.,N.A.,98,124,54,81,19
03-12-2010,CENTRAL/WESTERN,N.A.,N.A.,62,78,66,69,12
04-12-2010,CENTRAL/WESTERN,N.A.,N.A.,68,79,69,104,12
05-12-2010,CENTRAL/WESTERN,N.A.,N.A.,97,174,47,80,23
06-12-2010,CENTRAL/WESTERN,N.A.,N.A.,117,260,47,100,22
07-12-2010,CENTRAL/WESTERN,N.A.,N.A.,63,72,76,153,34
08-12-2010,CENTRAL/WESTERN,N.A.,N.A.,71,89,50,91,18
09-12-2010,CENTRAL/WESTERN,N.A.,N.A.,81,102,50,81,17
10-12-2010,CENTRAL/WESTERN,N.A.,N.A.,62,72,71,88,10
11-12-2010,CENTRAL/WESTERN,N.A.,N.A.,61,71,55,89,10
12-12-2010,CENTRAL/WESTERN,N.A.,N.A.,53,61,40,101,7
13-12-2010,CENTRAL/WESTERN,N.A.,N.A.,67,226,20,80,9
14-12-2010,CENTRAL/WESTERN,N.A.,N.A.,71,176,15,54,12
15-12-2010,CENTRAL/WESTERN,N.A.,N.A.,41,65,20,27,4
16-12-2010,CENTRAL/WESTERN,N.A.,N.A.,40,63,20,24,9
17-12-2010,CENTRAL/WESTERN,N.A.,N.A.,74,108,35,58,17
18-12-2010,CENTRAL/WESTERN,N.A.,N.A.,78,113,27,55,12
19-12-2010,CENTRAL/WESTERN,N.A.,N.A.,95,125,40,80,24
20-12-2010,CENTRAL/WESTERN,N.A.,N.A.,119,228,16,82,34
21-12-2010,CENTRAL/WESTERN,N.A.,N.A.,134,293,10,93,34
22-12-2010,CENTRAL/WESTERN,N.A.,N.A.,84,113,57,90,29
23-12-2010,CENTRAL/WESTERN,N.A.,N.A.,82,96,79,83,16
24-12-2010,CENTRAL/WESTERN,N.A.,N.A.,63,72,79,92,14
25-12-2010,CENTRAL/WESTERN,N.A.,N.A.,41,59,34,40,8
26-12-2010,CENTRAL/WESTERN,N.A.,N.A.,46,55,N.A.,41,14
27-12-2010,CENTRAL/WESTERN,N.A.,N.A.,70,85,N.A.,43,15
28-12-2010,CENTRAL/WESTERN,N.A.,N.A.,111,171,N.A.,49,18
29-12-2010,CENTRAL/WESTERN,N.A.,N.A.,94,124,34,53,11
30-12-2010,CENTRAL/WESTERN,N.A.,N.A.,83,105,41,70,18
31-12-2010,CENTRAL/WESTERN,N.A.,N.A.,76,110,36,84,18
