Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-05-2010,CENTRAL/WESTERN,N.A.,N.A.,64,78,54,49,7
02-05-2010,CENTRAL/WESTERN,N.A.,N.A.,83,141,24,54,16
03-05-2010,CENTRAL/WESTERN,N.A.,N.A.,72,114,40,64,10
04-05-2010,CENTRAL/WESTERN,N.A.,N.A.,63,79,44,69,4
05-05-2010,CENTRAL/WESTERN,N.A.,N.A.,43,70,25,33,3
06-05-2010,CENTRAL/WESTERN,N.A.,N.A.,23,40,22,21,3
07-05-2010,CENTRAL/WESTERN,N.A.,N.A.,67,130,21,26,7
08-05-2010,CENTRAL/WESTERN,N.A.,N.A.,67,124,16,51,7
09-05-2010,CENTRAL/WESTERN,N.A.,N.A.,34,61,21,28,6
10-05-2010,CENTRAL/WESTERN,N.A.,N.A.,70,169,6,29,21
11-05-2010,CENTRAL/WESTERN,N.A.,N.A.,56,67,58,41,3
12-05-2010,CENTRAL/WESTERN,N.A.,N.A.,54,63,78,58,4
13-05-2010,CENTRAL/WESTERN,N.A.,N.A.,64,79,64,93,5
14-05-2010,CENTRAL/WESTERN,N.A.,N.A.,67,91,30,101,4
15-05-2010,CENTRAL/WESTERN,N.A.,N.A.,62,82,45,38,2
16-05-2010,CENTRAL/WESTERN,N.A.,N.A.,49,59,54,42,3
17-05-2010,CENTRAL/WESTERN,N.A.,N.A.,53,77,36,33,4
18-05-2010,CENTRAL/WESTERN,N.A.,N.A.,32,66,23,24,6
19-05-2010,CENTRAL/WESTERN,N.A.,N.A.,47,92,24,21,5
20-05-2010,CENTRAL/WESTERN,N.A.,N.A.,51,87,26,15,6
21-05-2010,CENTRAL/WESTERN,N.A.,N.A.,21,33,25,21,3
22-05-2010,CENTRAL/WESTERN,N.A.,N.A.,21,29,17,24,11
23-05-2010,CENTRAL/WESTERN,N.A.,N.A.,66,89,35,43,24
24-05-2010,CENTRAL/WESTERN,N.A.,N.A.,56,70,82,42,6
25-05-2010,CENTRAL/WESTERN,N.A.,N.A.,51,59,95,41,5
26-05-2010,CENTRAL/WESTERN,N.A.,N.A.,45,52,92,44,5
27-05-2010,CENTRAL/WESTERN,N.A.,N.A.,55,86,50,35,9
28-05-2010,CENTRAL/WESTERN,N.A.,N.A.,49,61,56,26,4
29-05-2010,CENTRAL/WESTERN,N.A.,N.A.,48,53,27,22,8
30-05-2010,CENTRAL/WESTERN,N.A.,N.A.,71,76,23,38,35
31-05-2010,CENTRAL/WESTERN,N.A.,N.A.,55,57,51,25,4
