Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-06-2017,CENTRAL/WESTERN,N.A.,7,12,16,36,16,6
02-06-2017,CENTRAL/WESTERN,N.A.,N.A.,14,17,44,N.A.,5
03-06-2017,CENTRAL/WESTERN,N.A.,12,13,16,52,28,5
04-06-2017,CENTRAL/WESTERN,N.A.,10,15,19,47,24,10
05-06-2017,CENTRAL/WESTERN,N.A.,11,16,20,44,23,5
06-06-2017,CENTRAL/WESTERN,N.A.,7,13,18,39,15,2
07-06-2017,CENTRAL/WESTERN,N.A.,4,18,25,30,10,3
08-06-2017,CENTRAL/WESTERN,N.A.,6,15,21,33,12,2
09-06-2017,CENTRAL/WESTERN,N.A.,6,18,26,25,12,3
10-06-2017,CENTRAL/WESTERN,N.A.,6,18,28,32,13,4
11-06-2017,CENTRAL/WESTERN,N.A.,9,24,35,32,14,10
12-06-2017,CENTRAL/WESTERN,N.A.,N.A.,21,28,26,N.A.,3
13-06-2017,CENTRAL/WESTERN,N.A.,5,30,47,28,13,3
14-06-2017,CENTRAL/WESTERN,N.A.,10,24,45,35,27,4
15-06-2017,CENTRAL/WESTERN,N.A.,12,18,22,39,27,4
16-06-2017,CENTRAL/WESTERN,N.A.,10,15,18,43,25,2
17-06-2017,CENTRAL/WESTERN,N.A.,8,56,101,11,12,6
18-06-2017,CENTRAL/WESTERN,N.A.,5,25,38,32,8,6
19-06-2017,CENTRAL/WESTERN,N.A.,7,50,91,17,12,8
20-06-2017,CENTRAL/WESTERN,N.A.,8,48,91,17,15,10
21-06-2017,CENTRAL/WESTERN,N.A.,10,28,39,31,19,7
22-06-2017,CENTRAL/WESTERN,N.A.,9,14,18,38,19,5
23-06-2017,CENTRAL/WESTERN,N.A.,5,15,23,27,11,6
24-06-2017,CENTRAL/WESTERN,N.A.,6,19,25,30,12,5
25-06-2017,CENTRAL/WESTERN,N.A.,6,12,15,40,14,5
26-06-2017,CENTRAL/WESTERN,N.A.,6,14,18,34,16,5
27-06-2017,CENTRAL/WESTERN,N.A.,6,13,18,30,15,4
28-06-2017,CENTRAL/WESTERN,N.A.,7,13,17,35,13,4
29-06-2017,CENTRAL/WESTERN,N.A.,7,22,36,27,12,8
30-06-2017,CENTRAL/WESTERN,N.A.,8,22,39,25,12,10
