Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-06-2018,CENTRAL/WESTERN,N.A.,13,30,41,49,20,8
02-06-2018,CENTRAL/WESTERN,N.A.,16,26,30,90,27,3
03-06-2018,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
04-06-2018,CENTRAL/WESTERN,N.A.,17,30,34,57,25,3
05-06-2018,CENTRAL/WESTERN,N.A.,7,32,40,35,12,4
06-06-2018,CENTRAL/WESTERN,N.A.,7,37,61,25,13,5
07-06-2018,CENTRAL/WESTERN,N.A.,7,23,28,43,13,5
08-06-2018,CENTRAL/WESTERN,N.A.,10,18,22,53,16,6
09-06-2018,CENTRAL/WESTERN,N.A.,13,32,37,66,20,11
10-06-2018,CENTRAL/WESTERN,N.A.,25,51,61,81,35,17
11-06-2018,CENTRAL/WESTERN,N.A.,34,70,75,108,47,16
12-06-2018,CENTRAL/WESTERN,N.A.,27,40,43,101,34,7
13-06-2018,CENTRAL/WESTERN,N.A.,9,36,44,37,13,7
14-06-2018,CENTRAL/WESTERN,N.A.,25,51,64,67,35,9
15-06-2018,CENTRAL/WESTERN,N.A.,16,53,67,41,24,9
16-06-2018,CENTRAL/WESTERN,N.A.,13,24,27,98,27,8
17-06-2018,CENTRAL/WESTERN,N.A.,17,22,26,87,27,8
18-06-2018,CENTRAL/WESTERN,N.A.,15,19,22,66,23,10
19-06-2018,CENTRAL/WESTERN,N.A.,9,12,16,44,19,7
20-06-2018,CENTRAL/WESTERN,N.A.,12,11,15,46,25,6
21-06-2018,CENTRAL/WESTERN,N.A.,13,15,19,44,26,5
22-06-2018,CENTRAL/WESTERN,N.A.,10,28,57,30,19,7
23-06-2018,CENTRAL/WESTERN,N.A.,10,40,65,21,19,9
24-06-2018,CENTRAL/WESTERN,N.A.,6,15,19,36,11,8
25-06-2018,CENTRAL/WESTERN,N.A.,7,14,19,37,12,8
26-06-2018,CENTRAL/WESTERN,N.A.,7,14,19,31,12,8
27-06-2018,CENTRAL/WESTERN,N.A.,9,17,32,20,13,16
28-06-2018,CENTRAL/WESTERN,N.A.,9,12,21,35,14,8
29-06-2018,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
30-06-2018,CENTRAL/WESTERN,N.A.,10,11,17,40,18,6
