Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-03-2015,CENTRAL/WESTERN,N.A.,22,57,89,13,33,8
02-03-2015,CENTRAL/WESTERN,N.A.,26,42,46,35,47,2
03-03-2015,CENTRAL/WESTERN,N.A.,48,64,99,25,75,6
04-03-2015,CENTRAL/WESTERN,N.A.,26,45,71,24,36,6
05-03-2015,CENTRAL/WESTERN,N.A.,24,46,56,34,33,2
06-03-2015,CENTRAL/WESTERN,N.A.,36,45,58,24,48,1
07-03-2015,CENTRAL/WESTERN,N.A.,35,44,54,29,47,1
08-03-2015,CENTRAL/WESTERN,N.A.,24,42,49,48,35,2
09-03-2015,CENTRAL/WESTERN,N.A.,36,93,181,15,51,10
10-03-2015,CENTRAL/WESTERN,N.A.,30,34,37,84,55,4
11-03-2015,CENTRAL/WESTERN,N.A.,47,43,48,49,67,5
12-03-2015,CENTRAL/WESTERN,N.A.,16,51,103,10,22,7
13-03-2015,CENTRAL/WESTERN,N.A.,25,54,63,47,38,5
14-03-2015,CENTRAL/WESTERN,N.A.,35,74,89,39,55,4
15-03-2015,CENTRAL/WESTERN,N.A.,42,67,85,24,56,4
16-03-2015,CENTRAL/WESTERN,N.A.,38,68,118,10,49,6
17-03-2015,CENTRAL/WESTERN,N.A.,33,58,85,11,44,4
18-03-2015,CENTRAL/WESTERN,N.A.,26,49,74,18,34,2
19-03-2015,CENTRAL/WESTERN,N.A.,N.A.,55,112,14,N.A.,10
20-03-2015,CENTRAL/WESTERN,N.A.,31,75,150,8,43,12
21-03-2015,CENTRAL/WESTERN,N.A.,50,91,158,13,66,13
22-03-2015,CENTRAL/WESTERN,N.A.,34,36,38,81,51,3
23-03-2015,CENTRAL/WESTERN,N.A.,42,49,53,93,76,7
24-03-2015,CENTRAL/WESTERN,N.A.,44,35,39,78,67,5
25-03-2015,CENTRAL/WESTERN,N.A.,34,41,46,58,55,5
26-03-2015,CENTRAL/WESTERN,N.A.,41,66,88,34,58,10
27-03-2015,CENTRAL/WESTERN,N.A.,41,93,179,9,55,N.A.
28-03-2015,CENTRAL/WESTERN,N.A.,34,73,133,39,47,17
29-03-2015,CENTRAL/WESTERN,N.A.,35,68,75,56,47,9
30-03-2015,CENTRAL/WESTERN,N.A.,39,76,96,38,54,14
31-03-2015,CENTRAL/WESTERN,N.A.,27,55,89,16,36,11
