Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-01-2017,CENTRAL/WESTERN,N.A.,21,30,32,70,33,3
02-01-2017,CENTRAL/WESTERN,N.A.,25,60,92,54,41,10
03-01-2017,CENTRAL/WESTERN,N.A.,32,68,118,41,46,8
04-01-2017,CENTRAL/WESTERN,N.A.,26,40,44,72,39,4
05-01-2017,CENTRAL/WESTERN,N.A.,23,70,118,40,35,5
06-01-2017,CENTRAL/WESTERN,N.A.,29,47,53,60,41,5
07-01-2017,CENTRAL/WESTERN,N.A.,27,48,52,59,36,3
08-01-2017,CENTRAL/WESTERN,N.A.,50,95,137,46,66,15
09-01-2017,CENTRAL/WESTERN,N.A.,40,45,52,63,54,5
10-01-2017,CENTRAL/WESTERN,N.A.,37,37,39,81,51,3
11-01-2017,CENTRAL/WESTERN,N.A.,52,39,42,81,70,4
12-01-2017,CENTRAL/WESTERN,N.A.,60,53,82,36,84,6
13-01-2017,CENTRAL/WESTERN,N.A.,17,57,125,3,26,5
14-01-2017,CENTRAL/WESTERN,N.A.,17,46,63,13,22,4
15-01-2017,CENTRAL/WESTERN,N.A.,28,44,56,23,35,5
16-01-2017,CENTRAL/WESTERN,N.A.,28,39,52,37,37,3
17-01-2017,CENTRAL/WESTERN,N.A.,21,42,47,55,34,4
18-01-2017,CENTRAL/WESTERN,N.A.,28,59,78,33,42,5
19-01-2017,CENTRAL/WESTERN,N.A.,43,72,108,22,59,12
20-01-2017,CENTRAL/WESTERN,N.A.,22,53,74,31,33,5
21-01-2017,CENTRAL/WESTERN,N.A.,48,67,84,38,62,7
22-01-2017,CENTRAL/WESTERN,N.A.,44,49,54,66,58,6
23-01-2017,CENTRAL/WESTERN,N.A.,39,41,46,89,61,5
24-01-2017,CENTRAL/WESTERN,N.A.,33,33,36,88,58,8
25-01-2017,CENTRAL/WESTERN,N.A.,24,42,48,69,42,8
26-01-2017,CENTRAL/WESTERN,N.A.,33,36,41,76,47,7
27-01-2017,CENTRAL/WESTERN,N.A.,27,55,63,65,40,11
28-01-2017,CENTRAL/WESTERN,N.A.,29,25,27,76,41,9
29-01-2017,CENTRAL/WESTERN,N.A.,24,24,26,71,35,9
30-01-2017,CENTRAL/WESTERN,N.A.,22,39,51,40,31,12
31-01-2017,CENTRAL/WESTERN,N.A.,26,25,30,40,40,10
