Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-11-2013,CENTRAL/WESTERN,N.A.,33,82,98,56,56,10
02-11-2013,CENTRAL/WESTERN,N.A.,27,54,65,41,44,5
03-11-2013,CENTRAL/WESTERN,N.A.,36,43,49,39,48,4
04-11-2013,CENTRAL/WESTERN,N.A.,39,53,74,21,48,3
05-11-2013,CENTRAL/WESTERN,N.A.,29,N.A.,N.A.,N.A.,37,N.A.
06-11-2013,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
07-11-2013,CENTRAL/WESTERN,N.A.,46,49,57,71,63,7
08-11-2013,CENTRAL/WESTERN,N.A.,57,59,66,90,79,6
09-11-2013,CENTRAL/WESTERN,N.A.,38,43,50,59,56,4
10-11-2013,CENTRAL/WESTERN,N.A.,18,37,43,33,31,1
11-11-2013,CENTRAL/WESTERN,N.A.,23,44,52,44,39,1
12-11-2013,CENTRAL/WESTERN,N.A.,23,49,59,35,42,2
13-11-2013,CENTRAL/WESTERN,N.A.,24,53,95,17,38,4
14-11-2013,CENTRAL/WESTERN,N.A.,34,62,105,14,53,8
15-11-2013,CENTRAL/WESTERN,N.A.,27,72,103,32,43,8
16-11-2013,CENTRAL/WESTERN,N.A.,54,95,122,40,82,12
17-11-2013,CENTRAL/WESTERN,N.A.,41,65,76,50,65,11
18-11-2013,CENTRAL/WESTERN,N.A.,44,63,73,71,85,11
19-11-2013,CENTRAL/WESTERN,N.A.,54,53,57,77,108,13
20-11-2013,CENTRAL/WESTERN,N.A.,54,53,56,71,98,12
21-11-2013,CENTRAL/WESTERN,N.A.,48,57,62,73,77,9
22-11-2013,CENTRAL/WESTERN,N.A.,30,48,53,68,49,4
23-11-2013,CENTRAL/WESTERN,N.A.,32,48,53,72,53,4
24-11-2013,CENTRAL/WESTERN,N.A.,32,62,84,41,51,7
25-11-2013,CENTRAL/WESTERN,N.A.,28,69,87,43,59,7
26-11-2013,CENTRAL/WESTERN,N.A.,34,55,63,69,76,9
27-11-2013,CENTRAL/WESTERN,N.A.,46,69,86,47,101,9
28-11-2013,CENTRAL/WESTERN,N.A.,27,49,61,49,49,9
29-11-2013,CENTRAL/WESTERN,N.A.,22,57,69,55,47,12
30-11-2013,CENTRAL/WESTERN,N.A.,33,91,110,42,60,14
