Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-11-2014,CENTRAL/WESTERN,N.A.,35,70,86,30,56,13
02-11-2014,CENTRAL/WESTERN,N.A.,32,32,34,72,57,8
03-11-2014,CENTRAL/WESTERN,N.A.,48,51,65,29,67,11
04-11-2014,CENTRAL/WESTERN,N.A.,49,42,43,71,73,11
05-11-2014,CENTRAL/WESTERN,N.A.,34,37,40,83,58,7
06-11-2014,CENTRAL/WESTERN,N.A.,38,44,46,57,61,9
07-11-2014,CENTRAL/WESTERN,N.A.,41,40,43,45,59,5
08-11-2014,CENTRAL/WESTERN,N.A.,16,50,74,19,23,5
09-11-2014,CENTRAL/WESTERN,N.A.,20,31,40,34,31,7
10-11-2014,CENTRAL/WESTERN,N.A.,20,34,37,42,35,6
11-11-2014,CENTRAL/WESTERN,N.A.,32,35,37,41,52,7
12-11-2014,CENTRAL/WESTERN,N.A.,34,48,83,10,51,7
13-11-2014,CENTRAL/WESTERN,N.A.,27,42,61,10,40,5
14-11-2014,CENTRAL/WESTERN,N.A.,46,41,48,31,65,8
15-11-2014,CENTRAL/WESTERN,N.A.,27,30,32,50,47,6
16-11-2014,CENTRAL/WESTERN,N.A.,34,52,60,36,57,14
17-11-2014,CENTRAL/WESTERN,N.A.,47,44,53,31,66,9
18-11-2014,CENTRAL/WESTERN,N.A.,58,46,53,35,78,10
19-11-2014,CENTRAL/WESTERN,N.A.,57,53,57,47,85,11
20-11-2014,CENTRAL/WESTERN,N.A.,28,34,37,54,51,6
21-11-2014,CENTRAL/WESTERN,N.A.,24,47,53,42,43,7
22-11-2014,CENTRAL/WESTERN,N.A.,33,35,36,52,52,7
23-11-2014,CENTRAL/WESTERN,N.A.,19,25,25,44,32,4
24-11-2014,CENTRAL/WESTERN,N.A.,22,45,57,31,37,5
25-11-2014,CENTRAL/WESTERN,N.A.,24,61,98,13,41,15
26-11-2014,CENTRAL/WESTERN,N.A.,61,60,70,32,85,14
27-11-2014,CENTRAL/WESTERN,N.A.,34,37,40,37,50,4
28-11-2014,CENTRAL/WESTERN,N.A.,35,41,47,26,48,6
29-11-2014,CENTRAL/WESTERN,N.A.,28,38,44,18,45,5
30-11-2014,CENTRAL/WESTERN,N.A.,23,35,52,10,43,5
