Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-07-2015,CENTRAL/WESTERN,N.A.,14,11,13,60,25,11
02-07-2015,CENTRAL/WESTERN,N.A.,15,14,16,60,29,13
03-07-2015,CENTRAL/WESTERN,N.A.,16,18,22,57,31,13
04-07-2015,CENTRAL/WESTERN,N.A.,15,23,30,50,28,17
05-07-2015,CENTRAL/WESTERN,N.A.,18,37,52,41,30,14
06-07-2015,CENTRAL/WESTERN,N.A.,32,62,74,64,48,20
07-07-2015,CENTRAL/WESTERN,N.A.,23,44,50,67,36,15
08-07-2015,CENTRAL/WESTERN,N.A.,28,45,52,67,41,11
09-07-2015,CENTRAL/WESTERN,N.A.,24,45,56,43,37,13
10-07-2015,CENTRAL/WESTERN,N.A.,14,28,45,32,24,9
11-07-2015,CENTRAL/WESTERN,N.A.,40,58,75,124,57,28
12-07-2015,CENTRAL/WESTERN,N.A.,48,49,52,145,60,21
13-07-2015,CENTRAL/WESTERN,N.A.,22,40,57,51,32,13
14-07-2015,CENTRAL/WESTERN,N.A.,14,29,57,43,21,12
15-07-2015,CENTRAL/WESTERN,N.A.,14,19,30,49,21,7
16-07-2015,CENTRAL/WESTERN,N.A.,16,24,35,55,25,8
17-07-2015,CENTRAL/WESTERN,N.A.,12,37,54,41,21,9
18-07-2015,CENTRAL/WESTERN,N.A.,18,45,61,36,27,13
19-07-2015,CENTRAL/WESTERN,N.A.,21,25,27,59,31,8
20-07-2015,CENTRAL/WESTERN,N.A.,9,30,35,34,15,6
21-07-2015,CENTRAL/WESTERN,N.A.,7,18,22,45,16,5
22-07-2015,CENTRAL/WESTERN,N.A.,10,22,28,29,20,6
23-07-2015,CENTRAL/WESTERN,N.A.,13,25,37,25,27,5
24-07-2015,CENTRAL/WESTERN,N.A.,13,19,24,32,28,4
25-07-2015,CENTRAL/WESTERN,N.A.,12,20,24,37,26,7
26-07-2015,CENTRAL/WESTERN,N.A.,12,19,22,37,24,6
27-07-2015,CENTRAL/WESTERN,N.A.,15,18,22,40,28,5
28-07-2015,CENTRAL/WESTERN,N.A.,11,20,32,31,19,4
29-07-2015,CENTRAL/WESTERN,N.A.,11,20,31,24,17,5
30-07-2015,CENTRAL/WESTERN,N.A.,8,17,22,23,12,6
31-07-2015,CENTRAL/WESTERN,N.A.,10,33,67,19,15,8
