Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-04-2018,CENTRAL/WESTERN,N.A.,23,47,60,60,44,4
02-04-2018,CENTRAL/WESTERN,N.A.,33,69,108,44,59,21
03-04-2018,CENTRAL/WESTERN,N.A.,24,48,71,38,44,11
04-04-2018,CENTRAL/WESTERN,N.A.,21,36,58,39,40,7
05-04-2018,CENTRAL/WESTERN,N.A.,13,27,40,41,27,6
06-04-2018,CENTRAL/WESTERN,N.A.,19,50,84,25,46,8
07-04-2018,CENTRAL/WESTERN,N.A.,30,31,35,77,88,1
08-04-2018,CENTRAL/WESTERN,N.A.,N.A.,35,40,95,N.A.,2
09-04-2018,CENTRAL/WESTERN,N.A.,31,35,39,101,69,2
10-04-2018,CENTRAL/WESTERN,N.A.,18,42,51,60,37,2
11-04-2018,CENTRAL/WESTERN,N.A.,23,57,83,27,39,11
12-04-2018,CENTRAL/WESTERN,N.A.,15,37,60,20,24,12
13-04-2018,CENTRAL/WESTERN,N.A.,10,18,25,28,14,3
14-04-2018,CENTRAL/WESTERN,N.A.,12,27,52,18,16,8
15-04-2018,CENTRAL/WESTERN,N.A.,19,47,77,11,26,8
16-04-2018,CENTRAL/WESTERN,N.A.,18,57,79,12,27,2
17-04-2018,CENTRAL/WESTERN,N.A.,21,56,69,38,31,2
18-04-2018,CENTRAL/WESTERN,N.A.,33,40,43,104,58,4
19-04-2018,CENTRAL/WESTERN,N.A.,28,39,43,108,50,5
20-04-2018,CENTRAL/WESTERN,N.A.,29,41,45,82,56,4
21-04-2018,CENTRAL/WESTERN,N.A.,26,36,42,57,48,3
22-04-2018,CENTRAL/WESTERN,N.A.,27,39,47,41,44,5
23-04-2018,CENTRAL/WESTERN,N.A.,12,28,58,24,19,20
24-04-2018,CENTRAL/WESTERN,N.A.,21,65,126,9,28,10
25-04-2018,CENTRAL/WESTERN,N.A.,23,42,46,55,34,2
26-04-2018,CENTRAL/WESTERN,N.A.,33,37,39,96,50,2
27-04-2018,CENTRAL/WESTERN,N.A.,36,46,51,83,50,3
28-04-2018,CENTRAL/WESTERN,N.A.,40,38,41,86,55,3
29-04-2018,CENTRAL/WESTERN,N.A.,34,36,39,72,47,2
30-04-2018,CENTRAL/WESTERN,N.A.,24,39,68,32,37,3
