Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-04-2014,CENTRAL/WESTERN,N.A.,26,64,93,22,33,4
02-04-2014,CENTRAL/WESTERN,N.A.,18,60,71,37,27,2
03-04-2014,CENTRAL/WESTERN,N.A.,14,74,104,33,21,1
04-04-2014,CENTRAL/WESTERN,N.A.,34,55,63,66,50,4
05-04-2014,CENTRAL/WESTERN,N.A.,42,46,48,109,64,5
06-04-2014,CENTRAL/WESTERN,N.A.,50,36,36,98,68,4
07-04-2014,CENTRAL/WESTERN,N.A.,36,42,46,80,54,2
08-04-2014,CENTRAL/WESTERN,N.A.,24,78,124,33,34,2
09-04-2014,CENTRAL/WESTERN,N.A.,21,56,69,37,31,2
10-04-2014,CENTRAL/WESTERN,N.A.,29,50,53,63,42,2
11-04-2014,CENTRAL/WESTERN,N.A.,28,55,61,59,44,3
12-04-2014,CENTRAL/WESTERN,N.A.,28,64,108,36,47,10
13-04-2014,CENTRAL/WESTERN,N.A.,43,92,230,10,64,38
14-04-2014,CENTRAL/WESTERN,N.A.,28,62,128,43,48,11
15-04-2014,CENTRAL/WESTERN,N.A.,29,40,42,99,54,3
16-04-2014,CENTRAL/WESTERN,N.A.,39,58,63,69,70,6
17-04-2014,CENTRAL/WESTERN,N.A.,22,53,68,37,44,4
18-04-2014,CENTRAL/WESTERN,N.A.,18,54,109,24,33,8
19-04-2014,CENTRAL/WESTERN,N.A.,19,57,87,21,33,6
20-04-2014,CENTRAL/WESTERN,N.A.,24,65,184,4,39,32
21-04-2014,CENTRAL/WESTERN,N.A.,28,51,79,36,52,6
22-04-2014,CENTRAL/WESTERN,N.A.,29,63,112,24,50,11
23-04-2014,CENTRAL/WESTERN,N.A.,24,59,71,45,39,4
24-04-2014,CENTRAL/WESTERN,N.A.,31,51,55,67,51,1
25-04-2014,CENTRAL/WESTERN,N.A.,34,61,70,51,52,1
26-04-2014,CENTRAL/WESTERN,N.A.,22,71,104,35,34,6
27-04-2014,CENTRAL/WESTERN,N.A.,37,90,139,67,54,21
28-04-2014,CENTRAL/WESTERN,N.A.,29,76,93,53,45,13
29-04-2014,CENTRAL/WESTERN,N.A.,32,46,48,96,49,4
30-04-2014,CENTRAL/WESTERN,N.A.,44,46,49,96,65,2
