Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-12-2014,CENTRAL/WESTERN,N.A.,19,39,63,7,32,7
02-12-2014,CENTRAL/WESTERN,N.A.,42,35,46,12,53,8
03-12-2014,CENTRAL/WESTERN,N.A.,48,36,40,25,66,5
04-12-2014,CENTRAL/WESTERN,N.A.,16,41,57,14,26,5
05-12-2014,CENTRAL/WESTERN,N.A.,24,53,71,17,39,11
06-12-2014,CENTRAL/WESTERN,N.A.,32,38,42,38,56,9
07-12-2014,CENTRAL/WESTERN,N.A.,32,43,48,32,57,10
08-12-2014,CENTRAL/WESTERN,N.A.,39,46,57,31,58,9
09-12-2014,CENTRAL/WESTERN,N.A.,38,39,43,46,61,9
10-12-2014,CENTRAL/WESTERN,N.A.,66,83,111,20,92,18
11-12-2014,CENTRAL/WESTERN,N.A.,70,73,94,20,98,17
12-12-2014,CENTRAL/WESTERN,N.A.,44,45,54,26,75,13
13-12-2014,CENTRAL/WESTERN,N.A.,49,54,62,31,90,16
14-12-2014,CENTRAL/WESTERN,N.A.,55,43,45,57,95,14
15-12-2014,CENTRAL/WESTERN,N.A.,41,67,102,29,72,13
16-12-2014,CENTRAL/WESTERN,N.A.,58,45,48,46,105,21
17-12-2014,CENTRAL/WESTERN,N.A.,28,38,43,41,66,16
18-12-2014,CENTRAL/WESTERN,N.A.,33,53,62,28,65,16
19-12-2014,CENTRAL/WESTERN,N.A.,37,57,73,19,53,9
20-12-2014,CENTRAL/WESTERN,N.A.,32,45,60,37,48,10
21-12-2014,CENTRAL/WESTERN,N.A.,38,34,36,55,59,14
22-12-2014,CENTRAL/WESTERN,N.A.,52,42,46,56,77,19
23-12-2014,CENTRAL/WESTERN,N.A.,55,65,88,33,82,13
24-12-2014,CENTRAL/WESTERN,N.A.,36,70,121,14,50,13
25-12-2014,CENTRAL/WESTERN,N.A.,36,30,30,48,49,7
26-12-2014,CENTRAL/WESTERN,N.A.,40,24,24,41,50,5
27-12-2014,CENTRAL/WESTERN,N.A.,30,42,62,19,43,6
28-12-2014,CENTRAL/WESTERN,N.A.,35,40,61,12,44,11
29-12-2014,CENTRAL/WESTERN,N.A.,35,49,56,32,47,8
30-12-2014,CENTRAL/WESTERN,N.A.,33,73,97,26,46,18
31-12-2014,CENTRAL/WESTERN,N.A.,N.A.,110,191,19,N.A.,18
