Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2
01-12-2009,CENTRAL/WESTERN,N.A.,N.A.,84,140,33,81,16
02-12-2009,CENTRAL/WESTERN,N.A.,N.A.,77,106,57,96,16
03-12-2009,CENTRAL/WESTERN,N.A.,N.A.,71,109,38,74,16
04-12-2009,CENTRAL/WESTERN,N.A.,N.A.,92,127,33,93,25
05-12-2009,CENTRAL/WESTERN,N.A.,N.A.,84,126,49,85,23
06-12-2009,CENTRAL/WESTERN,N.A.,N.A.,51,60,74,74,13
07-12-2009,CENTRAL/WESTERN,N.A.,N.A.,60,106,38,56,7
08-12-2009,CENTRAL/WESTERN,N.A.,N.A.,61,146,17,28,5
09-12-2009,CENTRAL/WESTERN,N.A.,N.A.,65,172,2,23,9
10-12-2009,CENTRAL/WESTERN,N.A.,N.A.,90,214,5,57,30
11-12-2009,CENTRAL/WESTERN,N.A.,N.A.,72,143,22,43,7
12-12-2009,CENTRAL/WESTERN,N.A.,N.A.,61,114,33,45,5
13-12-2009,CENTRAL/WESTERN,N.A.,N.A.,76,123,38,63,25
14-12-2009,CENTRAL/WESTERN,N.A.,N.A.,69,134,27,58,8
15-12-2009,CENTRAL/WESTERN,N.A.,N.A.,60,148,16,42,7
16-12-2009,CENTRAL/WESTERN,N.A.,N.A.,52,163,2,28,11
17-12-2009,CENTRAL/WESTERN,N.A.,N.A.,55,143,4,34,10
18-12-2009,CENTRAL/WESTERN,N.A.,N.A.,53,137,5,43,10
19-12-2009,CENTRAL/WESTERN,N.A.,N.A.,68,139,13,58,16
20-12-2009,CENTRAL/WESTERN,N.A.,N.A.,61,77,36,57,18
21-12-2009,CENTRAL/WESTERN,N.A.,N.A.,85,155,30,67,18
22-12-2009,CENTRAL/WESTERN,N.A.,N.A.,83,129,43,70,13
23-12-2009,CENTRAL/WESTERN,N.A.,N.A.,91,168,30,66,11
24-12-2009,CENTRAL/WESTERN,N.A.,N.A.,104,235,19,56,21
25-12-2009,CENTRAL/WESTERN,N.A.,N.A.,118,344,3,70,47
26-12-2009,CENTRAL/WESTERN,N.A.,N.A.,52,74,45,98,14
27-12-2009,CENTRAL/WESTERN,N.A.,N.A.,47,62,34,87,12
28-12-2009,CENTRAL/WESTERN,N.A.,N.A.,58,140,15,45,17
29-12-2009,CENTRAL/WESTERN,N.A.,N.A.,64,162,8,76,10
30-12-2009,CENTRAL/WESTERN,N.A.,N.A.,70,169,7,38,9
31-12-2009,CENTRAL/WESTERN,N.A.,N.A.,57,100,31,58,11
