,date,NOx,NO_2,NOx,O_3
1610,26.03.2014,2,11,15,49
1611,27.03.2014,0,6,7,62
1612,28.03.2014,0,7,7,32
1613,29.03.2014,1,5,6,40
1614,30.03.2014,0,5,5,71
1615,31.03.2014,4,11,16,71
1616,01.04.2014,2,12,14,54
1617,02.04.2014,1,14,15,66
1618,03.04.2014,3,16,21,65
1619,04.04.2014,0,7,8,72
1620,05.04.2014,1,10,10,55
1621,06.04.2014,1,10,11,58
1622,07.04.2014,1,11,13,42
1623,08.04.2014,2,11,13,58
1624,09.04.2014,0,4,5,75
1625,10.04.2014,1,5,6,56
1626,11.04.2014,4,19,25,32
1627,12.04.2014,1,9,10,50
1628,13.04.2014,1,5,6,64
1629,14.04.2014,1,4,5,73
1630,15.04.2014,0,6,6,62
1631,16.04.2014,1,8,9,51
1632,17.04.2014,5,20,28,51
1633,18.04.2014,0,6,6,67
1634,19.04.2014,0,6,6,62
1635,20.04.2014,0,4,4,80
1636,21.04.2014,0,4,5,71
1637,22.04.2014,1,11,13,58
1638,23.04.2014,3,9,13,54
1639,24.04.2014,1,7,8,48
1640,25.04.2014,1,7,7,73
1641,26.04.2014,1,6,7,72
1642,27.04.2014,0,4,4,66
1643,28.04.2014,0,4,5,77
1644,29.04.2014,1,7,7,82
1645,30.04.2014,1,8,9,89
1646,01.05.2014,0,11,11,75
1647,02.05.2014,0,4,4,48
1648,03.05.2014,0,4,4,60
1649,04.05.2014,0,7,7,65
1650,05.05.2014,3,11,15,58
1651,06.05.2014,1,17,18,67
1652,07.05.2014,1,10,11,63
1653,08.05.2014,1,8,9,54
1654,09.05.2014,0,7,8,63
1655,10.05.2014,0,7,7,78
1656,11.05.2014,1,5,5,68
1657,12.05.2014,1,5,7,59
1658,13.05.2014,0,5,6,71
1659,14.05.2014,0,6,7,65
1660,15.05.2014,0,6,6,60
1661,16.05.2014,0,3,4,78
1662,17.05.2014,0,3,3,75
1663,18.05.2014,0,6,7,47
1664,19.05.2014,1,11,12,38
1665,20.05.2014,2,13,16,59
1666,21.05.2014,1,12,14,87
1667,22.05.2014,0,9,9,95
1668,23.05.2014,1,12,13,65
1669,24.05.2014,1,6,7,61
1670,25.05.2014,0,7,8,77
1671,26.05.2014,0,5,5,84
1672,27.05.2014,0,4,5,67
1673,28.05.2014,0,3,3,38
1674,29.05.2014,0,3,3,41
1675,30.05.2014,2,8,11,48
1676,31.05.2014,0,6,7,72
1677,01.06.2014,0,4,5,75
1678,02.06.2014,1,5,6,63
1679,03.06.2014,1,8,9,51
1680,04.06.2014,1,11,13,63
1681,05.06.2014,1,6,8,59
1682,06.06.2014,3,13,17,64
1683,07.06.2014,1,12,14,83
1684,08.06.2014,0,11,12,84
1685,09.06.2014,0,4,4,87
1686,10.06.2014,0,8,8,90
1687,11.06.2014,1,11,12,55
1688,12.06.2014,0,6,6,64
1689,13.06.2014,0,7,8,50
1690,14.06.2014,0,3,3,50
1691,15.06.2014,0,5,5,49
1692,16.06.2014,1,6,6,56
1693,17.06.2014,1,6,7,55
1694,18.06.2014,1,6,8,60
1695,19.06.2014,1,3,4,50
1696,20.06.2014,0,2,2,56
1697,21.06.2014,1,3,4,48
1698,22.06.2014,0,2,2,60
1699,23.06.2014,0,4,4,72
1700,24.06.2014,1,6,7,42
1701,25.06.2014,1,8,9,27
1702,26.06.2014,1,8,10,33
1703,27.06.2014,3,14,19,44
1704,28.06.2014,0,9,10,66
1705,29.06.2014,1,5,6,47
1706,30.06.2014,1,6,8,50
1707,01.07.2014,1,7,8,50
1708,02.07.2014,1,7,7,54
1709,03.07.2014,1,7,9,65
1710,04.07.2014,1,18,20,91
1711,05.07.2014,0,11,11,87
1712,06.07.2014,1,5,7,58
1713,07.07.2014,0,6,7,52
1714,08.07.2014,1,8,9,45
1715,09.07.2014,1,7,8,49
1716,10.07.2014,1,6,8,53
1717,11.07.2014,0,3,3,51
1718,12.07.2014,0,4,4,40
1719,13.07.2014,0,7,8,41
1720,14.07.2014,1,9,10,55
1721,15.07.2014,0,6,6,66
1722,16.07.2014,1,11,13,56
1723,17.07.2014,1,10,11,68
1724,18.07.2014,0,10,11,72
1725,19.07.2014,0,6,6,88
1726,20.07.2014,0,7,7,89
1727,21.07.2014,0,4,4,91
1728,22.07.2014,0,3,3,83
1729,23.07.2014,0,3,2,75
1730,24.07.2014,0,5,6,53
1731,25.07.2014,1,7,8,49
1732,26.07.2014,1,10,11,58
1733,27.07.2014,0,11,11,67
1734,28.07.2014,1,8,9,65
1735,29.07.2014,1,6,7,69
1736,30.07.2014,1,10,11,51
1737,31.07.2014,0,5,6,55
1738,01.08.2014,2,9,12,48
1739,02.08.2014,1,8,9,70
1740,03.08.2014,2,8,10,60
1741,04.08.2014,1,9,10,57
1742,05.08.2014,2,10,13,52
1743,06.08.2014,1,9,10,54
1744,07.08.2014,3,18,22,43
1745,08.08.2014,1,11,13,58
1746,09.08.2014,0,10,10,60
1747,10.08.2014,1,8,9,52
1748,11.08.2014,0,4,5,62
1749,12.08.2014,0,9,9,53
1750,13.08.2014,1,10,11,60
1751,14.08.2014,0,7,7,56
1752,15.08.2014,1,8,9,51
1753,16.08.2014,0,6,6,48
1754,17.08.2014,0,5,5,63
1755,18.08.2014,0,5,6,65
1756,19.08.2014,0,6,6,55
1757,20.08.2014,0,6,6,52
1758,21.08.2014,1,8,10,48
1759,22.08.2014,2,15,19,45
1760,23.08.2014,1,6,7,64
1761,24.08.2014,0,5,6,58
1762,25.08.2014,1,7,8,57
1763,26.08.2014,2,13,16,52
1764,27.08.2014,3,15,20,46
1765,28.08.2014,2,14,17,60
1766,29.08.2014,3,24,29,27
1767,30.08.2014,1,8,10,34
1768,31.08.2014,1,7,9,24
1769,01.09.2014,1,9,11,26
1770,02.09.2014,0,6,6,36
1771,03.09.2014,1,6,6,42
1772,04.09.2014,1,7,8,57
1773,05.09.2014,1,11,12,65
1774,06.09.2014,1,11,12,69
1775,07.09.2014,0,10,11,64
1776,08.09.2014,0,10,10,55
1777,09.09.2014,1,8,9,54
1778,10.09.2014,0,8,8,48
1779,11.09.2014,0,8,8,34
1780,12.09.2014,0,4,4,59
1781,13.09.2014,0,4,4,52
1782,14.09.2014,1,6,7,38
1783,15.09.2014,0,8,9,59
1784,16.09.2014,0,11,11,65
1785,17.09.2014,1,13,14,58
1786,18.09.2014,1,14,15,61
1787,19.09.2014,4,22,28,22
1788,20.09.2014,3,20,24,14
1789,21.09.2014,0,7,8,42
1790,22.09.2014,0,6,7,53
1791,23.09.2014,2,11,14,38
1792,24.09.2014,7,21,31,27
1793,25.09.2014,1,10,11,37
1794,26.09.2014,1,13,14,30
1795,27.09.2014,1,8,9,34
1796,28.09.2014,8,14,26,21
1797,29.09.2014,5,15,22,18
1798,30.09.2014,3,11,16,14
1799,01.10.2014,3,13,17,19
1800,02.10.2014,15,15,38,17
1801,03.10.2014,1,12,14,33
1802,04.10.2014,1,10,11,46
1803,05.10.2014,1,10,11,44
1804,06.10.2014,1,11,13,45
1805,07.10.2014,1,19,20,39
1806,08.10.2014,2,16,20,32
1807,09.10.2014,5,22,30,15
1808,10.10.2014,2,12,16,22
1809,11.10.2014,5,14,22,13
1810,12.10.2014,0,8,9,25
1811,13.10.2014,4,17,22,16
1812,14.10.2014,7,16,26,11
1813,15.10.2014,10,16,31,15
1814,16.10.2014,17,24,49,4
1815,17.10.2014,2,14,17,16
1816,18.10.2014,2,17,21,11
1817,19.10.2014,1,13,14,31
1818,20.10.2014,0,9,10,42
1819,21.10.2014,1,12,13,33
1820,22.10.2014,0,8,8,37
1821,23.10.2014,0,10,10,22
1822,24.10.2014,2,20,23,18
1823,25.10.2014,6,20,30,11
1824,26.10.2014,9,16,29,5
1825,27.10.2014,8,25,38,9
1826,28.10.2014,6,27,37,10
1827,29.10.2014,8,22,34,9
1828,30.10.2014,16,23,47,3
1829,31.10.2014,20,24,55,3
1830,01.11.2014,24,15,53,4
1831,02.11.2014,10,18,33,5
1832,03.11.2014,2,24,26,19
1833,04.11.2014,4,30,35,15
1834,05.11.2014,4,19,25,9
1835,06.11.2014,3,14,18,29
1836,07.11.2014,9,24,38,7
1837,08.11.2014,5,19,26,17
1838,09.11.2014,3,15,19,9
1839,10.11.2014,12,21,39,8
1840,11.11.2014,19,17,46,3
1841,12.11.2014,2,13,16,10
1842,13.11.2014,19,13,41,1
1843,14.11.2014,9,13,27,12
1844,15.11.2014,1,9,10,24
1845,16.11.2014,1,11,13,17
1846,17.11.2014,6,16,24,10
1847,18.11.2014,1,11,13,9
1848,19.11.2014,2,12,14,5
1849,20.11.2014,9,14,28,2
1850,21.11.2014,5,19,27,6
1851,22.11.2014,2,14,16,25
1852,23.11.2014,1,15,17,18
1853,24.11.2014,3,23,28,16
1854,25.11.2014,1,16,18,20
1855,26.11.2014,3,17,21,23
1856,27.11.2014,1,16,17,22
1857,28.11.2014,0,12,12,30
1858,29.11.2014,0,9,9,36
1859,30.11.2014,0,6,7,41
1860,01.12.2014,0,9,10,39
1861,02.12.2014,0,9,10,35
1862,03.12.2014,2,16,19,16
1863,04.12.2014,3,22,27,6
1864,05.12.2014,18,26,54,2
1865,06.12.2014,16,21,45,4
1866,07.12.2014,1,17,18,23
1867,08.12.2014,1,15,17,31
1868,09.12.2014,13,27,48,8
1869,10.12.2014,1,24,26,18
1870,11.12.2014,1,14,15,37
1871,12.12.2014,0,9,10,53
1872,13.12.2014,0,11,11,49
1873,14.12.2014,1,18,19,16
1874,15.12.2014,1,17,18,31
1875,16.12.2014,1,17,19,29
1876,17.12.2014,1,22,24,30
1877,18.12.2014,2,15,17,23
1878,19.12.2014,0,6,6,53
1879,20.12.2014,0,5,5,66
1880,21.12.2014,0,5,5,61
1881,22.12.2014,0,7,7,55
1882,23.12.2014,1,5,5,57
1883,24.12.2014,0,5,5,57
1884,25.12.2014,0,3,3,60
1885,26.12.2014,1,7,8,37
1886,27.12.2014,3,17,21,24
1887,28.12.2014,1,12,13,29
1888,29.12.2014,3,27,33,16
1889,30.12.2014,2,30,33,18
1890,31.12.2014,4,21,27,14
1891,01.01.2015,0,11,12,35
1892,02.01.2015,0,6,5,56
1893,03.01.2015,0,7,7,60
1894,04.01.2015,0,5,5,63
1895,05.01.2015,0,8,8,50
1896,06.01.2015,1,20,21,31
1897,07.01.2015,3,24,28,18
1898,08.01.2015,0,16,16,30
1899,09.01.2015,0,5,5,66
1900,10.01.2015,0,3,4,62
1901,11.01.2015,0,3,3,70
1902,12.01.2015,0,6,7,57
1903,13.01.2015,1,7,8,59
1904,14.01.2015,1,11,12,54
1905,15.01.2015,1,18,19,39
1906,16.01.2015,1,17,18,37
1907,17.01.2015,1,17,18,26
1908,18.01.2015,7,27,38,12
1909,19.01.2015,14,25,46,7
1910,20.01.2015,7,28,38,6
1911,21.01.2015,3,18,22,11
1912,22.01.2015,1,13,14,21
1913,23.01.2015,1,11,12,23
1914,24.01.2015,1,16,17,28
1915,25.01.2015,0,8,8,46
1916,26.01.2015,1,19,20,31
1917,27.01.2015,0,11,11,58
1918,28.01.2015,1,11,12,47
1919,29.01.2015,0,13,14,55
1920,30.01.2015,1,21,22,33
1921,31.01.2015,1,15,17,37
1922,01.02.2015,1,14,15,36
1923,02.02.2015,0,12,13,42
1924,03.02.2015,0,14,14,41
1925,04.02.2015,1,14,15,28
1926,05.02.2015,2,16,19,20
1927,06.02.2015,1,15,16,34
1928,07.02.2015,0,13,14,41
1929,08.02.2015,0,4,4,75
1930,09.02.2015,0,10,11,57
1931,10.02.2015,0,10,10,56
1932,11.02.2015,0,13,13,45
1933,12.02.2015,13,28,47,21
1934,13.02.2015,14,34,55,6
1935,14.02.2015,3,23,27,26
1936,15.02.2015,0,9,9,50
1937,16.02.2015,1,8,8,50
1938,17.02.2015,3,20,26,31
1939,18.02.2015,3,24,28,27
1940,19.02.2015,5,26,34,19
1941,20.02.2015,2,25,28,31
1942,21.02.2015,1,15,16,59
1943,22.02.2015,1,16,18,42
1944,23.02.2015,2,25,28,32
1945,24.02.2015,2,20,23,29
1946,25.02.2015,7,22,32,27
1947,26.02.2015,24,30,67,27
1948,27.02.2015,5,29,36,30
1949,28.02.2015,2,16,19,46
1950,01.03.2015,0,13,13,48
1951,02.03.2015,1,13,14,56
1952,03.03.2015,0,7,8,64
1953,04.03.2015,0,11,11,54
1954,05.03.2015,0,12,13,50
1955,06.03.2015,2,24,27,25
1956,07.03.2015,1,17,19,44
1957,08.03.2015,1,22,24,42
1958,09.03.2015,1,17,18,45
1959,10.03.2015,4,21,27,18
1960,11.03.2015,1,11,12,52
1961,12.03.2015,0,5,5,62
1962,13.03.2015,0,7,7,52
1963,14.03.2015,0,7,7,43
1964,15.03.2015,1,5,6,40
1965,16.03.2015,1,8,9,51
1966,17.03.2015,0,10,10,70
1967,18.03.2015,1,10,11,72
1968,19.03.2015,1,18,19,71
1969,20.03.2015,3,30,34,60
1970,21.03.2015,1,16,17,33
1971,22.03.2015,1,5,6,72
1972,23.03.2015,3,27,31,34
1973,24.03.2015,16,32,57,30
1974,25.03.2015,2,15,19,49
1975,26.03.2015,1,15,16,36
1976,27.03.2015,1,14,15,37
1977,28.03.2015,0,10,10,54
1978,29.03.2015,0,9,9,54
1979,30.03.2015,0,3,4,77
1980,31.03.2015,0,7,8,71
1981,01.04.2015,0,4,4,74
1982,02.04.2015,0,6,7,66
1983,03.04.2015,1,6,7,61
1984,04.04.2015,1,10,12,53
1985,05.04.2015,1,11,12,55
1986,06.04.2015,1,5,6,61
1987,07.04.2015,2,14,17,53
1988,08.04.2015,0,10,11,58
1989,09.04.2015,3,20,24,45
1990,10.04.2015,3,24,28,51
1991,11.04.2015,1,14,16,68
1992,12.04.2015,0,7,8,73
1993,13.04.2015,0,6,6,73
1994,14.04.2015,1,14,14,55
1995,15.04.2015,1,8,9,79
1996,16.04.2015,0,7,7,75
1997,17.04.2015,0,8,8,67
1998,18.04.2015,0,8,9,58
1999,19.04.2015,1,10,11,65
2000,20.04.2015,1,11,13,64
2001,21.04.2015,1,12,14,73
2002,22.04.2015,1,9,11,71
2003,23.04.2015,1,13,15,77
2004,24.04.2015,1,13,14,86
2005,25.04.2015,1,19,21,87
2006,26.04.2015,0,8,8,66
2007,27.04.2015,1,11,13,33
2008,28.04.2015,0,9,9,52
2009,29.04.2015,1,8,9,72
2010,30.04.2015,2,15,18,62
2011,01.05.2015,0,6,6,66
2012,02.05.2015,1,10,11,60
2013,03.05.2015,0,9,10,77
2014,04.05.2015,1,9,10,57
2015,05.05.2015,1,15,16,50
2016,06.05.2015,1,11,13,76
2017,07.05.2015,0,6,7,64
2018,08.05.2015,4,14,20,52
2019,09.05.2015,0,11,11,61
2020,10.05.2015,0,5,5,73
2021,11.05.2015,3,17,21,56
2022,12.05.2015,1,16,18,77
2023,13.05.2015,1,7,8,70
2024,14.05.2015,0,5,5,61
2025,15.05.2015,1,8,9,56
2026,16.05.2015,1,9,10,60
2027,17.05.2015,0,4,5,72
2028,18.05.2015,1,15,17,66
2029,19.05.2015,1,10,11,77
2030,20.05.2015,1,11,12,58
2031,21.05.2015,1,11,13,66
2032,22.05.2015,2,9,12,66
2033,23.05.2015,0,11,12,63
2034,24.05.2015,1,8,9,
2035,25.05.2015,,,,
2036,26.05.2015,0,6,7,
2037,27.05.2015,1,5,6,60
2038,28.05.2015,1,11,13,60
2039,29.05.2015,1,9,9,70
2040,30.05.2015,0,3,3,74
2041,31.05.2015,1,7,9,75
2042,01.06.2015,1,12,14,53
2043,02.06.2015,1,8,10,68
2044,03.06.2015,1,8,9,69
2045,04.06.2015,1,7,7,67
2046,05.06.2015,1,7,9,100
2047,06.06.2015,0,8,8,111
2048,07.06.2015,0,3,4,94
2049,08.06.2015,0,2,3,78
2050,09.06.2015,0,3,3,81
2051,10.06.2015,0,3,4,79
2052,11.06.2015,1,6,6,88
2053,12.06.2015,0,6,6,103
2054,13.06.2015,0,9,10,93
2055,14.06.2015,0,6,7,65
2056,15.06.2015,0,3,4,72
2057,16.06.2015,1,10,11,56
2058,17.06.2015,1,11,12,67
2059,18.06.2015,0,6,6,64
2060,19.06.2015,0,6,6,59
2061,20.06.2015,0,5,5,52
2062,21.06.2015,0,5,6,56
2063,22.06.2015,1,11,13,43
2064,23.06.2015,0,8,9,39
2065,24.06.2015,0,6,7,48
2066,25.06.2015,1,9,11,56
2067,26.06.2015,2,14,16,62
2068,27.06.2015,2,14,17,42
2069,28.06.2015,1,5,7,55
2070,29.06.2015,3,14,18,53
2071,30.06.2015,1,6,8,66
2072,01.07.2015,1,8,9,62
2073,02.07.2015,1,7,9,81
2074,03.07.2015,1,12,14,112
2075,04.07.2015,1,14,15,
2076,05.07.2015,,,,
2077,06.07.2015,1,6,7,
2078,07.07.2015,1,10,12,95
2079,08.07.2015,0,6,6,64
2080,09.07.2015,0,4,4,62
2081,10.07.2015,0,5,5,65
2082,11.07.2015,1,9,10,66
2083,12.07.2015,1,12,12,58
2084,13.07.2015,0,8,8,45
2085,14.07.2015,1,11,12,31
2086,15.07.2015,1,7,8,50
2087,16.07.2015,1,9,11,54
2088,17.07.2015,1,12,14,77
2089,18.07.2015,1,10,11,70
2090,19.07.2015,1,6,7,56
2091,20.07.2015,0,6,6,65
2092,21.07.2015,1,10,10,50
2093,22.07.2015,1,12,13,53
2094,23.07.2015,0,6,7,70
2095,24.07.2015,1,7,8,66
2096,25.07.2015,1,6,7,83
2097,26.07.2015,1,5,6,66
2098,27.07.2015,1,11,13,52
2099,28.07.2015,0,5,5,52
2100,29.07.2015,1,5,6,71
2101,30.07.2015,0,3,3,63
2102,31.07.2015,1,4,5,62
2103,01.08.2015,1,11,13,65
2104,02.08.2015,0,8,8,92
2105,03.08.2015,0,9,10,112
2106,04.08.2015,1,11,12,107
2107,05.08.2015,0,8,8,72
2108,06.08.2015,1,14,15,93
2109,07.08.2015,1,15,16,116
2110,08.08.2015,0,5,5,106
2111,09.08.2015,0,4,4,76
2112,10.08.2015,0,7,7,92
2113,11.08.2015,0,8,9,108
2114,12.08.2015,0,5,6,77
2115,13.08.2015,0,5,5,77
2116,14.08.2015,0,6,7,113
2117,15.08.2015,0,8,8,117
2118,16.08.2015,0,7,8,79
2119,17.08.2015,1,11,13,57
2120,18.08.2015,1,15,16,37
2121,19.08.2015,2,11,13,36
2122,20.08.2015,1,12,13,58
2123,21.08.2015,1,14,15,66
2124,22.08.2015,0,9,10,79
2125,23.08.2015,1,6,7,81
2126,24.08.2015,1,13,14,72
2127,25.08.2015,0,8,9,55
2128,26.08.2015,1,17,19,49
2129,27.08.2015,1,18,19,53
2130,28.08.2015,0,7,7,45
2131,29.08.2015,3,11,16,49
2132,30.08.2015,1,13,14,52
2133,31.08.2015,2,21,24,69
2134,01.09.2015,0,14,14,70
2135,02.09.2015,1,7,8,56
2136,03.09.2015,6,22,31,32
2137,04.09.2015,2,10,13,52
2138,05.09.2015,0,4,5,58
2139,06.09.2015,0,3,4,59
2140,07.09.2015,1,9,10,48
2141,08.09.2015,1,9,10,45
2142,09.09.2015,0,5,5,41
2143,10.09.2015,1,7,7,43
2144,11.09.2015,1,12,14,30
2145,12.09.2015,2,11,15,47
2146,13.09.2015,1,9,11,62
2147,14.09.2015,1,16,17,54
2148,15.09.2015,2,13,17,42
2149,16.09.2015,3,22,27,33
2150,17.09.2015,1,14,16,44
2151,18.09.2015,0,9,9,54
2152,19.09.2015,3,13,18,26
2153,20.09.2015,0,4,5,51
2154,21.09.2015,1,10,12,41
2155,22.09.2015,2,24,27,27
2156,23.09.2015,3,16,20,26
2157,24.09.2015,1,14,16,
2158,25.09.2015,4,18,24,31
2159,26.09.2015,2,13,16,29
2160,27.09.2015,1,12,14,29
2161,28.09.2015,9,14,28,29
2162,29.09.2015,1,9,11,36
2163,30.09.2015,1,11,13,35
2164,01.10.2015,5,28,35,24
2165,02.10.2015,12,21,39,30
2166,03.10.2015,0,17,17,42
2167,04.10.2015,2,20,23,38
2168,05.10.2015,3,15,19,32
2169,06.10.2015,0,12,12,56
2170,07.10.2015,0,10,11,38
2171,08.10.2015,1,16,17,17
2172,09.10.2015,1,12,13,23
2173,10.10.2015,1,9,10,46
2174,11.10.2015,0,7,8,50
2175,12.10.2015,1,10,11,46
2176,13.10.2015,0,9,10,32
2177,14.10.2015,1,10,11,24
2178,15.10.2015,1,11,13,30
2179,16.10.2015,2,17,20,13
2180,17.10.2015,1,11,12,10
2181,18.10.2015,5,16,24,11
2182,19.10.2015,4,16,23,4
2183,20.10.2015,1,10,12,25
2184,21.10.2015,0,10,11,24
2185,22.10.2015,3,18,23,9
2186,23.10.2015,1,9,10,39
2187,24.10.2015,9,19,32,14
2188,25.10.2015,3,15,20,12
2189,26.10.2015,5,15,23,16
2190,27.10.2015,2,18,21,21
2191,28.10.2015,2,18,21,16
2192,29.10.2015,17,28,54,4
2193,30.10.2015,26,26,65,1
2194,31.10.2015,2,21,24,22
2195,01.11.2015,7,25,35,15
2196,02.11.2015,43,32,97,2
2197,03.11.2015,36,34,90,2
2198,04.11.2015,72,27,137,2
2199,05.11.2015,64,26,124,2
2200,06.11.2015,28,22,65,3
2201,07.11.2015,3,10,14,14
2202,08.11.2015,3,9,12,43
2203,09.11.2015,1,10,12,41
2204,10.11.2015,0,8,8,45
2205,11.11.2015,0,9,9,
2206,12.11.2015,1,14,16,37
2207,13.11.2015,3,17,21,27
2208,14.11.2015,0,6,7,58
2209,15.11.2015,0,7,7,38
2210,16.11.2015,1,12,14,28
2211,17.11.2015,0,10,11,33
2212,18.11.2015,0,6,7,57
2213,19.11.2015,0,6,7,58
2214,20.11.2015,1,11,12,46
2215,21.11.2015,0,12,12,31
2216,22.11.2015,1,10,11,37
2217,23.11.2015,4,27,33,11
2218,24.11.2015,4,27,33,14
2219,25.11.2015,2,25,28,14
2220,26.11.2015,2,20,23,13
2221,27.11.2015,15,32,55,2
2222,28.11.2015,2,22,25,19
2223,29.11.2015,0,6,6,47
2224,30.11.2015,0,10,11,60
2225,01.12.2015,1,14,15,40
2226,02.12.2015,0,16,17,36
2227,03.12.2015,3,28,32,28
2228,04.12.2015,1,20,22,29
2229,05.12.2015,1,11,12,42
2230,06.12.2015,0,6,7,53
2231,07.12.2015,4,19,26,20
2232,08.12.2015,18,27,56,2
2233,09.12.2015,3,23,28,19
2234,10.12.2015,2,27,30,16
2235,11.12.2015,1,18,18,30
2236,12.12.2015,0,11,11,44
2237,13.12.2015,0,10,11,42
2238,14.12.2015,11,28,44,8
2239,15.12.2015,10,21,37,2
2240,16.12.2015,14,25,46,2
2241,17.12.2015,3,23,28,12
2242,18.12.2015,2,17,20,18
2243,19.12.2015,4,20,26,15
2244,20.12.2015,3,21,25,11
2245,21.12.2015,1,13,15,33
2246,22.12.2015,0,9,9,53
2247,23.12.2015,0,9,9,51
2248,24.12.2015,3,21,25,17
2249,25.12.2015,0,8,8,54
2250,26.12.2015,0,5,5,53
2251,27.12.2015,0,7,7,43
2252,28.12.2015,0,8,8,45
2253,29.12.2015,1,7,8,39
2254,30.12.2015,1,13,14,32
2255,31.12.2015,1,18,19,31
2256,01.01.2016,6,18,28,7
2257,02.01.2016,0,12,12,29
2258,03.01.2016,1,9,10,34
2259,04.01.2016,1,17,19,22
2260,05.01.2016,3,22,26,12
2261,06.01.2016,2,21,25,14
2262,07.01.2016,2,21,24,12
2263,08.01.2016,2,19,22,37
2264,09.01.2016,7,32,43,11
2265,10.01.2016,9,25,39,10
2266,11.01.2016,16,30,55,2
2267,12.01.2016,21,28,60,3
2268,13.01.2016,2,14,18,26
2269,14.01.2016,2,24,28,18
2270,15.01.2016,2,20,23,15
2271,16.01.2016,1,13,14,35
2272,17.01.2016,1,11,12,28
2273,18.01.2016,4,29,35,24
2274,19.01.2016,14,37,58,12
2275,20.01.2016,2,29,31,29
2276,21.01.2016,1,18,19,48
2277,22.01.2016,28,51,94,8
2278,23.01.2016,6,35,44,14
2279,24.01.2016,10,23,38,12
2280,25.01.2016,7,20,30,9
2281,26.01.2016,3,20,26,23
2282,27.01.2016,0,10,11,49
2283,28.01.2016,0,13,14,52
2284,29.01.2016,1,13,14,43
2285,30.01.2016,0,5,5,61
2286,31.01.2016,0,6,6,60
2287,01.02.2016,0,11,11,45
2288,02.02.2016,0,5,6,73
2289,03.02.2016,0,6,7,66
2290,04.02.2016,0,7,7,48
2291,05.02.2016,1,14,15,34
2292,06.02.2016,1,20,22,24
2293,07.02.2016,1,19,20,33
2294,08.02.2016,0,11,11,56
2295,09.02.2016,0,9,9,65
2296,10.02.2016,0,10,10,57
2297,11.02.2016,0,10,10,53
2298,12.02.2016,2,24,27,26
2299,13.02.2016,2,17,20,31
2300,14.02.2016,1,9,10,31
2301,15.02.2016,0,9,10,31
2302,16.02.2016,0,10,11,46
2303,17.02.2016,1,13,14,36
2304,18.02.2016,6,24,33,13
2305,19.02.2016,12,21,40,22
2306,20.02.2016,1,15,17,34
2307,21.02.2016,0,6,6,53
2308,22.02.2016,0,6,6,65
2309,23.02.2016,0,7,7,57
2310,24.02.2016,0,9,9,59
2311,25.02.2016,1,16,17,43
2312,26.02.2016,1,15,16,45
2313,27.02.2016,9,22,36,35
2314,28.02.2016,0,8,8,49
2315,29.02.2016,0,8,9,56
2316,01.03.2016,0,12,13,52
2317,02.03.2016,1,18,19,39
2318,03.03.2016,9,32,45,18
2319,04.03.2016,6,22,30,36
2320,05.03.2016,1,12,13,42
2321,06.03.2016,1,11,12,22
2322,07.03.2016,4,19,25,27
2323,08.03.2016,14,24,46,26
2324,09.03.2016,16,26,51,33
2325,10.03.2016,1,8,9,41
2326,11.03.2016,0,4,4,52
2327,12.03.2016,0,3,4,75
2328,13.03.2016,0,5,5,71
2329,14.03.2016,1,14,16,49
2330,15.03.2016,0,6,7,59
2331,16.03.2016,1,9,11,55
2332,17.03.2016,4,23,30,45
2333,18.03.2016,0,12,12,45
2334,19.03.2016,1,8,9,43
2335,20.03.2016,0,5,5,65
2336,21.03.2016,0,6,7,65
2337,22.03.2016,1,10,11,58
2338,23.03.2016,1,12,12,47
2339,24.03.2016,4,16,22,30
2340,25.03.2016,1,15,16,32
2341,26.03.2016,0,11,12,52
2342,27.03.2016,1,13,14,55
2343,28.03.2016,1,11,12,55
2344,29.03.2016,1,9,10,59
2345,30.03.2016,1,19,21,38
2346,31.03.2016,1,12,14,57
2347,01.04.2016,0,9,10,66
2348,02.04.2016,1,17,19,52
2349,03.04.2016,1,15,16,57
2350,04.04.2016,3,28,32,49
2351,05.04.2016,2,20,23,56
2352,06.04.2016,0,10,10,73
2353,07.04.2016,0,10,10,73
2354,08.04.2016,1,15,17,52
2355,09.04.2016,2,13,16,55
2356,10.04.2016,0,7,7,71
2357,11.04.2016,0,9,10,56
2358,12.04.2016,1,19,20,34
2359,13.04.2016,4,16,22,47
2360,14.04.2016,1,10,11,53
2361,15.04.2016,6,22,32,30
2362,16.04.2016,1,18,19,39
2363,17.04.2016,0,7,7,62
2364,18.04.2016,1,11,12,63
2365,19.04.2016,0,6,6,77
2366,20.04.2016,0,6,7,74
2367,21.04.2016,1,11,12,62
2368,22.04.2016,0,7,8,67
2369,23.04.2016,0,6,7,67
2370,24.04.2016,0,3,4,70
2371,25.04.2016,0,8,8,68
2372,26.04.2016,0,9,10,67
2373,27.04.2016,0,9,9,67
2374,28.04.2016,1,10,11,66
2375,29.04.2016,4,21,27,55
2376,30.04.2016,1,13,13,83
2377,01.05.2016,0,5,6,96
2378,02.05.2016,0,7,7,91
2379,03.05.2016,3,15,20,65
2380,04.05.2016,0,7,7,72
2381,05.05.2016,1,7,8,83
2382,06.05.2016,0,10,11,94
2383,07.05.2016,0,7,8,99
2384,08.05.2016,0,5,6,98
2385,09.05.2016,0,6,7,96
2386,10.05.2016,0,8,8,99
